     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,07/10/2010-07/16/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R234,50TH STREET-NEW UTRECHT AVE   ,00007325,00000533,00000043,00000180,00000005,00001807,00004804,00000006,00000052,00000228,00000002,00000049,00000000,00000013,00000229,00000013,00000002,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R235,BEDFORD AVE-NORTH 7TH ST      ,00053849,00000685,00000072,00000289,00000025,00014317,00059068,00000010,00001062,00003305,00000050,00000376,00000000,00000064,00002211,00000293,00000240,00000000,00000541,00000000,00000000,00000000,                                                                                                                                        
R236,DEKALB AVE-WYCKOFF AVE        ,00024374,00000775,00000065,00000257,00000007,00010154,00018442,00000008,00000249,00001354,00000023,00000114,00000000,00000015,00001028,00000080,00000065,00000000,00000081,00000000,00000000,00000000,                                                                                                                                        
R237,182ND STREET-183RD STREET     ,00012076,00000410,00000061,00000103,00000000,00006012,00004509,00000010,00000124,00000793,00000010,00000021,00000000,00000007,00000593,00000013,00000002,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R238,STEINWAY ST-BROADWAY          ,00029306,00001233,00000103,00000457,00000012,00010405,00032400,00000029,00000464,00001422,00000029,00000210,00000000,00000021,00001861,00000093,00000125,00000000,00000100,00000000,00000000,00000000,                                                                                                                                        
R239,GREENPOINT AVE                ,00016743,00000840,00000067,00000427,00000001,00005022,00016500,00000017,00000219,00000682,00000006,00000103,00000000,00000029,00000768,00000060,00000048,00000000,00000139,00000000,00000000,00000000,                                                                                                                                        
R240,GRAND ST-CHRISTIE ST          ,00047978,00007486,00000181,00004828,00000044,00008065,00072302,00000052,00001438,00001175,00000141,00000482,00000000,00000184,00002544,00000130,00000078,00000000,00000210,00000000,00000000,00000000,                                                                                                                                        
R241,15TH ST-PROSPECT PARK WEST    ,00015073,00000663,00000035,00000326,00000011,00003385,00016632,00000009,00000221,00000791,00000012,00000213,00000000,00000006,00001226,00000082,00000069,00000000,00000117,00000000,00000000,00000000,                                                                                                                                        
R242,18TH AVE-MCDONALD AVE         ,00009160,00000545,00000057,00000339,00000001,00003070,00006902,00000010,00000063,00000310,00000005,00000070,00000000,00000005,00000455,00000051,00000019,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R243,170TH STREET-JEROME AVENUE    ,00020458,00000600,00000143,00000258,00000000,00014399,00009788,00000026,00000357,00001590,00000011,00000040,00000000,00000005,00001621,00000012,00000015,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R244,BURNSIDE AVE-JEROME AVE       ,00023590,00000750,00000157,00000330,00000002,00014384,00011787,00000033,00000453,00002099,00000020,00000063,00000000,00000007,00001705,00000011,00000013,00000000,00000039,00000000,00000000,00000000,                                                                                                                                        
R245,ST LAWRENCE AVE-WEST AVE      ,00014309,00000454,00000055,00000115,00000002,00008007,00007151,00000022,00000149,00000870,00000034,00000095,00000000,00000000,00000856,00000023,00000023,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R246,PROSPECT AVENUE-4TH AVENUE    ,00010201,00000243,00000047,00000124,00000009,00003137,00011473,00000007,00000166,00000547,00000006,00000092,00000000,00000017,00000825,00000046,00000054,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R247,55TH ST-NEW UTRECHT AVE       ,00004525,00000417,00000016,00000111,00000004,00001119,00002808,00000008,00000049,00000094,00000002,00000084,00000000,00000005,00000136,00000014,00000008,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R248,1ST AVENUE-14TH STREET        ,00053970,00002003,00000160,00000601,00000071,00013114,00045647,00000033,00000861,00002596,00000087,00000385,00000000,00000136,00002851,00000305,00000219,00000000,00000444,00000000,00000000,00000000,                                                                                                                                        
R249,GRAHAM AVE-METROPOLITAN AVE   ,00018307,00000434,00000034,00000215,00000004,00006071,00025311,00000013,00000246,00001261,00000017,00000151,00000000,00000006,00001240,00000077,00000109,00000000,00000122,00000000,00000000,00000000,                                                                                                                                        
R250,GRAND ST-BUSHWICK AVE         ,00010162,00000486,00000057,00000238,00000004,00004926,00011366,00000016,00000155,00000683,00000018,00000040,00000000,00000013,00000823,00000032,00000028,00000000,00000041,00000000,00000000,00000000,                                                                                                                                        
R251,96TH ST-CENTRAL PARK WEST     ,00016268,00001618,00000104,00000501,00000026,00005467,00018746,00000033,00000370,00001070,00000050,00000240,00000000,00000105,00001574,00000167,00000084,00000000,00000097,00000000,00000000,00000000,                                                                                                                                        
R252,HIGH ST-CADMAN PLAZA WEST     ,00015936,00000745,00000049,00000219,00000025,00004938,00013706,00000018,00000931,00000889,00000054,00000174,00000000,00000057,00001197,00000115,00000057,00000000,00000182,00000000,00000000,00000000,                                                                                                                                        
R253,174TH-175TH ST-GRAND CONCOU   ,00010621,00000372,00000091,00000162,00000001,00005259,00005381,00000011,00000126,00000690,00000006,00000019,00000000,00000007,00000707,00000019,00000015,00000000,00000038,00000000,00000000,00000000,                                                                                                                                        
R254,GRAND AVE-QUEENS BOULEVARD    ,00028153,00001638,00000107,00000776,00000000,00011648,00042459,00000017,00000605,00001257,00000022,00000264,00000000,00000023,00002105,00000080,00000066,00000000,00000077,00000000,00000000,00000000,                                                                                                                                        
R255,VAN WYCK BLVD-MAIN STREET     ,00012437,00000736,00000042,00000248,00000003,00003150,00011259,00000012,00000152,00000528,00000008,00000170,00000000,00000005,00000952,00000065,00000016,00000000,00000041,00000000,00000000,00000000,                                                                                                                                        
R256,NASSAU AVE-MANHATTAN AVE      ,00015936,00000595,00000070,00000356,00000000,00004185,00016157,00000026,00000186,00000628,00000009,00000099,00000000,00000017,00000733,00000069,00000052,00000000,00000074,00000000,00000000,00000000,                                                                                                                                        
R257,EAST BROADWAY-MADISON ST      ,00027621,00002203,00000087,00001087,00000018,00006216,00026013,00000039,00000616,00001093,00000054,00000272,00000000,00000055,00002343,00000116,00000040,00000000,00000096,00000000,00000000,00000000,                                                                                                                                        
R258,4TH AVENUE-9TH STREET         ,00025220,00000980,00000111,00000343,00000012,00007855,00025745,00000014,00000379,00001348,00000033,00000305,00000000,00000025,00001888,00000146,00000124,00000000,00000126,00000000,00000000,00000000,                                                                                                                                        
R259,ROOSEVELT ISLAND              ,00015162,00001649,00000198,00000666,00000000,00004161,00022680,00000030,00000323,00001388,00000039,00000091,00000000,00000040,00002645,00000096,00000222,00000001,00000115,00000000,00000000,00000000,                                                                                                                                        
R260,181ST STREET-ST NICHOLAS AV   ,00022683,00001154,00000169,00000303,00000010,00014501,00013856,00000030,00000436,00001447,00000012,00000045,00000000,00000017,00001456,00000037,00000028,00000000,00000042,00000000,00000000,00000000,                                                                                                                                        
R261,40TH STREET-LOWERY STREET     ,00021337,00001183,00000084,00000380,00000015,00007565,00025013,00000011,00000530,00000787,00000018,00000171,00000000,00000053,00001330,00000068,00000062,00000000,00000061,00000000,00000000,00000000,                                                                                                                                        
R262,BEVERLEY ROAD -EAST 15TH ST   ,00008594,00000338,00000053,00000124,00000005,00003119,00006056,00000018,00000086,00000472,00000004,00000072,00000000,00000011,00000658,00000021,00000030,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R263,AVENUE H-EAST 16TH STREET     ,00005515,00000372,00000058,00000185,00000002,00001836,00004572,00000012,00000048,00000346,00000011,00000062,00000000,00000002,00000438,00000025,00000025,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R264,OCEAN PKWAY-BRIGHTON BCH AV   ,00008735,00001035,00000072,00000337,00000002,00001754,00006224,00000015,00000083,00000270,00000006,00000129,00000000,00000003,00000504,00000032,00000016,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R265,MONTROSE AVENUE               ,00012183,00000426,00000031,00000092,00000000,00004679,00013301,00000005,00000155,00000886,00000007,00000056,00000000,00000006,00000696,00000017,00000054,00000000,00000096,00000000,00000000,00000000,                                                                                                                                        
R266,HALSEY STREET-WYCKOFF AVE     ,00015897,00000375,00000052,00000159,00000001,00006098,00010163,00000012,00000215,00000872,00000006,00000117,00000000,00000005,00000783,00000036,00000009,00000000,00000039,00000000,00000000,00000000,                                                                                                                                        
R267,46TH STREET-BROADWAY          ,00019953,00001008,00000075,00000261,00000008,00007336,00020029,00000016,00000264,00000868,00000004,00000200,00000000,00000016,00001118,00000028,00000052,00000000,00000056,00000000,00000000,00000000,                                                                                                                                        
R268,METROPOLITAN AVE-LORIMER ST   ,00029791,00000558,00000039,00000165,00000001,00009663,00035697,00000008,00000466,00001813,00000025,00000220,00000000,00000025,00001681,00000152,00000177,00000000,00000227,00000000,00000000,00000000,                                                                                                                                        
R269,BEDFORD AVENUE-NOSTRAND AVE   ,00012985,00000360,00000058,00000140,00000000,00005886,00010480,00000011,00000240,00001135,00000006,00000067,00000000,00000008,00001318,00000017,00000028,00000000,00000069,00000000,00000000,00000000,                                                                                                                                        
R270,SMITH STREET-9TH STREET       ,00012006,00000296,00000059,00000149,00000001,00004819,00007531,00000014,00000124,00000764,00000009,00000049,00000000,00000001,00000821,00000013,00000013,00000000,00000044,00000000,00000000,00000000,                                                                                                                                        
R271,AVENUE X-MCDONALD AVENUE      ,00006100,00000469,00000015,00000180,00000001,00001523,00004657,00000010,00000051,00000192,00000004,00000032,00000000,00000000,00000517,00000025,00000002,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R272,28TH STREET-7TH AVENUE        ,00030562,00001631,00000169,00000490,00000113,00009917,00024936,00000028,00001292,00001610,00000172,00000383,00000000,00000247,00001515,00000238,00000082,00000000,00000146,00000000,00000000,00000000,                                                                                                                                        
R273,145TH STREET-BROADWAY         ,00018194,00000775,00000115,00000395,00000006,00013473,00017210,00000046,00000336,00001454,00000020,00000034,00000000,00000006,00001489,00000038,00000066,00000000,00000037,00000000,00000000,00000000,                                                                                                                                        
R274,191ST STREET-ST NICHOLAS AV   ,00016624,00000957,00000143,00000210,00000012,00008044,00010813,00000004,00000247,00001022,00000007,00000038,00000000,00000017,00001414,00000026,00000029,00000000,00000039,00000000,00000000,00000000,                                                                                                                                        
R275,183RD STREET-JEROME AVENUE    ,00015559,00000415,00000047,00000149,00000000,00008735,00005726,00000013,00000198,00000897,00000007,00000043,00000000,00000006,00000763,00000010,00000008,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R276,JACKSON AVENUE-VERNON BLVD    ,00022004,00000780,00000027,00000233,00000029,00005041,00028072,00000003,00000374,00001032,00000068,00000229,00000000,00000192,00001474,00000212,00000130,00000000,00000129,00000000,00000000,00000000,                                                                                                                                        
R277,PRESIDENT ST-NOSTRAND AVE     ,00007088,00000441,00000066,00000111,00000000,00003009,00005110,00000008,00000091,00000601,00000004,00000033,00000000,00000003,00000837,00000021,00000034,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R278,25TH STREET-4TH AVENUE        ,00006588,00000187,00000022,00000085,00000004,00002676,00005725,00000007,00000104,00000292,00000008,00000059,00000000,00000011,00000326,00000020,00000038,00000000,00000025,00000000,00000000,00000000,                                                                                                                                        
R279,JEFFERSON STREET-WYCKOFF AV   ,00012727,00000221,00000052,00000090,00000001,00005361,00010878,00000002,00000133,00000706,00000005,00000031,00000000,00000001,00000393,00000007,00000027,00000000,00000051,00000000,00000000,00000000,                                                                                                                                        
R280,190TH STREET-OVERLOOK TERR    ,00007859,00000655,00000038,00000259,00000002,00002847,00008797,00000015,00000191,00000571,00000003,00000064,00000000,00000012,00000707,00000047,00000044,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R281,72ND STREET-CENTRAL PK WEST   ,00021889,00001216,00000038,00000276,00000016,00007032,00016325,00000012,00001604,00001156,00000053,00000246,00000000,00000037,00000757,00000170,00000116,00000000,00000220,00000000,00000000,00000000,                                                                                                                                        
R282,SPRING STREET-6TH AVENUE      ,00025121,00001002,00000077,00000292,00000102,00006037,00021173,00000026,00000817,00001243,00000112,00000412,00000000,00000408,00000997,00000200,00000100,00000000,00000191,00000000,00000000,00000000,                                                                                                                                        
R283,LAFAYETTE AVENUE-FULTON ST    ,00010485,00000368,00000052,00000135,00000002,00003826,00009000,00000015,00000212,00000879,00000006,00000108,00000000,00000011,00001081,00000026,00000026,00000000,00000089,00000000,00000000,00000000,                                                                                                                                        
R284,CLINTON AVENUE-FULTON ST      ,00011127,00000262,00000041,00000115,00000001,00003521,00012501,00000007,00000164,00000724,00000016,00000108,00000000,00000001,00001141,00000036,00000027,00000000,00000143,00000000,00000000,00000000,                                                                                                                                        
R285,MOTT AVENUE-BEACH 22ND ST     ,00012177,00000544,00000086,00000183,00000006,00004016,00003972,00000006,00000120,00000551,00000006,00000028,00000000,00000005,00000655,00000016,00000019,00000000,00000032,00000000,00000000,00000000,                                                                                                                                        
R286,MYRTLE AVENUE-MARCY AVENUE    ,00009065,00000268,00000031,00000102,00000001,00003867,00006130,00000015,00000115,00000725,00000004,00000052,00000000,00000000,00000744,00000009,00000001,00000000,00000061,00000000,00000000,00000000,                                                                                                                                        
R287,CLASSON AVENUE-LAFAYETTE AV   ,00008961,00000224,00000023,00000070,00000004,00003266,00007667,00000007,00000112,00000691,00000001,00000045,00000000,00000000,00000741,00000034,00000018,00000000,00000071,00000000,00000000,00000000,                                                                                                                                        
R288,7TH AVENUE-9TH STREET         ,00026900,00001239,00000059,00000302,00000015,00005178,00027406,00000015,00000326,00001363,00000017,00000377,00000000,00000027,00002183,00000150,00000134,00000000,00000194,00000000,00000000,00000000,                                                                                                                                        
R289,FT HAMILTON PKY-GREENWOOD     ,00010423,00000592,00000048,00000154,00000001,00002158,00011980,00000007,00000103,00000500,00000019,00000183,00000000,00000018,00001014,00000075,00000031,00000000,00000054,00000000,00000000,00000000,                                                                                                                                        
R290,HOUSTON STREET-VARICK ST      ,00033253,00001800,00000186,00000411,00000395,00007565,00027607,00000027,00000738,00001234,00000236,00000454,00000000,00001212,00001940,00000292,00000177,00000000,00000150,00000000,00000000,00000000,                                                                                                                                        
R291,33RD STREET-QUEENS BLVD       ,00023720,00000616,00000065,00000274,00000070,00007771,00020216,00000021,00000558,00001041,00000058,00000262,00000000,00000171,00002033,00000060,00000033,00000000,00000044,00000000,00000000,00000000,                                                                                                                                        
R292,BAYCHESTER AVE-TILLOTSON      ,00007765,00000206,00000019,00000041,00000000,00002351,00002447,00000001,00000084,00000432,00000019,00000047,00000000,00000000,00000724,00000009,00000003,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R293,34TH STREET - PENN STATION    ,00167260,00005616,00000422,00001224,00006713,00025908,00064966,00000091,00005241,00004351,00000590,00001524,00000000,00015048,00006177,00001210,00000336,00000000,00000926,00000000,00000000,00000000,                                                                                                                                        
R294,MORGAN AVENUE-HARRISON PL     ,00013143,00000173,00000027,00000052,00000002,00005850,00014837,00000000,00000290,00001100,00000016,00000063,00000000,00000012,00000415,00000044,00000063,00000000,00000132,00000000,00000000,00000000,                                                                                                                                        
R295,WILSON AVENUE-MOFFAT STREET   ,00008213,00000231,00000031,00000072,00000000,00004724,00004074,00000008,00000084,00000704,00000005,00000021,00000000,00000000,00000386,00000000,00000001,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R296,163RD ST & AMSTERDAM AVE      ,00007799,00000305,00000054,00000157,00000000,00004525,00005748,00000007,00000133,00000605,00000004,00000011,00000000,00000001,00000485,00000004,00000014,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R297,FRANKLIN AVENUE-FULTON ST     ,00011073,00000495,00000149,00000244,00000000,00007145,00008777,00000011,00000260,00001085,00000018,00000036,00000000,00000006,00001122,00000021,00000018,00000000,00000064,00000000,00000000,00000000,                                                                                                                                        
R298,NORTHERN BLVD-BROADWAY        ,00013232,00000895,00000054,00000341,00000001,00005893,00013958,00000005,00000184,00000632,00000016,00000132,00000000,00000010,00001015,00000049,00000034,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R299,BROADWAY - UNION AVENUE       ,00005949,00000347,00000038,00000169,00000000,00003057,00005635,00000002,00000086,00000346,00000005,00000031,00000000,00000001,00000557,00000012,00000019,00000000,00000032,00000000,00000000,00000000,                                                                                                                                        
R300,2ND AVENUE-HOUSTON STREET     ,00038941,00001256,00000100,00000554,00000029,00010330,00036640,00000022,00001091,00002164,00000086,00000370,00000000,00000063,00002198,00000186,00000119,00000000,00000323,00000000,00000000,00000000,                                                                                                                                        
R301,YORK STREET-JAY STREET        ,00015452,00000348,00000027,00000139,00000019,00004063,00014915,00000006,00000369,00000862,00000018,00000177,00000000,00000024,00000622,00000080,00000083,00000000,00000130,00000000,00000000,00000000,                                                                                                                                        
R302,57TH STREET-6TH AVENUE        ,00035599,00001443,00000077,00000388,00000113,00009013,00030206,00000025,00001203,00001562,00000182,00000782,00000000,00000259,00002149,00000325,00000131,00000000,00000199,00000000,00000000,00000000,                                                                                                                                        
R303,21ST STREET-QUEENSBRIDGE      ,00016457,00000988,00000156,00000487,00000001,00009139,00012244,00000018,00000759,00001308,00000032,00000113,00000000,00000023,00001532,00000026,00000018,00000000,00000052,00000000,00000000,00000000,                                                                                                                                        
R304,RECTOR STREET-GREENWICH ST    ,00020020,00000652,00000029,00000182,00000337,00004130,00014971,00000009,00001162,00000634,00000625,00000270,00000000,00000984,00001472,00000193,00000114,00000000,00000124,00000000,00000000,00000000,                                                                                                                                        
R306,238TH STREET-BROADWAY         ,00009397,00000462,00000029,00000114,00000011,00002415,00006005,00000013,00000091,00000382,00000017,00000086,00000000,00000009,00000659,00000058,00000021,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R307,138TH ST-GRAND CONCOURSE      ,00007184,00000195,00000040,00000116,00000001,00003161,00003254,00000014,00000085,00000427,00000023,00000026,00000000,00000002,00000739,00000020,00000013,00000000,00000003,00000000,00000000,00000000,                                                                                                                                        
R308,MT EDEN AVENUE-JEROME AVE     ,00014841,00000455,00000099,00000295,00000001,00007869,00006616,00000016,00000216,00001191,00000013,00000023,00000000,00000005,00000975,00000012,00000018,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R309,176TH STREET-JEROME AVENUE    ,00010149,00000280,00000033,00000207,00000000,00006364,00004752,00000011,00000170,00000882,00000012,00000029,00000000,00000002,00000716,00000006,00000009,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R310,111TH STREET-ROOSEVELT AVE    ,00028911,00000659,00000116,00000331,00000002,00015246,00013699,00000010,00000317,00000508,00000007,00000062,00000000,00000016,00000712,00000018,00000009,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R311,BOWERY STREET-DELANCEY ST     ,00006361,00000363,00000021,00000453,00000001,00002171,00009148,00000004,00000236,00000370,00000006,00000034,00000000,00000007,00000335,00000013,00000008,00000000,00000045,00000000,00000000,00000000,                                                                                                                                        
R312,WEST 6TH STREET-SURF AVENUE   ,00011493,00000941,00000032,00000194,00000006,00002283,00005348,00000009,00000224,00000412,00000006,00000122,00000000,00000001,00000569,00000038,00000011,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R313,BUSHWICK AVENUE-ABERDEEN ST   ,00002707,00000105,00000012,00000030,00000000,00001568,00001553,00000002,00000036,00000237,00000000,00000006,00000000,00000001,00000242,00000002,00000004,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R314,103RD ST-CENTRAL PARK WEST    ,00010428,00000628,00000054,00000258,00000006,00005910,00009753,00000019,00000403,00000841,00000016,00000052,00000000,00000017,00000880,00000039,00000033,00000000,00000138,00000000,00000000,00000000,                                                                                                                                        
R315,155TH STREET-8TH AVENUE       ,00008904,00000499,00000069,00000186,00000000,00004829,00004272,00000016,00000137,00000883,00000007,00000024,00000000,00000010,00000923,00000002,00000009,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R316,FLUSHING AVENUE-MARCY AVE     ,00004218,00000144,00000024,00000038,00000001,00001622,00002279,00000005,00000044,00000237,00000001,00000027,00000000,00000000,00000463,00000003,00000000,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R317,LAFAYETTE AV-WASHINGTON AV    ,00010286,00000309,00000027,00000081,00000005,00002770,00011541,00000013,00000149,00000607,00000001,00000064,00000000,00000001,00000902,00000047,00000035,00000000,00000105,00000000,00000000,00000000,                                                                                                                                        
R318,FULTON STREET-LAFAYETTE AV    ,00005709,00000184,00000022,00000084,00000008,00002627,00006931,00000003,00000141,00000475,00000007,00000034,00000000,00000012,00000556,00000021,00000024,00000000,00000054,00000000,00000000,00000000,                                                                                                                                        
R319,63RD STREET-LEXINGTON AVE     ,00031730,00001751,00000118,00000537,00000056,00009406,00035914,00000025,00000780,00001933,00000097,00000409,00000000,00000120,00002195,00000200,00000143,00000000,00000149,00000000,00000000,00000000,                                                                                                                                        
R320,CANAL STREET-VARICK STREET    ,00014610,00000446,00000056,00000110,00000068,00003857,00010423,00000009,00000793,00000555,00000082,00000182,00000000,00000300,00000655,00000120,00000039,00000000,00000083,00000000,00000000,00000000,                                                                                                                                        
R321,18TH STREET-7TH AVENUE        ,00019164,00001009,00000057,00000325,00000185,00004711,00015030,00000026,00000415,00000862,00000069,00000225,00000000,00000336,00000776,00000192,00000060,00000000,00000137,00000000,00000000,00000000,                                                                                                                                        
R322,SPRING STREET-LAFAYETTE ST    ,00031520,00000948,00000070,00000187,00000132,00009096,00023654,00000013,00001984,00001504,00000086,00000349,00000000,00000303,00000971,00000209,00000093,00000000,00000289,00000000,00000000,00000000,                                                                                                                                        
R323,111TH STREET-LENOX AVENUE     ,00016321,00000709,00000125,00000339,00000005,00008368,00013965,00000020,00000416,00001657,00000031,00000090,00000000,00000026,00001858,00000066,00000033,00000000,00000082,00000000,00000000,00000000,                                                                                                                                        
R324,116TH STREET-LENOX AVENUE     ,00020006,00000797,00000181,00000394,00000009,00011649,00017207,00000057,00000493,00002055,00000036,00000080,00000000,00000028,00002664,00000073,00000043,00000000,00000042,00000000,00000000,00000000,                                                                                                                                        
R326,ZEREGA AVE-WESTCHESTER AVE    ,00006585,00000211,00000030,00000048,00000003,00002334,00002928,00000005,00000073,00000293,00000004,00000055,00000000,00000013,00000386,00000013,00000005,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R327,52ND STREET-ROOSEVELT AVE     ,00013669,00000915,00000045,00000259,00000005,00005813,00015574,00000027,00000230,00000466,00000007,00000113,00000000,00000008,00000709,00000019,00000036,00000000,00000061,00000000,00000000,00000000,                                                                                                                                        
R328,WILLETS PT BLVD-ROOSEVELT     ,00027251,00000523,00000050,00000084,00000037,00005034,00008501,00000005,00000694,00000499,00000054,00000259,00000000,00000062,00001007,00000197,00000042,00000000,00000136,00000000,00000000,00000000,                                                                                                                                        
R329,MORRIS PARK-PAULDING AVENUE   ,00004419,00000176,00000006,00000027,00000000,00000735,00002395,00000002,00000032,00000148,00000012,00000062,00000000,00000001,00000391,00000026,00000021,00000000,00000003,00000000,00000000,00000000,                                                                                                                                        
R330,3RD AVENUE-14TH STREET        ,00013681,00000441,00000042,00000157,00000022,00003979,00015748,00000001,00000394,00000984,00000015,00000102,00000000,00000055,00000891,00000078,00000059,00000000,00000103,00000000,00000000,00000000,                                                                                                                                        
R331,155TH STREET-ST NICHOLAS AV   ,00004297,00000280,00000027,00000128,00000001,00002682,00003478,00000008,00000092,00000361,00000000,00000012,00000000,00000000,00000420,00000004,00000035,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R332,135TH STREET-ST NICHOLAS AV   ,00008064,00000366,00000081,00000172,00000001,00004370,00007696,00000015,00000216,00000826,00000014,00000068,00000000,00000002,00001043,00000033,00000030,00000000,00000041,00000000,00000000,00000000,                                                                                                                                        
R333,116TH STREET-8TH AVENUE       ,00010404,00000361,00000067,00000223,00000003,00006803,00011470,00000005,00000346,00000984,00000017,00000053,00000000,00000009,00001119,00000057,00000059,00000000,00000050,00000000,00000000,00000000,                                                                                                                                        
R334,110TH STREET-8TH AVENUE       ,00013515,00000824,00000109,00000512,00000004,00006456,00015286,00000020,00000417,00001330,00000020,00000075,00000000,00000013,00001140,00000083,00000059,00000000,00000109,00000000,00000000,00000000,                                                                                                                                        
R335,GASTON AVENUE-BEACH 67TH ST   ,00005937,00000178,00000028,00000053,00000000,00001942,00002108,00000007,00000050,00000344,00000008,00000039,00000000,00000003,00000462,00000024,00000019,00000000,00000040,00000000,00000000,00000000,                                                                                                                                        
R336,STRAITON AVE-BEACH 60TH ST    ,00006111,00000224,00000016,00000062,00000000,00002386,00001925,00000009,00000085,00000393,00000001,00000033,00000000,00000000,00000646,00000002,00000005,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R337,FRANK AVENUE-BEACH 44TH ST    ,00001891,00000042,00000009,00000043,00000000,00000610,00000503,00000000,00000019,00000101,00000002,00000007,00000000,00000000,00000167,00000000,00000000,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R338,EDGEMERE-BEACH 36TH STREET    ,00002424,00000087,00000007,00000037,00000000,00000752,00000796,00000000,00000024,00000137,00000000,00000010,00000000,00000000,00000172,00000002,00000002,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R339,36TH STREET-NORTHERN BLVD     ,00009243,00000473,00000045,00000133,00000023,00003308,00005299,00000031,00000142,00000447,00000040,00000062,00000000,00000029,00001641,00000025,00000041,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R340,65TH STREET-BROADWAY          ,00007054,00000388,00000035,00000094,00000000,00002641,00007934,00000016,00000082,00000223,00000000,00000048,00000000,00000000,00000376,00000012,00000022,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R341,75TH AVENUE-QUEENS BLVD       ,00008074,00000933,00000037,00000241,00000008,00001275,00008646,00000004,00000070,00000268,00000003,00000135,00000000,00000009,00000611,00000036,00000031,00000000,00000043,00000000,00000000,00000000,                                                                                                                                        
R342,VAN WYCK BLVD-METROPOLITAN    ,00014548,00000478,00000073,00000153,00000007,00004906,00007253,00000011,00000238,00000534,00000007,00000062,00000000,00000026,00000489,00000027,00000003,00000000,00000076,00000000,00000000,00000000,                                                                                                                                        
R343,FRANKLIN STREET-WEST BWAY     ,00015506,00000719,00000030,00000128,00000217,00002868,00009722,00000009,00000406,00000369,00000043,00000171,00000000,00000382,00001000,00000136,00000042,00000000,00000076,00000000,00000000,00000000,                                                                                                                                        
R344,145TH STREET-LENOX AVENUE     ,00005419,00000391,00000078,00000234,00000006,00003133,00003515,00000016,00000104,00000632,00000011,00000013,00000000,00000008,00000967,00000003,00000003,00000000,00000007,00000000,00000000,00000000,                                                                                                                                        
R345,148TH STREET-LENOX AVENUE     ,00005756,00000419,00000049,00000133,00000000,00003202,00004649,00000011,00000109,00000640,00000003,00000028,00000000,00000007,00001000,00000017,00000020,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R346,45TH ROAD-COURT HOUSE SQ      ,00009042,00000313,00000063,00000234,00000082,00008034,00017846,00000019,00000321,00000851,00000041,00000061,00000000,00000339,00000806,00000074,00000018,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R347,69TH STREET-ROOSEVELT AVE     ,00011120,00000493,00000044,00000242,00000002,00006066,00011674,00000020,00000195,00000312,00000012,00000025,00000000,00000005,00000381,00000024,00000008,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
