     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/09/2018-06/15/2018,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R133,MOSHOLU PARKWAY-JEROME AVE    ,00016693,00001300,00000208,00000314,00000007,00013537,00008190,00000000,00000000,00000000,00000026,00000103,00000686,00000000,00001498,00000184,00000106,00000000,00000107,00000000,00000000,00000000,00003314,00000000,00000020,00000000,                                                                                                    
R134,HUNTERS PT AVE-49TH AVE       ,00018128,00000845,00000095,00000208,00000801,00006587,00006764,00000000,00000000,00000000,00000078,00000213,00000175,00000842,00001944,00001051,00000212,00000000,00000164,00000000,00000000,00000000,00000208,00000000,00000035,00000000,                                                                                                    
R135,NEWKIRK AVE-NOSTRAND AVE      ,00014923,00001284,00000343,00000358,00000001,00011612,00007912,00000000,00000000,00000000,00000011,00000117,00000429,00000002,00001151,00000048,00000103,00000000,00000103,00000000,00000000,00000000,00002705,00000000,00000047,00000000,                                                                                                    
R136,SHEEPSHEAD BAY ROAD           ,00030696,00003524,00000275,00001023,00000013,00010425,00021301,00000000,00000000,00000000,00000047,00000794,00000724,00000009,00002027,00000830,00000343,00000000,00000161,00000000,00000000,00000000,00003271,00000000,00000255,00000000,                                                                                                    
R137,MYRTLE AVE-GATES AVENUE       ,00040171,00001579,00000305,00000472,00000008,00037001,00034507,00000000,00000000,00000000,00000061,00000204,00001236,00000013,00002940,00000307,00000593,00000000,00000482,00000000,00000000,00000000,00005150,00000000,00000141,00000000,                                                                                                    
R138,WEST 4TH ST-WASHINGTON SQ     ,00105827,00006673,00000436,00001247,00000156,00048666,00073244,00000000,00000000,00000000,00000422,00001679,00001130,00000166,00008316,00003474,00001943,00000000,00002330,00000000,00000000,00000000,00003426,00000000,00000079,00000000,                                                                                                    
R139,CANAL STREET-LISPENARD ST     ,00052729,00002090,00000205,00000407,00000336,00019822,00031444,00000000,00000000,00000000,00000148,00000545,00000563,00000489,00003509,00001835,00000981,00000000,00000989,00000000,00000000,00000000,00001859,00000000,00000026,00000000,                                                                                                    
R140,QUEENS PLAZA-JACKSON AVE      ,00022672,00001027,00000172,00000386,00000046,00015365,00018506,00000000,00000000,00000000,00000066,00000216,00000350,00000047,00002932,00000514,00000532,00000000,00000633,00000000,00000000,00000000,00002480,00000000,00000505,00000000,                                                                                                    
R141,71ST AVE-CONTINENTAL AVE      ,00056506,00007003,00000616,00001963,00000082,00022398,00043807,00000000,00000000,00000000,00000106,00001282,00001435,00000053,00004588,00002052,00000882,00000000,00000541,00000000,00000000,00000000,00005065,00000000,00000175,00000000,                                                                                                    
R142,ESSEX ST-DELANCEY ST          ,00057374,00003310,00000397,00001110,00000057,00033102,00040272,00000000,00000000,00000000,00000103,00000612,00001246,00000035,00004416,00001089,00000938,00000000,00001288,00000000,00000000,00000000,00006954,00000000,00000094,00000000,                                                                                                    
R143,28TH STREET-PARK AVE SOUTH    ,00055251,00003114,00000241,00000594,00000182,00021658,00034541,00000000,00000000,00000000,00000244,00000965,00000647,00000141,00005906,00001751,00000964,00000000,00000744,00000000,00000000,00000000,00001483,00000000,00000058,00000000,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00037917,00003796,00000271,00000661,00000072,00017189,00026876,00000000,00000000,00000000,00000232,00000501,00000776,00000089,00002819,00001335,00000793,00000000,00000395,00000000,00000000,00000000,00004015,00000000,00000031,00000000,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00011503,00000609,00000149,00000150,00000006,00008421,00003293,00000000,00000000,00000000,00000014,00000043,00000562,00000000,00000365,00000027,00000041,00000000,00000038,00000000,00000000,00000000,00001701,00000000,00000010,00000000,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00016832,00001023,00000201,00000464,00000005,00020354,00009357,00000000,00000000,00000000,00000034,00000064,00000801,00000000,00001250,00000095,00000071,00000000,00000043,00000000,00000000,00000000,00003136,00000000,00000026,00000000,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00036967,00002903,00000302,00000897,00000320,00022806,00028454,00000000,00000000,00000000,00000024,00000324,00001143,00000319,00001834,00000674,00000538,00000000,00000427,00000000,00000000,00000000,00003624,00000000,00000193,00000000,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00012543,00000845,00000166,00000313,00000003,00009996,00012213,00000000,00000000,00000000,00000006,00000098,00000453,00000002,00001579,00000173,00000300,00000000,00000183,00000000,00000000,00000000,00001180,00000000,00000051,00000000,                                                                                                    
R149,NEWKIRK PLAZA                 ,00021254,00002087,00000327,00000615,00000006,00013558,00017027,00000000,00000000,00000000,00000018,00000266,00000729,00000006,00001778,00000361,00000377,00000000,00000164,00000000,00000000,00000000,00002986,00000000,00000254,00000000,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00014049,00001998,00000155,00000998,00000003,00006830,00014388,00000000,00000000,00000000,00000010,00000269,00000394,00000000,00000623,00000336,00000169,00000000,00000055,00000000,00000000,00000000,00002097,00000000,00000166,00000000,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00040269,00002671,00000395,00001453,00000005,00024937,00017922,00000000,00000000,00000000,00000034,00000207,00000976,00000015,00001086,00000377,00000200,00000000,00000631,00000000,00000000,00000000,00005987,00000000,00000350,00000000,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00021195,00001158,00000371,00000573,00000007,00019375,00012547,00000000,00000000,00000000,00000036,00000200,00000594,00000000,00002288,00000182,00000160,00000000,00000095,00000000,00000000,00000000,00002530,00000000,00000122,00000000,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00029124,00001400,00000549,00000517,00000012,00028958,00023187,00000000,00000000,00000000,00000018,00000166,00000725,00000002,00002954,00000257,00000394,00000000,00000510,00000000,00000000,00000000,00004493,00000000,00000068,00000000,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00015792,00000953,00000291,00000370,00000009,00019947,00009328,00000000,00000000,00000000,00000007,00000085,00000637,00000004,00001112,00000060,00000119,00000000,00000109,00000000,00000001,00000000,00002923,00000002,00000029,00000000,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00014821,00000857,00000168,00000238,00000006,00015755,00008252,00000000,00000000,00000000,00000014,00000061,00000463,00000010,00000847,00000146,00000138,00000000,00000085,00000000,00000000,00000000,00003038,00000000,00000016,00000000,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00009581,00000728,00000138,00000205,00000004,00009674,00007073,00000000,00000000,00000000,00000004,00000076,00000425,00000007,00001027,00000086,00000108,00000000,00000068,00000000,00000000,00000000,00002096,00000000,00000011,00000000,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00015210,00001011,00000171,00000321,00000010,00014727,00009301,00000000,00000000,00000000,00000026,00000079,00000561,00000008,00001407,00000087,00000145,00000000,00000096,00000000,00000000,00000000,00002479,00000000,00000014,00000000,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00035409,00003671,00000662,00001629,00000037,00025334,00036658,00000000,00000000,00000000,00000104,00000529,00001050,00000039,00003813,00000939,00000484,00000000,00000352,00000000,00000000,00000000,00002563,00000000,00000162,00000000,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00031508,00002110,00000165,00000464,00000080,00009911,00021832,00000000,00000000,00000000,00000075,00000251,00000409,00000120,00001098,00001002,00000609,00000000,00000646,00000000,00000000,00000000,00001120,00000000,00000006,00000000,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00041129,00002675,00000203,00000488,00000106,00016562,00028018,00000000,00000000,00000000,00000087,00000631,00000339,00000133,00003518,00001201,00000652,00000000,00000765,00000000,00000000,00000000,00001653,00000000,00000030,00000000,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00016874,00001077,00000195,00000287,00000010,00017603,00008009,00000000,00000000,00000000,00000023,00000077,00000676,00000002,00000868,00000111,00000218,00000000,00000093,00000000,00000000,00000000,00003291,00000000,00000022,00000000,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00013580,00000631,00000086,00000175,00000002,00014954,00004974,00000000,00000000,00000000,00000006,00000053,00000480,00000000,00000387,00000047,00000093,00000000,00000069,00000000,00000000,00000000,00002802,00000000,00000019,00000000,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00055837,00003276,00000303,00000654,00000027,00023339,00041432,00000000,00000000,00000000,00000172,00001014,00000398,00000038,00005843,00001802,00001223,00000000,00000993,00000000,00000000,00000000,00002946,00000000,00000067,00000000,                                                                                                    
R164,66TH STREET-BROADWAY          ,00049671,00007320,00000421,00001261,00000207,00021454,00032552,00000000,00000000,00000000,00000143,00000803,00001020,00000380,00003931,00001933,00000828,00000000,00000815,00000000,00000000,00000000,00006629,00000000,00000028,00000000,                                                                                                    
R165,TOMPKINSVILLE                 ,00002428,00000105,00000008,00000048,00000000,00000931,00000274,00000000,00000000,00000000,00000008,00000006,00000010,00000000,00000021,00000036,00000002,00000000,00000002,00000000,00000000,00000000,00000232,00000000,00000000,00000000,                                                                                                    
R166,79TH STREET-BROADWAY          ,00036086,00005176,00000365,00000928,00000060,00018174,00026111,00000000,00000000,00000000,00000079,00000562,00000698,00000043,00002666,00001317,00000749,00000000,00000669,00000000,00000000,00000000,00002150,00000000,00000013,00000000,                                                                                                    
R167,86TH STREET-BROADWAY          ,00042044,00006934,00000488,00001236,00000031,00022454,00034057,00000000,00000000,00000000,00000100,00000651,00000993,00000047,00003659,00001736,00000971,00000000,00000701,00000000,00000000,00000000,00003784,00000000,00000026,00000000,                                                                                                    
R168,96TH STREET-BROADWAY          ,00075695,00012518,00001035,00002940,00000070,00044611,00067265,00000000,00000000,00000000,00000125,00001311,00002122,00000155,00007687,00002696,00001938,00000000,00001107,00000000,00000000,00000000,00006477,00000000,00000062,00000000,                                                                                                    
R169,137TH STREET-BROADWAY         ,00024582,00002299,00000382,00000545,00000029,00025338,00023629,00000000,00000000,00000000,00000022,00000099,00001247,00000012,00002127,00000371,00000537,00000000,00000319,00000000,00000000,00000000,00003505,00000000,00000017,00000000,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00240504,00016463,00001703,00003947,00000568,00117530,00195363,00000000,00000000,00000000,00000806,00003568,00002963,00000705,00024376,00008227,00004956,00000000,00003710,00000000,00000000,00000000,00014114,00000000,00000375,00000000,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00023707,00001995,00000137,00000387,00000004,00008624,00022386,00000000,00000000,00000000,00000006,00000401,00000277,00000003,00003775,00001090,00000728,00000000,00000332,00000000,00000000,00000000,00001848,00000000,00000035,00000000,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00027865,00003735,00000302,00001015,00000008,00012045,00016664,00000000,00000000,00000000,00000014,00000323,00000825,00000009,00000659,00000416,00000193,00000000,00000269,00000000,00000000,00000000,00003013,00000000,00001003,00000000,                                                                                                    
R173,207TH STREET-BROADWAY         ,00018417,00002010,00000274,00000633,00000010,00014691,00016626,00000000,00000000,00000000,00000055,00000145,00000897,00000008,00002059,00000273,00000447,00000000,00000175,00000000,00000000,00000000,00001821,00000000,00000011,00000000,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00020618,00002783,00000234,00000501,00000011,00013157,00021148,00000000,00000000,00000000,00000007,00000310,00000485,00000019,00002436,00000629,00000490,00000000,00000278,00000000,00000000,00000000,00002368,00000000,00000025,00000000,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00108919,00005188,00000459,00001377,00000261,00058394,00071832,00000001,00000000,00000000,00000319,00001476,00001238,00000263,00011487,00003631,00001922,00000000,00002649,00000000,00000000,00000000,00007161,00000000,00000096,00000000,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00068047,00004500,00000325,00000778,00000142,00027735,00043014,00000000,00000000,00000000,00000618,00001319,00000699,00000135,00006192,00002093,00001041,00000000,00001045,00000000,00000000,00000000,00002743,00000000,00000047,00000000,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00049924,00005224,00000342,00000744,00000200,00018734,00028115,00000000,00000000,00000000,00000212,00000621,00001004,00000265,00002746,00001598,00000614,00000000,00000474,00000000,00000000,00000000,00003281,00000000,00000063,00000000,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00065932,00006949,00000341,00001034,00000176,00027265,00036789,00000000,00000000,00000000,00000239,00001089,00001352,00000188,00003775,00002085,00000966,00000000,00000893,00000000,00000000,00000000,00002887,00000000,00000058,00000000,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00106295,00010289,00000756,00001769,00000216,00053768,00070129,00000000,00000000,00000000,00000398,00001783,00001726,00000275,00008039,00003715,00001791,00000000,00001682,00000000,00000000,00000000,00005043,00000000,00000101,00000000,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00028255,00002591,00000265,00000545,00000019,00020350,00017290,00000000,00000000,00000000,00000075,00000205,00001223,00000047,00001604,00000488,00000403,00000000,00000323,00000000,00000000,00000000,00005316,00000000,00000035,00000000,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00022426,00002089,00000280,00000581,00000018,00017794,00016125,00000000,00000000,00000000,00000063,00000159,00000834,00000020,00001794,00000407,00000424,00000000,00000225,00000000,00000000,00000000,00003827,00000000,00000064,00000000,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00027414,00002517,00000490,00000810,00000013,00026391,00020036,00000000,00000000,00000000,00000076,00000186,00001077,00000003,00001954,00000451,00000349,00000000,00000342,00000000,00000000,00000000,00004946,00000000,00000057,00000000,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00008454,00000516,00000124,00000137,00000003,00007126,00004597,00000000,00000000,00000000,00000012,00000063,00000260,00000002,00000562,00000072,00000058,00000000,00000044,00000000,00000000,00000000,00003243,00000000,00000005,00000000,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00014004,00001130,00000142,00000194,00000000,00007982,00011453,00000000,00000000,00000000,00000027,00000101,00000380,00000000,00001429,00000257,00000286,00000000,00000117,00000000,00000000,00000000,00002143,00000000,00000114,00000000,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00014404,00001266,00000164,00000320,00000008,00010638,00011889,00000000,00000000,00000000,00000014,00000125,00000644,00000002,00001499,00000243,00000250,00000000,00000149,00000000,00000000,00000000,00001988,00000000,00000016,00000000,                                                                                                    
R187,81ST STREET-MUSEUM            ,00047623,00003588,00000193,00000652,00000072,00024650,00025527,00000000,00000000,00000000,00000108,00000545,00000632,00000090,00003480,00001354,00000770,00000000,00001440,00000000,00000000,00000000,00002995,00000000,00000024,00000000,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00052468,00002678,00000299,00000699,00000248,00026764,00029930,00000000,00000000,00000000,00000135,00000653,00000764,00000188,00003548,00001744,00000913,00000000,00001711,00000000,00000000,00000000,00004380,00000000,00000066,00000000,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00028483,00002650,00000162,00000400,00000049,00012200,00015482,00000000,00000000,00000000,00000060,00000396,00000388,00000048,00001682,00000923,00000465,00000000,00000747,00000000,00000000,00000000,00000760,00000000,00000012,00000000,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00032716,00003316,00000353,00000870,00000076,00016390,00023993,00000000,00000000,00000000,00000151,00000526,00000598,00000061,00002860,00001242,00000716,00000000,00000547,00000000,00000000,00000000,00002359,00000000,00000020,00000000,                                                                                                    
R191,103RD STREET-BROADWAY         ,00025798,00004822,00000385,00001034,00000023,00017647,00022661,00000001,00000000,00000000,00000041,00000247,00000986,00000017,00001937,00000760,00000567,00000000,00000719,00000000,00000000,00000000,00002914,00000000,00000029,00000000,                                                                                                    
R192,110TH STREET-BROADWAY         ,00028715,00003722,00000285,00000821,00000025,00014407,00024516,00000000,00000000,00000000,00000056,00000263,00000668,00000038,00002018,00000764,00000555,00000000,00000564,00000000,00000000,00000000,00003098,00000000,00000020,00000000,                                                                                                    
R193,157TH STREET-BROADWAY         ,00016220,00001891,00000313,00000561,00000006,00018961,00016031,00000000,00000000,00000000,00000017,00000125,00000757,00000002,00001463,00000141,00000261,00000000,00000183,00000000,00000000,00000000,00002571,00000000,00000036,00000000,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00038518,00001875,00000151,00000402,00000093,00018657,00026695,00000000,00000000,00000000,00000089,00000570,00000315,00000135,00003208,00001269,00000625,00000000,00000693,00000000,00000000,00000000,00001299,00000000,00000038,00000000,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00085116,00004196,00000653,00001049,00000138,00050611,00033267,00000000,00000000,00000000,00000110,00000666,00002013,00000097,00005079,00001486,00000711,00000000,00001338,00000000,00000000,00000000,00007160,00000000,00000077,00000000,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00021110,00001531,00000346,00000439,00000013,00015009,00020506,00000000,00000000,00000000,00000010,00000207,00000452,00000010,00002780,00000456,00000541,00000000,00000348,00000000,00000000,00000000,00002695,00000000,00000091,00000000,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00031086,00001644,00000245,00000692,00000037,00019126,00023835,00000000,00000000,00000000,00000061,00000303,00000590,00000039,00001983,00000555,00000604,00000000,00000273,00000000,00000000,00000000,00003293,00000000,00000126,00000000,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00033213,00001734,00000463,00000512,00000009,00028593,00029879,00000000,00000000,00000000,00000030,00000249,00000942,00000010,00004359,00000399,00000654,00000000,00000786,00000000,00000000,00000000,00003561,00000000,00000069,00000000,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00013149,00000558,00000146,00000201,00000004,00010398,00010507,00000000,00000000,00000000,00000011,00000079,00000295,00000001,00001415,00000138,00000245,00000000,00000302,00000000,00000000,00000000,00002381,00000000,00000028,00000000,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00020244,00001243,00000309,00000475,00000008,00016437,00009823,00000000,00000000,00000000,00000032,00000068,00001001,00000001,00001005,00000089,00000119,00000000,00000106,00000000,00000000,00000000,00004160,00000000,00000072,00000000,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00040236,00003424,00000401,00001074,00000015,00025647,00030880,00000000,00000000,00000000,00000093,00000387,00001178,00000031,00002584,00000522,00000508,00000000,00000352,00000000,00000000,00000000,00006266,00000000,00000355,00000000,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00033861,00005505,00000376,00001260,00000033,00014165,00026817,00000000,00000000,00000000,00000048,00000560,00001205,00000039,00002678,00000774,00000597,00000000,00000280,00000000,00000000,00000000,00002417,00000000,00000160,00000000,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00035946,00001792,00000218,00000512,00000039,00011799,00024300,00000000,00000000,00000000,00000212,00001027,00000299,00000027,00003345,00001486,00000755,00000000,00000506,00000000,00000000,00000000,00000991,00000000,00000028,00000000,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00018232,00001885,00000200,00000678,00000005,00011129,00016396,00000000,00000000,00000000,00000017,00000188,00000472,00000005,00001294,00000380,00000257,00000000,00000149,00000000,00000000,00000000,00002899,00000000,00000092,00000000,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00021487,00001238,00000404,00000483,00000006,00019715,00011809,00000000,00000000,00000000,00000026,00000081,00000607,00000020,00003276,00000182,00000210,00000000,00000118,00000000,00000000,00000000,00004607,00000000,00000017,00000000,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00026389,00002287,00000604,00001021,00000039,00025929,00021745,00000000,00000000,00000000,00000086,00000144,00001097,00000048,00002984,00000437,00000483,00000000,00000343,00000000,00000000,00000000,00003626,00000000,00000030,00000000,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00024693,00002601,00000611,00000948,00000023,00023235,00021070,00000000,00000000,00000000,00000031,00000119,00001052,00000012,00004470,00000319,00000540,00000000,00000273,00000000,00000000,00000000,00004151,00000002,00000021,00000000,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00040420,00001456,00000261,00000469,00000014,00050470,00017116,00000000,00000000,00000000,00000034,00000105,00001365,00000009,00000970,00000616,00000222,00000000,00000187,00000000,00000000,00000000,00005326,00000000,00000297,00000000,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00011152,00001180,00000196,00000262,00000000,00007890,00008691,00000000,00000000,00000000,00000001,00000116,00000556,00000002,00001242,00000165,00000254,00000000,00000127,00000000,00000000,00000000,00001537,00000000,00000024,00000000,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00009517,00000786,00000156,00000159,00000003,00006512,00004801,00000000,00000000,00000000,00000008,00000062,00000361,00000001,00000788,00000078,00000095,00000000,00000061,00000000,00000000,00000000,00001662,00000000,00000031,00000000,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00039004,00004637,00000409,00001572,00000022,00017204,00029326,00000000,00000000,00000000,00000056,00000731,00000943,00000013,00002023,00001193,00000328,00000000,00000162,00000000,00000000,00000000,00004347,00000000,00000347,00000000,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00030736,00002235,00000223,00001112,00000021,00016957,00023745,00000000,00000000,00000000,00000054,00000180,00000719,00000020,00001449,00000316,00000323,00000000,00000165,00000000,00000000,00000000,00003978,00000000,00000146,00000000,                                                                                                    
R213,BAY RIDGE AVE-4TH AVENUE      ,00015095,00001285,00000135,00000378,00000005,00006964,00012287,00000000,00000000,00000000,00000067,00000148,00000383,00000012,00001034,00000348,00000215,00000000,00000111,00000000,00000000,00000000,00002285,00000000,00000071,00000000,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00013404,00001185,00000099,00000263,00000002,00004371,00009090,00000000,00000000,00000000,00000029,00000280,00000252,00000004,00000998,00000328,00000187,00000000,00000099,00000000,00000000,00000000,00001166,00000000,00000029,00000000,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00018199,00001402,00000219,00000711,00000004,00011266,00016026,00000000,00000000,00000000,00000169,00000214,00000418,00000005,00001179,00000522,00000276,00000000,00000110,00000000,00000000,00000000,00002906,00000000,00000094,00000000,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00014080,00001561,00000144,00000347,00000002,00004730,00009201,00000000,00000000,00000000,00000076,00000263,00000410,00000010,00000933,00000504,00000201,00000000,00000063,00000000,00000000,00000000,00001001,00000000,00000025,00000000,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00023828,00001346,00000180,00000344,00000001,00014442,00016892,00000000,00000000,00000000,00000024,00000206,00000462,00000003,00002438,00000481,00000406,00000000,00000478,00000000,00000000,00000000,00001915,00000000,00000061,00000000,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00022556,00002758,00000257,00001005,00000001,00014216,00026644,00000000,00000000,00000000,00000016,00000171,00000816,00000020,00001354,00000241,00000395,00000000,00000221,00000000,00000000,00000000,00003284,00000000,00000146,00000000,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00018240,00002911,00000139,00000647,00000010,00005166,00016182,00000000,00000000,00000000,00000024,00000366,00000689,00000013,00001758,00000561,00000391,00000000,00000135,00000000,00000000,00000000,00002685,00000000,00000029,00000000,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00027125,00001712,00000107,00000301,00000014,00010326,00021415,00000000,00000000,00000000,00000014,00000533,00000255,00000013,00003578,00001108,00000721,00000000,00000520,00000000,00000000,00000000,00002904,00000000,00000022,00000000,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00016229,00000855,00000221,00000233,00000002,00018719,00008514,00000000,00000000,00000000,00000012,00000054,00000556,00000005,00001116,00000067,00000109,00000000,00000083,00000000,00000000,00000000,00002860,00000000,00000031,00000000,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00029957,00002343,00000360,00000700,00000002,00023215,00019398,00000000,00000000,00000000,00000126,00000314,00000987,00000022,00002604,00000229,00000203,00000000,00000116,00000000,00000000,00000000,00004701,00000000,00000055,00000000,                                                                                                    
R223,46TH ST-BLISS ST              ,00026000,00002232,00000267,00000531,00000015,00019071,00024674,00000000,00000000,00000000,00000017,00000218,00000660,00000028,00001910,00000363,00000437,00000000,00000300,00000000,00000000,00000000,00002722,00000000,00000178,00000000,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00009567,00001375,00000045,00000273,00000027,00003606,00008424,00000000,00000000,00000000,00000011,00000187,00000173,00000023,00001104,00000385,00000276,00000000,00000203,00000000,00000000,00000000,00000641,00000000,00000010,00000000,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00006572,00000712,00000119,00000142,00000033,00004145,00004327,00000000,00000000,00000000,00000004,00000038,00000181,00000043,00000640,00000137,00000107,00000000,00000061,00000000,00000000,00000000,00001626,00000000,00000026,00000000,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00012009,00000753,00000168,00000217,00000000,00007266,00004307,00000000,00000000,00000000,00000033,00000123,00000493,00000001,00000818,00000107,00000100,00000000,00000046,00000000,00000000,00000000,00001767,00000000,00000020,00000000,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00016012,00000986,00000055,00000171,00000014,00005977,00011233,00000000,00000000,00000000,00000881,00000351,00000117,00000023,00001463,00000523,00000288,00000000,00000374,00000000,00000000,00000000,00000624,00000000,00000009,00000000,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00012042,00001285,00000173,00000452,00000002,00007980,00009304,00000000,00000000,00000000,00000006,00000196,00000276,00000010,00000540,00000319,00000142,00000000,00000059,00000000,00000000,00000000,00001757,00000000,00000190,00000000,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00013168,00001440,00000150,00000364,00000002,00006935,00008396,00000000,00000000,00000000,00000019,00000247,00000338,00000009,00000488,00000476,00000163,00000000,00000064,00000000,00000000,00000000,00003128,00000000,00000097,00000000,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00010348,00001446,00000082,00000393,00000002,00002854,00008954,00000000,00000000,00000000,00000006,00000250,00000298,00000000,00000536,00000322,00000140,00000000,00000052,00000000,00000000,00000000,00001525,00000000,00000063,00000000,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00013336,00000903,00000102,00000198,00000004,00005845,00011188,00000000,00000000,00000000,00000020,00000217,00000285,00000002,00001713,00000512,00000362,00000000,00000215,00000000,00000000,00000000,00001011,00000000,00000015,00000000,                                                                                                    
R232,45TH STREET-4TH AVENUE        ,00016202,00001133,00000130,00000377,00000011,00009805,00009129,00000000,00000000,00000000,00000008,00000086,00000452,00000007,00000722,00000139,00000164,00000000,00000137,00000000,00000000,00000000,00002804,00000000,00000062,00000000,                                                                                                    
R233,53RD STREET-4TH AVENUE        ,00016675,00001137,00000096,00000265,00000007,00009726,00009542,00000000,00000000,00000000,00000028,00000079,00000499,00000005,00000557,00000109,00000176,00000000,00000089,00000000,00000000,00000000,00002861,00000000,00000063,00000000,                                                                                                    
