     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/11/2011-06/17/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R122,90TH STREET/ELMHURST AVENUE   ,00044170,00001723,00000211,00000515,00000003,00023383,00026980,00000000,00000000,00000000,00000009,00000112,00000000,00000010,00000769,00000053,00000055,00000000,00000074,00000000,00000000,00000000,                                                                                                                                        
R123,FRANKLIN AVE/EASTERN PKWY     ,00027518,00001193,00000205,00000471,00000005,00013129,00024444,00000000,00000000,00000000,00000033,00000096,00000000,00000028,00001272,00000068,00000107,00000000,00000147,00000000,00000000,00000000,                                                                                                                                        
R124,KINGSTON AVE/EASTERN PKWY     ,00013971,00000811,00000108,00000277,00000002,00005296,00006101,00000000,00000000,00000000,00000001,00000052,00000000,00000001,00000324,00000039,00000006,00000000,00000040,00000000,00000000,00000000,                                                                                                                                        
R125,BROAD STREET & WALL STREET    ,00013638,00000427,00000040,00000106,00000010,00003286,00009435,00000000,00000000,00000000,00000072,00000258,00000000,00000029,00000568,00000117,00000078,00000000,00000067,00000000,00000000,00000000,                                                                                                                                        
R126,175TH STREET/FT WASHINGTON    ,00039436,00001837,00000132,00000423,00000014,00011186,00018953,00000000,00000000,00000000,00000018,00000300,00000001,00000020,00000865,00000187,00000123,00000000,00000136,00000000,00000000,00000000,                                                                                                                                        
R127,JAY ST-METROTECH              ,00074388,00003309,00000518,00001142,00000097,00026858,00052461,00000000,00000000,00000000,00000177,00000458,00000000,00000211,00002280,00000640,00000385,00000000,00000364,00000000,00000000,00000000,                                                                                                                                        
R128,SUTPHIN BLVD-HILLSIDE AVE     ,00011576,00000634,00000053,00000137,00000007,00004111,00007420,00000000,00000000,00000000,00000009,00000053,00000000,00000021,00000184,00000019,00000012,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R129,BERGEN STREET-SMITH STREET    ,00027827,00001182,00000069,00000255,00000003,00007125,00026246,00000000,00000000,00000000,00000016,00000263,00000000,00000012,00001160,00000238,00000157,00000000,00000221,00000000,00000000,00000000,                                                                                                                                        
R130,KINGS HIGHWAY-MCDONALD AVE    ,00008676,00000602,00000043,00000240,00000002,00002485,00006302,00000000,00000000,00000000,00000008,00000080,00000000,00000000,00000169,00000063,00000025,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R131,23RD STREET-PARK AVE SOUTH    ,00075675,00003773,00000294,00000912,00000382,00018148,00058342,00000000,00000000,00000000,00000840,00001015,00000000,00000706,00002197,00000887,00000395,00000000,00000402,00000000,00000000,00000000,                                                                                                                                        
R132,125TH STREET-LEXINGTON AVE    ,00069307,00003174,00000658,00001646,00000372,00039094,00041598,00000000,00000000,00000000,00000215,00000253,00000000,00001082,00002085,00000325,00000192,00000000,00000247,00000000,00000000,00000000,                                                                                                                                        
R133,MOSHOLU PARKWAY-JEROME AVE    ,00022789,00001093,00000127,00000336,00000008,00010472,00011360,00000000,00000000,00000000,00000030,00000051,00000000,00000015,00000973,00000088,00000036,00000000,00000091,00000000,00000000,00000000,                                                                                                                                        
R134,HUNTERS PT AVE-49TH AVE       ,00016295,00000515,00000032,00000141,00000933,00003870,00007168,00000000,00000000,00000000,00000070,00000122,00000000,00001647,00000920,00000194,00000035,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R135,NEWKIRK AVE-NOSTRAND AVE      ,00018302,00000898,00000143,00000307,00000001,00009323,00010066,00000000,00000000,00000000,00000021,00000084,00000000,00000016,00000793,00000036,00000047,00000000,00000047,00000000,00000000,00000000,                                                                                                                                        
R136,SHEEPSHEAD BAY ROAD           ,00031127,00002359,00000173,00000890,00000026,00006880,00023077,00000000,00000000,00000000,00000031,00000521,00000000,00000015,00001186,00000241,00000071,00000000,00000099,00000000,00000000,00000000,                                                                                                                                        
R137,MYRTLE AVE-GATES AVENUE       ,00040661,00001161,00000216,00000502,00000013,00019716,00027253,00000000,00000000,00000000,00000028,00000141,00000000,00000002,00000913,00000038,00000125,00000000,00000098,00000000,00000000,00000000,                                                                                                                                        
R138,WEST 4TH ST-WASHINGTON SQ     ,00106528,00005070,00000371,00001274,00000194,00031993,00083776,00000000,00000000,00000000,00000520,00000909,00000000,00000445,00002869,00000984,00000559,00000000,00001094,00000000,00000000,00000000,                                                                                                                                        
R139,CANAL STREET-LISPENARD ST     ,00055170,00001644,00000101,00000427,00000389,00013190,00034202,00000000,00000000,00000000,00000141,00000498,00000000,00001176,00001442,00000584,00000262,00000000,00000386,00000000,00000000,00000000,                                                                                                                                        
R140,QUEENS PLAZA-JACKSON AVE      ,00016677,00000692,00000088,00000412,00000034,00007576,00013655,00000000,00000000,00000000,00000077,00000120,00000000,00000108,00001017,00000128,00000114,00000000,00000116,00000000,00000000,00000000,                                                                                                                                        
R141,71ST AVE-CONTINENTAL AVE      ,00059987,00005640,00000339,00001641,00000027,00015649,00051979,00000000,00000000,00000000,00000155,00000879,00000000,00000112,00002344,00000737,00000307,00000000,00000241,00000000,00000000,00000000,                                                                                                                                        
R142,ESSEX ST-DELANCEY ST          ,00055625,00002420,00000258,00000882,00000040,00020018,00043366,00000000,00000000,00000000,00000090,00000331,00000000,00000074,00001638,00000263,00000268,00000000,00000435,00000000,00000000,00000000,                                                                                                                                        
R143,28TH STREET-PARK AVE SOUTH    ,00064117,00002631,00000227,00000682,00000201,00017362,00043823,00000000,00000000,00000000,00000201,00000865,00000000,00000333,00002958,00000625,00000319,00000000,00000377,00000000,00000000,00000000,                                                                                                                                        
R144,96TH STREET-LEXINGTON AVE     ,00061851,00003592,00000243,00001048,00000109,00017947,00051755,00000000,00000000,00000000,00000290,00000528,00000000,00000347,00003160,00000616,00000495,00000000,00000296,00000000,00000000,00000000,                                                                                                                                        
R145,241ST ST-WHITE PLAINS RD      ,00013948,00000440,00000060,00000136,00000002,00006784,00004121,00000000,00000000,00000000,00000013,00000031,00000000,00000000,00000332,00000017,00000017,00000000,00000065,00000000,00000000,00000000,                                                                                                                                        
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00020662,00000688,00000137,00000377,00000000,00015051,00011592,00000000,00000000,00000000,00000029,00000051,00000000,00000004,00000859,00000050,00000014,00000000,00000052,00000000,00000000,00000000,                                                                                                                                        
R147,61ST STREET-ROOSEVELT AVE     ,00040920,00002241,00000156,00000662,00000361,00015874,00035073,00000000,00000000,00000000,00000033,00000216,00000000,00000792,00000944,00000206,00000101,00000000,00000196,00000000,00000000,00000000,                                                                                                                                        
R148,PARKSIDE AVE-OCEAN AVE        ,00015925,00000658,00000179,00000381,00000002,00008411,00012658,00000000,00000000,00000000,00000009,00000060,00000000,00000003,00000827,00000047,00000049,00000000,00000055,00000000,00000000,00000000,                                                                                                                                        
R149,NEWKIRK AVE-EAST 16TH ST      ,00023002,00001419,00000189,00000591,00000007,00009308,00018664,00000000,00000000,00000000,00000037,00000130,00000000,00000018,00000828,00000117,00000112,00000000,00000050,00000000,00000000,00000000,                                                                                                                                        
R150,AVENUE U-EAST 16TH STREET     ,00015176,00001228,00000066,00000622,00000007,00003983,00015042,00000000,00000000,00000000,00000018,00000166,00000000,00000001,00000435,00000107,00000057,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R151,STILLWELL AVE-CONEY ISLAND    ,00036818,00001874,00000182,00001262,00000006,00015803,00018684,00000000,00000000,00000000,00000045,00000103,00000000,00000004,00000559,00000074,00000039,00000000,00000197,00000000,00000000,00000000,                                                                                                                                        
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00024148,00000732,00000180,00000398,00000002,00015193,00015650,00000000,00000000,00000000,00000055,00000100,00000000,00000008,00001387,00000046,00000035,00000000,00000067,00000000,00000000,00000000,                                                                                                                                        
R153,UTICA AVE-STUYVESANT AVE      ,00027611,00000910,00000241,00000442,00000003,00019725,00019489,00000000,00000000,00000000,00000028,00000115,00000000,00000018,00001221,00000047,00000076,00000000,00000122,00000000,00000000,00000000,                                                                                                                                        
R154,TREMONT AVE-179TH ST          ,00018897,00000668,00000219,00000280,00000000,00013546,00010940,00000000,00000000,00000000,00000013,00000048,00000000,00000013,00000826,00000038,00000017,00000000,00000071,00000000,00000000,00000000,                                                                                                                                        
R155,KINGSBRIDGE RD-196TH ST       ,00017564,00000609,00000113,00000256,00000000,00010461,00008694,00000000,00000000,00000000,00000041,00000044,00000000,00000012,00000701,00000033,00000023,00000000,00000047,00000000,00000000,00000000,                                                                                                                                        
R156,BEDFORD PARK BLVD-203RD ST    ,00013692,00000622,00000108,00000252,00000006,00006861,00008973,00000000,00000000,00000000,00000017,00000052,00000000,00000006,00000590,00000031,00000023,00000000,00000051,00000000,00000000,00000000,                                                                                                                                        
R157,205TH ST-BAINBRIDGE AVE       ,00018033,00000754,00000160,00000273,00000003,00009474,00010641,00000000,00000000,00000000,00000040,00000043,00000000,00000022,00000646,00000052,00000026,00000000,00000118,00000000,00000000,00000000,                                                                                                                                        
R158,UNION TURNPIKE-KEW GARDENS    ,00042316,00002807,00000328,00001239,00000057,00018478,00047597,00000000,00000000,00000000,00000152,00000428,00000000,00000108,00002269,00000341,00000219,00000000,00000200,00000000,00000000,00000000,                                                                                                                                        
R159,116TH STREET-COLUMBIA         ,00037637,00001719,00000106,00000502,00000069,00007574,00030483,00000000,00000000,00000000,00000078,00000186,00000000,00000290,00000671,00000521,00000296,00000000,00000361,00000000,00000000,00000000,                                                                                                                                        
R160,ASTOR PLACE-4 AVENUE          ,00048081,00002243,00000148,00000517,00000126,00013722,00038253,00000000,00000000,00000000,00000141,00000407,00000000,00000432,00001097,00000510,00000247,00000000,00000481,00000000,00000000,00000000,                                                                                                                                        
R161,KINGSBRIDGE RD-JEROME AVE     ,00022645,00000826,00000176,00000355,00000003,00013183,00011820,00000000,00000000,00000000,00000030,00000041,00000000,00000007,00000744,00000021,00000026,00000000,00000044,00000000,00000000,00000000,                                                                                                                                        
R163,14TH STREET-6TH AVENUE        ,00059224,00002499,00000205,00000755,00000038,00017364,00049253,00000000,00000000,00000000,00000254,00000595,00000001,00000112,00002194,00000544,00000364,00000000,00000399,00000000,00000000,00000000,                                                                                                                                        
R164,66TH STREET-BROADWAY          ,00054768,00006085,00000262,00001096,00000269,00015512,00039866,00000000,00000000,00000000,00000160,00000534,00000000,00000795,00001226,00000673,00000363,00000000,00000367,00000000,00000000,00000000,                                                                                                                                        
R165,TOMPKINSVILLE                 ,00002910,00000077,00000015,00000019,00000000,00000533,00000349,00000000,00000000,00000000,00000004,00000003,00000000,00000000,00000003,00000009,00000002,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R166,79TH STREET-BROADWAY          ,00042792,00003662,00000199,00000952,00000058,00014906,00034736,00000000,00000000,00000000,00000098,00000458,00000000,00000147,00001182,00000451,00000229,00000000,00000348,00000000,00000000,00000000,                                                                                                                                        
R167,86TH STREET-BROADWAY          ,00045051,00004411,00000333,00001036,00000035,00014892,00040411,00000000,00000000,00000000,00000094,00000485,00000000,00000126,00001325,00000560,00000278,00000000,00000257,00000000,00000000,00000000,                                                                                                                                        
R168,96TH STREET-BROADWAY          ,00085216,00008315,00000661,00002276,00000064,00032129,00082741,00000000,00000000,00000000,00000150,00000900,00000000,00000234,00002810,00000864,00000620,00000000,00000465,00000000,00000000,00000000,                                                                                                                                        
R169,137TH STREET-BROADWAY         ,00028781,00001345,00000202,00000441,00000009,00017553,00025932,00000000,00000000,00000000,00000035,00000089,00000000,00000028,00001050,00000105,00000166,00000000,00000131,00000000,00000000,00000000,                                                                                                                                        
R170,14TH STREET-UNION SQUARE      ,00278255,00012006,00001038,00003656,00000803,00091983,00247212,00000000,00000000,00000000,00001020,00002654,00000000,00001813,00008913,00002610,00001603,00000000,00002063,00000000,00000000,00000000,                                                                                                                                        
R171,7TH AVENUE-PARK PLACE         ,00022352,00001016,00000074,00000275,00000008,00005639,00025890,00000000,00000000,00000000,00000020,00000259,00000000,00000016,00001080,00000270,00000189,00000000,00000154,00000000,00000000,00000000,                                                                                                                                        
R172,BRIGHTON BEACH-CONEY ISLAND   ,00029601,00002692,00000175,00000851,00000025,00008298,00018343,00000000,00000000,00000000,00000027,00000180,00000000,00000044,00000415,00000100,00000045,00000000,00000088,00000000,00000000,00000000,                                                                                                                                        
R173,207TH STREET-BROADWAY         ,00018501,00001099,00000173,00000434,00000005,00008480,00018187,00000000,00000000,00000000,00000073,00000093,00000000,00000013,00000725,00000092,00000121,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R174,181ST STREET-FT WASH AVE      ,00023949,00001786,00000130,00000515,00000010,00008565,00023779,00000000,00000000,00000000,00000012,00000172,00000000,00000010,00001087,00000161,00000139,00000000,00000129,00000000,00000000,00000000,                                                                                                                                        
R175,8TH AVENUE-14TH STREET        ,00102100,00003854,00000344,00001390,00000331,00035645,00082821,00000000,00000000,00000000,00000320,00000880,00000000,00000637,00003885,00001008,00000530,00000000,00001098,00000000,00000000,00000000,                                                                                                                                        
R176,33RD STREET-PARK AVENUE       ,00080541,00003901,00000231,00000896,00000143,00021953,00057446,00000000,00000000,00000000,00000801,00001014,00000000,00000325,00002305,00000808,00000354,00000000,00000579,00000000,00000000,00000000,                                                                                                                                        
R177,68TH STREET-HUNTER COLLEGE    ,00095345,00005931,00000261,00001019,00000328,00021324,00058484,00000000,00000000,00000000,00000421,00000878,00000000,00000865,00002417,00001057,00000447,00000000,00000445,00000000,00000000,00000000,                                                                                                                                        
R178,77TH STREET-LEXINGTON AVE     ,00099319,00006648,00000277,00001042,00000217,00026342,00069228,00000000,00000000,00000000,00000360,00001069,00000000,00000553,00002295,00001025,00000524,00000000,00000652,00000000,00000000,00000000,                                                                                                                                        
R179,86TH STREET-LEXINGTON AVE     ,00165859,00010099,00000592,00001953,00000185,00047552,00138783,00000000,00000000,00000000,00000560,00001897,00000000,00000674,00005042,00001964,00001072,00000001,00001062,00000000,00000000,00000000,                                                                                                                                        
R180,103RD STREET-LEXINGTON AVE    ,00040772,00002009,00000299,00000628,00000031,00019069,00026204,00000000,00000000,00000000,00000090,00000135,00000000,00000068,00001150,00000160,00000109,00000000,00000157,00000000,00000000,00000000,                                                                                                                                        
R181,110TH STREET-LEXINGTON AVE    ,00032761,00001869,00000204,00000485,00000014,00016888,00022149,00000000,00000000,00000000,00000072,00000093,00000000,00000027,00000961,00000082,00000080,00000000,00000100,00000000,00000000,00000000,                                                                                                                                        
R182,116TH STREET-LEXINGTON AVE    ,00036591,00001704,00000272,00000565,00000021,00023122,00024538,00000000,00000000,00000000,00000059,00000055,00000000,00000037,00001125,00000061,00000105,00000000,00000115,00000000,00000000,00000000,                                                                                                                                        
R183,BEDFORD PARK BLVD-JEROME AV   ,00011899,00000403,00000070,00000221,00000008,00006315,00006494,00000000,00000000,00000000,00000019,00000027,00000000,00000003,00000350,00000047,00000030,00000000,00000021,00000000,00000000,00000000,                                                                                                                                        
R184,CORTELYOU RD-EAST 16TH ST     ,00017152,00000988,00000104,00000269,00000009,00006507,00013727,00000000,00000000,00000000,00000035,00000113,00000000,00000008,00000626,00000072,00000094,00000000,00000055,00000000,00000000,00000000,                                                                                                                                        
R185,DYCKMAN STREET-BROADWAY       ,00016154,00000916,00000082,00000286,00000005,00007224,00012808,00000000,00000000,00000000,00000005,00000050,00000000,00000011,00000503,00000063,00000110,00000000,00000073,00000000,00000000,00000000,                                                                                                                                        
R186,86TH ST-CENTRAL PARK WEST     ,00022431,00001860,00000118,00000483,00000013,00006898,00021233,00000000,00000000,00000000,00000055,00000253,00000000,00000065,00000775,00000229,00000178,00000000,00000201,00000000,00000000,00000000,                                                                                                                                        
R187,81ST STREET-MUSEUM            ,00036687,00001799,00000092,00000367,00000049,00013714,00022477,00000000,00000000,00000000,00000076,00000328,00000000,00000146,00000886,00000334,00000127,00000000,00000494,00000000,00000000,00000000,                                                                                                                                        
R188,50TH STREET-8TH AVENUE        ,00047905,00002097,00000176,00000700,00000200,00017117,00031386,00000000,00000000,00000000,00000109,00000324,00000000,00000364,00001067,00000633,00000209,00000000,00000709,00000000,00000000,00000000,                                                                                                                                        
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00031577,00002097,00000126,00000433,00000057,00009925,00020032,00000000,00000000,00000000,00000081,00000251,00000000,00000121,00000726,00000231,00000172,00000000,00000311,00000000,00000000,00000000,                                                                                                                                        
R190,23RD STREET-7TH AVENUE        ,00036334,00002634,00000206,00000875,00000112,00012651,00029545,00000000,00000000,00000000,00000141,00000382,00000000,00000168,00001248,00000378,00000234,00000000,00000272,00000000,00000000,00000000,                                                                                                                                        
R191,103RD STREET-BROADWAY         ,00030470,00003246,00000206,00000831,00000021,00013034,00027641,00000000,00000000,00000000,00000038,00000260,00000000,00000043,00000860,00000306,00000200,00000000,00000201,00000000,00000000,00000000,                                                                                                                                        
R192,110TH STREET-BROADWAY         ,00033914,00002808,00000213,00000788,00000023,00011674,00031860,00000000,00000000,00000000,00000058,00000224,00000000,00000090,00000890,00000371,00000207,00000000,00000263,00000000,00000000,00000000,                                                                                                                                        
R193,157TH STREET-BROADWAY         ,00021085,00001236,00000213,00000521,00000002,00015077,00017651,00000000,00000000,00000000,00000009,00000064,00000001,00000009,00000709,00000069,00000061,00000000,00000087,00000000,00000000,00000000,                                                                                                                                        
R194,BLEECKER ST-LAFAYETTE ST      ,00035409,00001280,00000099,00000281,00000104,00012653,00031993,00000000,00000000,00000000,00000086,00000340,00000000,00000316,00001042,00000325,00000242,00000000,00000323,00000000,00000000,00000000,                                                                                                                                        
R195,161ST STREET-YANKEE STADIUM   ,00116352,00003718,00000448,00001111,00000171,00040167,00040930,00000000,00000000,00000000,00000191,00000663,00000000,00000302,00002283,00000719,00000202,00000000,00000557,00000000,00000000,00000000,                                                                                                                                        
R196,PROSPECT PARK-EMPIRE BLVD     ,00018935,00000978,00000164,00000349,00000000,00010284,00017575,00000000,00000000,00000000,00000015,00000102,00000000,00000010,00000981,00000055,00000072,00000000,00000081,00000000,00000000,00000000,                                                                                                                                        
R197,36TH STREET-4TH AVENUE        ,00028516,00001156,00000096,00000529,00000035,00011342,00020306,00000000,00000000,00000000,00000029,00000158,00000000,00000033,00000763,00000158,00000121,00000000,00000101,00000000,00000000,00000000,                                                                                                                                        
R198,NOSTRAND AVE-FULTON ST        ,00035348,00001312,00000348,00000564,00000004,00022432,00026335,00000000,00000000,00000000,00000030,00000114,00000000,00000015,00001213,00000088,00000157,00000000,00000226,00000000,00000000,00000000,                                                                                                                                        
R199,KINGSTON AVE-THROOP AVE       ,00012313,00000413,00000129,00000137,00000002,00006938,00007467,00000000,00000000,00000000,00000006,00000057,00000000,00000001,00000456,00000021,00000052,00000000,00000062,00000000,00000000,00000000,                                                                                                                                        
R200,EUCLID AVE-PITKIN AVE         ,00024799,00000859,00000168,00000353,00000002,00011731,00011034,00000000,00000000,00000000,00000023,00000034,00000000,00000001,00000561,00000035,00000033,00000000,00000060,00000000,00000000,00000000,                                                                                                                                        
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00054069,00002963,00000269,00000902,00000004,00018944,00039498,00000000,00000000,00000000,00000096,00000287,00000000,00000071,00001792,00000185,00000133,00000000,00000188,00000000,00000000,00000000,                                                                                                                                        
R202,63RD DRIVE-REGO PARK          ,00039101,00004260,00000263,00001130,00000031,00009504,00033035,00000000,00000000,00000000,00000064,00000434,00000000,00000065,00001436,00000228,00000154,00000000,00000105,00000000,00000000,00000000,                                                                                                                                        
R203,23RD STREET-6TH AVENUE        ,00034237,00001360,00000137,00000451,00000063,00008068,00027217,00000000,00000000,00000000,00000222,00000613,00000000,00000090,00001004,00000491,00000243,00000000,00000186,00000000,00000000,00000000,                                                                                                                                        
R204,CHURCH AVE-MCDONALD AVE       ,00021460,00001473,00000143,00000648,00000011,00008129,00021727,00000000,00000000,00000000,00000043,00000121,00000000,00000004,00000483,00000087,00000086,00000000,00000052,00000000,00000000,00000000,                                                                                                                                        
R205,149TH ST-GRAND CONCOURSE      ,00026136,00001013,00000212,00000438,00000023,00015958,00015658,00000000,00000000,00000000,00000052,00000071,00000000,00000019,00002390,00000044,00000050,00000000,00000066,00000000,00000000,00000000,                                                                                                                                        
R206,125TH STREET-LENOX AVENUE     ,00030725,00001601,00000353,00000867,00000049,00021419,00023336,00000000,00000000,00000000,00000100,00000136,00000000,00000143,00001279,00000126,00000104,00000000,00000144,00000000,00000000,00000000,                                                                                                                                        
R207,135TH STREET-LENOX AVENUE     ,00031062,00002071,00000339,00000877,00000018,00017665,00023315,00000000,00000000,00000000,00000054,00000080,00000000,00000023,00002748,00000103,00000133,00000000,00000094,00000000,00000000,00000000,                                                                                                                                        
R208,103RD ST-ROOSEVELT AVE        ,00051109,00000960,00000135,00000363,00000001,00030199,00020309,00000000,00000000,00000000,00000012,00000060,00000000,00000005,00000590,00000032,00000048,00000000,00000059,00000000,00000000,00000000,                                                                                                                                        
R209,STERLING ST-NOSTRAND AVE      ,00014098,00000960,00000170,00000243,00000000,00007191,00008570,00000000,00000000,00000000,00000013,00000050,00000000,00000003,00000480,00000019,00000045,00000000,00000057,00000000,00000000,00000000,                                                                                                                                        
R210,BEVERLY RD-NOSTRAND AVE       ,00010971,00000517,00000076,00000148,00000001,00005165,00005138,00000000,00000000,00000000,00000001,00000057,00000000,00000003,00000381,00000017,00000020,00000000,00000039,00000000,00000000,00000000,                                                                                                                                        
R211,KINGS HIGHWAY-EAST 16TH ST    ,00038638,00003066,00000205,00001074,00000042,00010312,00029878,00000001,00000000,00000000,00000037,00000549,00000000,00000033,00001088,00000337,00000106,00000000,00000099,00000000,00000000,00000000,                                                                                                                                        
R212,59TH STREET-4TH AVENUE        ,00030983,00001151,00000132,00000476,00000005,00011276,00021046,00000000,00000000,00000000,00000035,00000122,00000000,00000043,00000494,00000073,00000087,00000000,00000046,00000000,00000000,00000000,                                                                                                                                        
R213,BAY RIDGE AVE-4TH AVENUE      ,00018658,00001004,00000080,00000420,00000005,00005258,00015885,00000000,00000000,00000000,00000071,00000136,00000000,00000003,00000448,00000150,00000053,00000000,00000040,00000000,00000000,00000000,                                                                                                                                        
R214,77TH STREET-4TH AVENUE        ,00014160,00000884,00000060,00000239,00000003,00002679,00009951,00000000,00000000,00000000,00000018,00000184,00000000,00000005,00000393,00000096,00000058,00000000,00000067,00000000,00000000,00000000,                                                                                                                                        
R215,86TH STREET-4TH AVENUE        ,00021551,00001143,00000103,00000545,00000011,00008483,00017816,00000000,00000000,00000000,00000143,00000187,00000000,00000005,00000629,00000159,00000058,00000000,00000072,00000000,00000000,00000000,                                                                                                                                        
R216,BAY RIDGE - 95TH STREET       ,00016310,00001092,00000107,00000259,00000009,00003258,00011021,00000000,00000000,00000000,00000067,00000218,00000000,00000008,00000376,00000125,00000071,00000000,00000032,00000000,00000000,00000000,                                                                                                                                        
R217,HOYT ST-SCHERMERHORN ST       ,00026270,00001275,00000149,00000322,00000004,00010846,00014949,00000000,00000000,00000000,00000020,00000059,00000000,00000003,00000703,00000099,00000104,00000000,00000136,00000000,00000000,00000000,                                                                                                                                        
R218,ELMHURST AVE-BROADWAY         ,00028885,00002272,00000195,00000769,00000009,00010058,00036229,00000000,00000000,00000000,00000010,00000129,00000000,00000023,00001182,00000065,00000116,00000000,00000094,00000000,00000000,00000000,                                                                                                                                        
R219,67TH AVENUE-QUEENS BLVD       ,00022584,00002489,00000137,00000580,00000005,00003631,00019133,00000000,00000000,00000000,00000058,00000357,00000000,00000015,00001061,00000117,00000116,00000000,00000075,00000000,00000000,00000000,                                                                                                                                        
R220,CARROLL ST-PRESIDENT ST       ,00028060,00001130,00000051,00000236,00000006,00006214,00025984,00000000,00000000,00000000,00000030,00000332,00000000,00000020,00000958,00000306,00000186,00000000,00000204,00000000,00000000,00000000,                                                                                                                                        
R221,167TH STREET-RIVER AVENUE     ,00021935,00000611,00000124,00000231,00000004,00014877,00011400,00000000,00000000,00000000,00000016,00000026,00000000,00000017,00000903,00000017,00000017,00000000,00000062,00000000,00000000,00000000,                                                                                                                                        
R222,177TH STREET-PARKCHESTER      ,00037718,00001697,00000211,00000496,00000001,00019194,00024223,00000000,00000000,00000000,00000139,00000203,00000000,00000011,00001706,00000099,00000098,00000000,00000124,00000000,00000000,00000000,                                                                                                                                        
R223,46TH ST-BLISS ST              ,00033637,00001796,00000175,00000534,00000002,00016085,00033625,00000000,00000000,00000000,00000036,00000159,00000000,00000039,00000955,00000104,00000175,00000000,00000131,00000000,00000000,00000000,                                                                                                                                        
R224,CLARK STREET-HENRY STREET     ,00013702,00001433,00000060,00000307,00000020,00003611,00015509,00000000,00000000,00000000,00000019,00000155,00000000,00000039,00000464,00000199,00000097,00000000,00000133,00000000,00000000,00000000,                                                                                                                                        
R225,HOYT STREET-HOYT STREET       ,00010086,00000664,00000096,00000172,00000028,00005530,00005944,00000000,00000000,00000000,00000014,00000027,00000000,00000057,00000357,00000022,00000023,00000000,00000035,00000000,00000000,00000000,                                                                                                                                        
R226,GUN HILL ROAD-SEYMOUR         ,00014403,00000445,00000113,00000219,00000000,00006144,00005832,00000000,00000000,00000000,00000067,00000078,00000000,00000000,00000562,00000024,00000021,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R227,RECTOR STREET-CHURCH STREET   ,00021744,00000952,00000068,00000176,00000012,00004417,00015383,00000000,00000000,00000000,00000860,00000441,00000000,00000073,00000533,00000248,00000144,00000000,00000108,00000000,00000000,00000000,                                                                                                                                        
R228,AVENUE J-EAST 16TH STREET     ,00015506,00001212,00000131,00000449,00000006,00005272,00012281,00000000,00000000,00000000,00000026,00000170,00000000,00000014,00000428,00000126,00000009,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R229,AVENUE M-EAST 16TH STREET     ,00009169,00000853,00000082,00000284,00000009,00002529,00005819,00000000,00000000,00000000,00000010,00000074,00000000,00000012,00000146,00000062,00000027,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R230,NECK ROAD-EAST 16TH STREET    ,00010784,00000919,00000017,00000381,00000002,00001467,00009366,00000000,00000000,00000000,00000006,00000231,00000000,00000001,00000218,00000106,00000028,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R231,UNION STREET-4TH AVENUE       ,00018109,00000693,00000057,00000165,00000004,00005024,00016394,00000000,00000000,00000000,00000025,00000189,00000000,00000019,00000639,00000217,00000141,00000000,00000107,00000000,00000000,00000000,                                                                                                                                        
R232,45TH STREET-4TH AVENUE        ,00020956,00000942,00000086,00000340,00000004,00008076,00009934,00000000,00000000,00000000,00000005,00000069,00000000,00000014,00000293,00000046,00000046,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R233,53RD STREET-4TH AVENUE        ,00021199,00000694,00000106,00000269,00000001,00007685,00011242,00000000,00000000,00000000,00000028,00000050,00000000,00000014,00000282,00000027,00000057,00000000,00000032,00000000,00000000,00000000,                                                                                                                                        
R234,50TH STREET-NEW UTRECHT AVE   ,00008733,00000659,00000063,00000203,00000001,00002014,00004485,00000000,00000000,00000000,00000006,00000042,00000000,00000007,00000076,00000036,00000003,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
