     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,02/15/2020-02/21/2020,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,FF VALUE,FF 7-DAY,FF 30-DAY,                                                                     
R132,125TH STREET-LEXINGTON AVE    ,00037992,00003413,00000859,00001428,00000094,00032290,00024846,00000129,00000184,00001686,00000325,00003254,00001561,00000543,00000000,00000333,00000000,00000001,00000001,00003607,00000004,00000569,00000000,00001523,00001469,00001067,                                                                                                    
R133,MOSHOLU PARKWAY-JEROME AVE    ,00012856,00001068,00000211,00000287,00000011,00010796,00006974,00000015,00000056,00000476,00000002,00001256,00000118,00000119,00000000,00000070,00000000,00000000,00000000,00001461,00000000,00000454,00000000,00000394,00000450,00000287,                                                                                                    
R134,HUNTERS PT AVE-49TH AVE       ,00014047,00000713,00000114,00000164,00000240,00004224,00006208,00000062,00000100,00000182,00000449,00001625,00000913,00000183,00000000,00000164,00000000,00000000,00000000,00000167,00000000,00000022,00000000,00000084,00000090,00000082,                                                                                                    
R135,NEWKIRK AVE-NOSTRAND AVE      ,00011955,00001054,00000289,00000310,00000000,00009672,00006978,00000010,00000055,00000388,00000002,00000921,00000069,00000113,00000000,00000066,00000000,00000000,00000000,00001332,00000000,00000267,00000000,00000296,00000269,00000155,                                                                                                    
R136,SHEEPSHEAD BAY ROAD           ,00024994,00002963,00000257,00001010,00000014,00008121,00017870,00000019,00000378,00000595,00000013,00001541,00000709,00000297,00000000,00000113,00000000,00000000,00000000,00002255,00000000,00000124,00000000,00000444,00000179,00000462,                                                                                                    
R137,MYRTLE AVE-GATES AVENUE       ,00030651,00001303,00000196,00000478,00000004,00026071,00024757,00000022,00000110,00000759,00000003,00002198,00000241,00000432,00000000,00000361,00000000,00000000,00000000,00002508,00000002,00000334,00000000,00000473,00000503,00000443,                                                                                                    
R138,WEST 4TH ST-WASHINGTON SQ     ,00088904,00006438,00000447,00001213,00000075,00045233,00073178,00000420,00001024,00000809,00000162,00007811,00003323,00002165,00000000,00002399,00000000,00000000,00000000,00002588,00000000,00000295,00000000,00000568,00000448,00000558,                                                                                                    
R139,CANAL STREET-LISPENARD ST     ,00040978,00002063,00000159,00000375,00000082,00017029,00027565,00000099,00000413,00000376,00000353,00003220,00001686,00000969,00000000,00000914,00000000,00000000,00000000,00001023,00000000,00000138,00000000,00000221,00000205,00000203,                                                                                                    
R140,QUEENS PLAZA-JACKSON AVE      ,00023204,00000746,00000155,00000386,00000008,00011130,00024267,00000097,00000179,00000226,00000044,00002499,00000690,00000563,00000000,00000512,00000000,00000000,00000000,00000729,00000000,00000083,00000000,00000233,00000208,00000208,                                                                                                    
R141,71ST AVE-CONTINENTAL AVE      ,00042681,00006145,00000566,00001962,00000028,00018608,00035913,00000107,00000774,00001194,00000035,00003366,00001652,00000813,00000000,00000371,00000000,00000000,00000000,00003326,00000000,00000324,00000000,00000493,00000409,00000519,                                                                                                    
R142,ESSEX ST-DELANCEY ST          ,00056609,00003252,00000424,00001100,00000027,00031740,00042268,00000111,00000451,00001007,00000017,00004689,00001454,00000966,00000000,00001457,00000000,00000001,00000000,00002908,00000000,00000312,00000000,00001085,00000668,00000940,                                                                                                    
R143,28TH STREET-PARK AVE SOUTH    ,00041172,00002692,00000187,00000548,00000055,00018030,00028825,00000118,00000594,00000499,00000083,00004765,00001360,00000844,00000000,00000705,00000000,00000000,00000000,00001192,00000000,00000141,00000000,00000453,00000392,00000303,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00028339,00003143,00000223,00000676,00000035,00013385,00024115,00000114,00000271,00000621,00000082,00002482,00001059,00000771,00000000,00000420,00000000,00000000,00000000,00001641,00000000,00000130,00000000,00000386,00000369,00000362,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00009616,00000560,00000164,00000099,00000006,00006447,00002783,00000015,00000035,00000380,00000001,00000376,00000054,00000057,00000000,00000040,00000000,00000000,00000000,00000811,00000000,00000155,00000000,00000178,00000208,00000113,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00013686,00000869,00000195,00000406,00000006,00016480,00007858,00000034,00000044,00000724,00000000,00000983,00000192,00000156,00000000,00000053,00000002,00000001,00000000,00001974,00000002,00000408,00000000,00000624,00000781,00000404,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00030683,00002481,00000413,00000890,00000104,00019980,00025625,00000017,00000191,00000964,00000228,00001623,00000642,00000528,00000000,00000504,00000000,00000000,00000000,00002319,00000000,00000286,00000000,00000324,00000174,00000420,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00009988,00000769,00000170,00000310,00000006,00007336,00010533,00000006,00000035,00000367,00000000,00001399,00000171,00000319,00000000,00000155,00000000,00000000,00000000,00000900,00000000,00000057,00000000,00000133,00000151,00000104,                                                                                                    
R149,NEWKIRK PLAZA                 ,00017017,00001857,00000269,00000602,00000002,00010458,00014803,00000019,00000169,00000514,00000002,00001566,00000341,00000349,00000000,00000132,00000000,00000000,00000000,00001899,00000000,00000160,00000000,00000421,00000200,00000367,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00011518,00001495,00000141,00000881,00000003,00005477,00011775,00000012,00000132,00000334,00000002,00000534,00000327,00000164,00000000,00000065,00000000,00000000,00000000,00001659,00000000,00000067,00000000,00000292,00000089,00000482,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00016715,00001575,00000328,00001125,00000001,00012082,00010533,00000013,00000072,00000621,00000005,00000431,00000144,00000114,00000000,00000157,00000000,00000000,00000000,00002014,00000000,00000127,00000000,00000719,00000523,00000595,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00016321,00001262,00000278,00000463,00000000,00013336,00008725,00000037,00000104,00000273,00000000,00001373,00000144,00000151,00000000,00000077,00000000,00000000,00000000,00001508,00000000,00000184,00000000,00000410,00000383,00000252,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00022788,00001279,00000439,00000539,00000000,00022011,00020337,00000013,00000118,00000647,00000002,00002239,00000283,00000421,00000000,00000370,00000000,00000000,00000000,00002327,00000002,00000283,00000000,00000639,00000637,00000406,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00013488,00000859,00000270,00000336,00000006,00016592,00007452,00000016,00000026,00000673,00000000,00000807,00000061,00000134,00000002,00000083,00000000,00000000,00000000,00001851,00000000,00000519,00000000,00000720,00000897,00000503,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00012655,00000820,00000171,00000308,00000006,00013838,00007141,00000004,00000026,00000373,00000002,00000672,00000108,00000156,00000000,00000102,00000000,00000000,00000000,00001774,00000002,00000435,00000000,00000531,00000692,00000477,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00011060,00000780,00000162,00000305,00000009,00010101,00007199,00000014,00000042,00000354,00000007,00000928,00000206,00000135,00000000,00000064,00000000,00000000,00000000,00001235,00000000,00000322,00000000,00000369,00000461,00000284,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00013479,00000882,00000249,00000293,00000001,00011942,00007762,00000013,00000049,00000455,00000009,00001029,00000184,00000147,00000000,00000110,00000000,00000000,00000000,00001581,00000000,00000386,00000000,00000563,00000484,00000405,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00027911,00003004,00000593,00001494,00000016,00020862,00031335,00000104,00000336,00000810,00000015,00002722,00000800,00000471,00000000,00000312,00000000,00000000,00000000,00001996,00000000,00000317,00000000,00000358,00000379,00000499,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00038458,00002786,00000147,00000521,00000055,00009827,00026614,00000071,00000224,00000288,00000094,00001644,00001391,00000887,00000000,00000871,00000000,00000000,00000000,00001293,00000000,00000045,00000000,00000202,00000118,00000208,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00035870,00002519,00000192,00000499,00000042,00015830,00028540,00000088,00000434,00000384,00000106,00003751,00001214,00000707,00000000,00000851,00000000,00000000,00000000,00001419,00000000,00000126,00000000,00000246,00000233,00000242,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00013433,00000821,00000230,00000259,00000001,00014191,00007178,00000029,00000038,00000615,00000000,00000671,00000118,00000201,00000000,00000081,00000000,00000000,00000000,00001805,00000000,00000560,00000000,00000605,00000724,00000555,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00011392,00000593,00000052,00000156,00000000,00013001,00004117,00000005,00000030,00000447,00000000,00000296,00000043,00000121,00000000,00000037,00000000,00000000,00000000,00001602,00000000,00000193,00000000,00000367,00000419,00000183,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00045357,00003277,00000254,00000808,00000032,00021631,00039001,00000123,00000612,00000327,00000032,00005118,00001639,00001217,00000000,00000915,00000000,00000000,00000000,00001728,00000000,00000154,00000000,00000321,00000271,00000274,                                                                                                    
R164,66TH STREET-BROADWAY          ,00040449,00007965,00000438,00001304,00000097,00018591,00030976,00000095,00000455,00000831,00000256,00003351,00001724,00000985,00000000,00000783,00000000,00000000,00000000,00001923,00000000,00000154,00000000,00000388,00000370,00000407,                                                                                                    
R165,TOMPKINSVILLE                 ,00001300,00000070,00000003,00000016,00000000,00000477,00000187,00000007,00000000,00000001,00000000,00000004,00000021,00000000,00000000,00000001,00000000,00000000,00000000,00000082,00000000,00000007,00000000,00000026,00000007,00000003,                                                                                                    
R166,79TH STREET-BROADWAY          ,00026562,00004987,00000338,00000922,00000014,00013981,00022548,00000053,00000341,00000554,00000027,00002372,00001180,00000693,00000000,00000643,00000000,00000000,00000000,00001341,00000000,00000081,00000000,00000140,00000207,00000155,                                                                                                    
R167,86TH STREET-BROADWAY          ,00028687,00006662,00000468,00001079,00000009,00015987,00027610,00000091,00000353,00000743,00000033,00002734,00001308,00000934,00000000,00000518,00000000,00000000,00000000,00002199,00000000,00000108,00000000,00000313,00000304,00000264,                                                                                                    
R168,96TH STREET-BROADWAY          ,00053868,00011945,00000923,00002615,00000034,00032129,00054725,00000116,00000693,00001817,00000091,00005992,00002281,00001723,00000000,00000848,00000000,00000000,00000000,00004220,00000001,00000358,00000000,00000698,00000849,00000633,                                                                                                    
R169,137TH STREET-BROADWAY         ,00022376,00002471,00000378,00000688,00000013,00023888,00024857,00000026,00000078,00001129,00000017,00001815,00000413,00000594,00000000,00000306,00000000,00000000,00000000,00002189,00000000,00000358,00000000,00000721,00000631,00000693,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00178451,00014433,00001615,00003728,00000230,00092829,00157703,00000604,00002049,00002233,00000445,00019341,00006672,00004525,00000000,00003226,00000000,00000000,00000000,00007848,00000000,00000955,00000000,00001714,00001919,00001849,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00016780,00001703,00000109,00000308,00000001,00006285,00017792,00000011,00000205,00000214,00000006,00003012,00000898,00000648,00000000,00000277,00000000,00000000,00000000,00000990,00000000,00000044,00000000,00000122,00000065,00000070,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00022730,00003053,00000249,00000940,00000009,00010229,00014269,00000010,00000124,00000786,00000009,00000484,00000360,00000224,00000000,00000186,00000000,00000000,00000000,00001940,00000000,00000124,00000000,00000358,00000215,00000348,                                                                                                    
R173,207TH STREET-BROADWAY         ,00016271,00002145,00000379,00000679,00000005,00015290,00016384,00000063,00000088,00000791,00000010,00001937,00000356,00000479,00000000,00000204,00000000,00000000,00000000,00001258,00000000,00000312,00000000,00000438,00000508,00000435,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00018001,00002823,00000201,00000596,00000010,00013340,00020541,00000005,00000159,00000497,00000014,00002020,00000528,00000591,00000000,00000222,00000000,00000000,00000000,00001469,00000000,00000218,00000000,00000266,00000298,00000272,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00085149,00004684,00000455,00001292,00000126,00047734,00059264,00000246,00000832,00000984,00000204,00010212,00003364,00001880,00000000,00002490,00000000,00000000,00000000,00002502,00000000,00000331,00000000,00000639,00000662,00000666,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00055298,00004211,00000289,00000725,00000055,00024340,00039514,00000470,00000765,00000639,00000109,00005767,00002022,00001040,00000000,00000962,00000000,00000000,00000000,00002445,00000000,00000203,00000000,00000540,00000433,00000431,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00042551,00004524,00000282,00000758,00000083,00017891,00034937,00000307,00000377,00000864,00000188,00002698,00001595,00000822,00000000,00000478,00000000,00000000,00000000,00002572,00000000,00000221,00000000,00001242,00000613,00001726,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00050171,00006047,00000334,00001068,00000038,00021752,00032422,00000186,00000529,00001059,00000126,00003214,00001679,00000931,00000000,00000830,00000000,00000000,00000000,00001917,00000000,00000122,00000000,00000407,00000337,00000348,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00075503,00008978,00000743,00001638,00000083,00042808,00058608,00000269,00000896,00001333,00000230,00006849,00002955,00001879,00000000,00001485,00000000,00000000,00000000,00005023,00000000,00000503,00000000,00000828,00000862,00000712,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00019690,00002064,00000243,00000599,00000018,00014608,00014509,00000056,00000099,00000818,00000029,00001196,00000435,00000373,00000000,00000203,00000000,00000000,00000000,00003184,00000000,00000306,00000000,00000838,00000662,00000668,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00015107,00001472,00000217,00000611,00000007,00013091,00013180,00000033,00000061,00000520,00000013,00001294,00000266,00000326,00000000,00000192,00000000,00000000,00000000,00002061,00000000,00000292,00000000,00000709,00000522,00000534,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00018842,00001888,00000327,00000795,00000002,00020873,00017465,00000049,00000096,00000757,00000005,00001573,00000301,00000427,00000000,00000251,00000000,00000000,00000000,00002585,00000000,00000359,00000000,00000747,00000752,00000746,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00006706,00000419,00000130,00000137,00000001,00006210,00004138,00000009,00000034,00000229,00000000,00000447,00000054,00000044,00000000,00000042,00000000,00000000,00000000,00000938,00000000,00000377,00000000,00000309,00000299,00000238,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00011336,00001023,00000140,00000188,00000000,00006560,00009857,00000024,00000100,00000267,00000000,00001174,00000234,00000295,00000000,00000108,00000000,00000000,00000000,00001227,00000000,00000116,00000000,00000209,00000089,00000166,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00014072,00001391,00000184,00000394,00000005,00012534,00013093,00000015,00000076,00000575,00000004,00001431,00000190,00000354,00000000,00000138,00000000,00000000,00000000,00001269,00000000,00000269,00000000,00000431,00000400,00000272,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00016775,00002473,00000160,00000468,00000016,00009339,00015244,00000022,00000205,00000310,00000030,00001761,00000874,00000488,00000000,00000407,00000000,00000000,00000000,00001806,00000000,00000063,00000000,00000154,00000194,00000200,                                                                                                    
R187,81ST STREET-MUSEUM            ,00028681,00002526,00000151,00000393,00000034,00016271,00015286,00000066,00000210,00000434,00000028,00001883,00000868,00000459,00000000,00001098,00000000,00000000,00000000,00001577,00000002,00000072,00000000,00000172,00000126,00000143,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00040765,00002427,00000259,00000628,00000085,00021393,00025304,00000098,00000402,00000526,00000116,00003276,00001457,00000905,00000000,00001697,00000000,00000000,00000000,00001122,00000000,00000148,00000000,00000294,00000277,00000215,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00023612,00002602,00000130,00000432,00000013,00011109,00013764,00000051,00000245,00000350,00000058,00001689,00000763,00000473,00000000,00000781,00000000,00000000,00000000,00000618,00000000,00000046,00000000,00000087,00000113,00000107,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00025559,00003189,00000287,00000837,00000045,00013315,00020843,00000100,00000273,00000518,00000060,00002634,00001014,00000640,00000000,00000533,00000000,00000000,00000000,00000821,00000000,00000061,00000000,00000246,00000306,00000240,                                                                                                    
R191,103RD STREET-BROADWAY         ,00018516,00005050,00000283,00000951,00000010,00012386,00019376,00000024,00000141,00000691,00000012,00001707,00000685,00000561,00000000,00000520,00000000,00000000,00000000,00001692,00000000,00000084,00000000,00000337,00000264,00000235,                                                                                                    
R192,110TH STREET-BROADWAY         ,00021876,00003704,00000230,00000842,00000016,00010133,00018781,00000050,00000172,00000633,00000026,00001544,00000719,00000670,00000000,00000409,00000000,00000000,00000000,00001855,00000000,00000086,00000000,00000204,00000193,00000193,                                                                                                    
R193,157TH STREET-BROADWAY         ,00008489,00001253,00000205,00000364,00000000,00009664,00010046,00000011,00000032,00000403,00000001,00000957,00000123,00000248,00000000,00000098,00000000,00000000,00000000,00001124,00000000,00000143,00000000,00000206,00000305,00000253,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00031263,00001844,00000132,00000346,00000024,00017805,00025649,00000056,00000401,00000241,00000111,00003240,00001109,00000708,00000000,00000713,00000000,00000000,00000000,00000879,00000000,00000144,00000000,00000254,00000233,00000222,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00031021,00002462,00000536,00000910,00000022,00033085,00020387,00000081,00000153,00001356,00000039,00002602,00000280,00000373,00000000,00000323,00000000,00000000,00000000,00004318,00000000,00001044,00000000,00001248,00001625,00001004,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00015412,00001171,00000244,00000396,00000000,00010809,00016743,00000009,00000081,00000354,00000007,00002251,00000340,00000470,00000000,00000205,00000000,00000000,00000000,00001346,00000000,00000190,00000000,00000285,00000178,00000185,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00024963,00001546,00000182,00000701,00000004,00015418,00020661,00000037,00000178,00000487,00000015,00001534,00000608,00000660,00000000,00000267,00000000,00000000,00000000,00001889,00000000,00000250,00000000,00000396,00000263,00000495,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00026270,00001402,00000474,00000493,00000008,00021484,00027287,00000020,00000125,00000701,00000003,00003591,00000456,00000717,00000000,00000674,00000000,00000000,00000000,00001670,00000000,00000245,00000000,00000496,00000535,00000390,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00011042,00000477,00000154,00000155,00000005,00008923,00009883,00000003,00000079,00000220,00000000,00001247,00000152,00000210,00000000,00000225,00000000,00000000,00000000,00000844,00000000,00000100,00000000,00000249,00000169,00000133,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00016894,00001124,00000266,00000451,00000000,00012972,00008323,00000019,00000065,00000762,00000000,00000662,00000247,00000121,00000000,00000114,00000000,00000003,00000000,00002020,00000000,00000349,00000000,00001020,00000676,00000595,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00031727,00003006,00000385,00001047,00000002,00021958,00025649,00000067,00000231,00000993,00000020,00001831,00000481,00000477,00000000,00000321,00000000,00000000,00000000,00004902,00000000,00000587,00000000,00000529,00000327,00000615,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00027692,00004863,00000361,00001364,00000027,00012623,00023412,00000038,00000367,00001171,00000031,00001904,00000669,00000618,00000000,00000247,00000000,00000000,00000000,00002338,00000000,00000208,00000000,00000403,00000217,00000327,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00035570,00002071,00000231,00000623,00000026,00014762,00026304,00000096,00000651,00000407,00000025,00003178,00001451,00000883,00000000,00000662,00000000,00000000,00000000,00000759,00000000,00000116,00000000,00000289,00000197,00000292,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00015705,00001797,00000231,00000695,00000005,00010298,00014302,00000013,00000092,00000399,00000006,00001118,00000350,00000251,00000000,00000143,00000000,00000000,00000000,00001748,00000000,00000205,00000000,00000406,00000211,00000354,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00017866,00001177,00000304,00000446,00000008,00016842,00010136,00000039,00000068,00000559,00000010,00002681,00000168,00000183,00000000,00000119,00000000,00000000,00000000,00002579,00000000,00002722,00000000,00001072,00001155,00000704,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00021526,00001924,00000601,00000889,00000030,00019883,00017811,00000083,00000067,00000814,00000029,00002304,00000455,00000516,00000000,00000354,00000000,00000000,00000000,00002178,00000000,00000363,00000000,00000641,00000884,00000539,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00020026,00002432,00000502,00000833,00000012,00017540,00017860,00000031,00000054,00000829,00000017,00003609,00000260,00000559,00000000,00000251,00000000,00000000,00000000,00002603,00000000,00000356,00000000,00000705,00000725,00000502,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00035060,00001232,00000297,00000447,00000007,00049808,00014173,00000020,00000089,00000969,00000000,00000791,00001028,00000632,00000000,00000168,00000000,00000000,00000000,00003840,00000000,00000459,00000000,00000445,00000317,00000324,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00009870,00000993,00000188,00000238,00000000,00006761,00008082,00000004,00000091,00000346,00000001,00001005,00000141,00000234,00000000,00000087,00000000,00000000,00000000,00000763,00000000,00000105,00000000,00000218,00000134,00000093,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00007733,00000641,00000140,00000175,00000000,00005578,00004580,00000008,00000042,00000237,00000000,00000506,00000069,00000107,00000000,00000050,00000000,00000000,00000000,00000921,00000000,00000175,00000000,00000212,00000180,00000086,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00031932,00004009,00000365,00001565,00000007,00015046,00025817,00000044,00000430,00000877,00000013,00001532,00001079,00000344,00000000,00000172,00000000,00000000,00000000,00003185,00000000,00000269,00000000,00000655,00000245,00000536,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00020606,00001313,00000144,00000723,00000007,00012410,00015090,00000038,00000107,00000512,00000011,00001039,00000231,00000168,00000000,00000124,00000000,00000000,00000000,00002190,00000000,00000243,00000000,00000484,00000243,00000450,                                                                                                    
R213,BAY RIDGE AVE-4TH AVENUE      ,00014210,00001249,00000165,00000400,00000001,00007163,00011360,00000074,00000127,00000377,00000006,00000840,00000300,00000251,00000000,00000110,00000000,00000000,00000000,00001835,00000000,00000185,00000000,00000356,00000176,00000270,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00011850,00001090,00000090,00000291,00000004,00004170,00008016,00000025,00000236,00000312,00000002,00000725,00000339,00000232,00000000,00000090,00000000,00000000,00000000,00001121,00000000,00000108,00000000,00000151,00000085,00000068,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00014575,00001245,00000194,00000641,00000005,00010252,00014543,00000135,00000146,00000419,00000001,00000901,00000475,00000297,00000000,00000087,00000000,00000000,00000000,00001656,00000000,00000490,00000000,00000277,00000184,00000451,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00012308,00001464,00000124,00000246,00000002,00004216,00007703,00000048,00000173,00000300,00000006,00000701,00000440,00000259,00000000,00000096,00000000,00000000,00000000,00000771,00000000,00000075,00000000,00000152,00000091,00000156,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00022084,00001157,00000170,00000291,00000004,00012411,00016866,00000009,00000176,00000400,00000006,00002473,00000561,00000642,00000000,00000492,00000000,00000000,00000000,00001314,00000000,00000114,00000000,00000515,00000355,00000237,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00019626,00002566,00000237,00001009,00000001,00012908,00024288,00000014,00000124,00000911,00000013,00001228,00000192,00000368,00000000,00000160,00000000,00000000,00000000,00002010,00000000,00000193,00000000,00000284,00000120,00000407,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00015783,00002637,00000151,00000690,00000007,00004594,00014313,00000023,00000263,00000563,00000020,00001376,00000566,00000393,00000000,00000168,00000000,00000000,00000000,00001233,00000000,00000067,00000000,00000204,00000049,00000116,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00021894,00001467,00000107,00000299,00000001,00008332,00017964,00000018,00000281,00000273,00000006,00002978,00000821,00000694,00000000,00000420,00000000,00000000,00000000,00001389,00000000,00000074,00000000,00000124,00000136,00000126,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00013274,00000720,00000198,00000222,00000003,00015241,00006704,00000013,00000040,00000506,00000001,00000819,00000072,00000065,00000000,00000147,00000000,00000000,00000000,00001947,00000000,00000615,00000000,00000653,00000711,00000385,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00023601,00001904,00000350,00000614,00000000,00018063,00015101,00000073,00000129,00000839,00000018,00001740,00000210,00000199,00000000,00000127,00000000,00000000,00000000,00002634,00000000,00000562,00000000,00000789,00000651,00000632,                                                                                                    
R223,46TH ST-BLISS ST              ,00022151,00002100,00000292,00000472,00000005,00016531,00021473,00000014,00000155,00000606,00000020,00001731,00000311,00000521,00000000,00000263,00000000,00000000,00000000,00001833,00000000,00000176,00000000,00000245,00000188,00000253,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00011149,00001633,00000073,00000346,00000017,00004643,00009228,00000008,00000112,00000209,00000014,00001181,00000427,00000337,00000000,00000337,00000000,00000000,00000000,00000497,00000000,00000023,00000000,00000052,00000036,00000029,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00007666,00000812,00000121,00000185,00000008,00005507,00006553,00000003,00000039,00000181,00000019,00000849,00000168,00000179,00000000,00000098,00000000,00000000,00000000,00000911,00000000,00000103,00000000,00000210,00000184,00000138,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00004864,00000361,00000081,00000080,00000000,00002562,00001371,00000003,00000024,00000232,00000001,00000277,00000021,00000030,00000000,00000014,00000000,00000000,00000000,00000548,00000000,00000091,00000000,00000153,00000110,00000076,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00011481,00000674,00000053,00000149,00000007,00004749,00009366,00000817,00000187,00000079,00000010,00001171,00000445,00000276,00000000,00000315,00000000,00000000,00000000,00000454,00000000,00000015,00000000,00000086,00000030,00000034,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00009563,00001129,00000143,00000408,00000000,00006092,00008043,00000011,00000127,00000250,00000000,00000441,00000324,00000116,00000000,00000083,00000000,00000000,00000000,00001657,00000000,00000078,00000000,00000195,00000144,00000257,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00010389,00001284,00000127,00000388,00000002,00005036,00007082,00000016,00000138,00000262,00000002,00000342,00000409,00000145,00000000,00000057,00000000,00000000,00000000,00001246,00000000,00000064,00000000,00000165,00000082,00000226,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00008736,00001269,00000044,00000349,00000000,00002539,00007311,00000000,00000133,00000321,00000000,00000413,00000283,00000125,00000000,00000057,00000000,00000000,00000000,00001070,00000000,00000033,00000000,00000207,00000051,00000216,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00014783,00000922,00000079,00000183,00000002,00006422,00012350,00000018,00000211,00000224,00000001,00001926,00000613,00000482,00000000,00000288,00000000,00000000,00000000,00000933,00000000,00000048,00000000,00000128,00000065,00000125,                                                                                                    
