     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,02/15/2020-02/21/2020,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,FF VALUE,FF 7-DAY,FF 30-DAY,                                                                     
R012,34TH STREET & 8TH AVENUE      ,00160555,00008146,00000643,00001366,00001219,00037801,00056738,00000219,00001383,00002452,00002582,00006434,00006925,00001999,00000000,00003004,00000000,00000000,00000000,00002655,00000000,00000455,00000000,00000976,00000667,00000657,                                                                                                    
R013,34TH STREET & 8TH AVENUE      ,00042046,00002198,00000174,00000640,00000255,00016686,00026063,00000183,00000536,00000368,00000849,00003526,00001859,00000741,00000000,00001132,00000000,00000000,00000000,00000947,00000000,00000252,00000000,00000329,00000240,00000345,                                                                                                    
R014,FULTON STREET                 ,00136275,00005016,00000458,00000958,00000317,00049444,00074658,00000447,00001722,00000914,00000908,00011699,00004176,00002385,00000000,00002784,00000000,00000000,00000000,00003664,00000000,00001742,00000000,00001224,00000903,00000726,                                                                                                    
R015,FIFTH AVENUE                  ,00054695,00002564,00000093,00000382,00000297,00011416,00023028,00000131,00001186,00000313,00000574,00003473,00003538,00001000,00000000,00000911,00000000,00000000,00000000,00000707,00000000,00000096,00000000,00000149,00000101,00000150,                                                                                                    
R016,LEXINGTON AVENUE              ,00016120,00000986,00000084,00000233,00000033,00005716,00010057,00000058,00000270,00000187,00000089,00001409,00000779,00000349,00000000,00000260,00000000,00000000,00000000,00000279,00000000,00000024,00000000,00000096,00000070,00000107,                                                                                                    
R017,LEXINGTON AVENUE              ,00063078,00004601,00000247,00000770,00000217,00018496,00038523,00000163,00001097,00000746,00000522,00004978,00003386,00001353,00000000,00000974,00000000,00000000,00000000,00001212,00000000,00000081,00000000,00000299,00000253,00000258,                                                                                                    
R018,ROOSEVELT AVE/JACKSON HTS     ,00081339,00007528,00001459,00003362,00000020,00068741,00083762,00000056,00000443,00002700,00000027,00005993,00001184,00001589,00000000,00001182,00000000,00000000,00000000,00005704,00000000,00000928,00000000,00001039,00000860,00001531,                                                                                                    
R019,179TH STREET & HILLSIDE AVE   ,00025257,00001835,00000485,00001065,00000010,00017754,00021559,00000041,00000360,00000839,00000002,00002217,00000580,00000253,00000000,00000180,00000000,00000000,00000000,00001610,00000000,00000499,00000000,00000381,00000286,00000373,                                                                                                    
R020,47-50 STREETS/ROCKEFELLER     ,00127955,00008929,00000547,00001498,00000283,00054570,00081952,00000389,00002531,00001439,00000409,00014800,00005288,00002689,00000000,00002804,00000000,00000000,00000000,00002509,00000000,00000435,00000000,00001363,00000758,00000903,                                                                                                    
R021,42ND STREET & 6TH AVENUE      ,00081087,00004350,00000448,00001187,00000057,00038448,00064558,00000437,00001633,00000740,00000074,00009538,00003035,00002025,00000000,00001632,00000000,00000000,00000000,00002947,00000000,00000377,00000000,00000834,00000596,00000782,                                                                                                    
R022,34TH STREET & 6TH AVENUE      ,00152882,00009611,00000935,00002340,00000376,00075695,00101352,00000620,00001592,00002526,00000581,00011245,00004675,00002741,00000000,00003373,00000000,00000000,00000000,00005982,00000000,00000773,00000000,00001735,00001191,00001579,                                                                                                    
R023,34TH STREET & 6TH AVENUE      ,00116867,00006646,00000571,00001440,00000250,00040927,00077600,00000239,00001770,00001491,00000391,00008259,00004968,00002483,00000000,00001769,00000000,00000000,00000000,00003493,00000000,00000324,00000000,00000841,00000549,00000821,                                                                                                    
R024,SUTPHIN BOULEVARD             ,00039133,00002440,00000427,00000820,00000121,00030917,00018985,00000021,00000158,00001166,00000263,00001648,00000711,00000354,00000000,00011206,00000000,00000000,00000000,00001791,00000000,00000447,00000000,00000534,00000601,00000432,                                                                                                    
R025,JAMAICA CENTER-PARSONS BLVD   ,00037565,00002019,00000822,00001509,00000011,00045060,00026639,00000064,00000176,00001558,00000016,00003131,00000477,00000457,00000000,00000377,00000000,00000000,00000000,00003215,00000004,00001252,00000000,00001119,00001117,00000962,                                                                                                    
R027,WALL STREET                   ,00052098,00002456,00000145,00000554,00000383,00014291,00033333,00000117,00000680,00000274,00001007,00004424,00002318,00001190,00000000,00000930,00000000,00000000,00000000,00000751,00000000,00000085,00000000,00000258,00000154,00000158,                                                                                                    
R028,FULTON & WILLIAM STREETS      ,00048603,00003687,00000313,00000998,00000132,00020520,00039829,00000102,00000643,00000428,00000378,00005541,00001694,00001243,00000000,00001053,00000000,00000000,00000000,00001687,00000000,00000208,00000000,00000564,00000374,00000334,                                                                                                    
R029,PARK PLACE                    ,00096043,00005286,00000472,00001299,00000289,00033565,00056040,00001169,00001300,00001067,00000742,00007095,00003484,00002092,00000000,00002193,00000000,00000000,00000000,00003353,00000000,00005315,00000000,00000981,00000665,00000774,                                                                                                    
R030,CHAMBERS STREET               ,00033089,00002877,00000251,00000575,00000160,00013363,00024193,00000171,00000469,00000440,00000428,00003142,00001604,00000780,00000000,00000446,00000000,00000000,00000000,00003245,00000000,00004292,00000000,00000519,00000473,00000508,                                                                                                    
R031,34TH STREET & 7TH AVENUE      ,00078192,00005395,00000401,00000857,00000607,00023641,00030451,00000161,00000740,00000926,00001684,00003583,00003553,00001057,00000000,00001073,00000001,00000000,00000000,00001916,00000000,00000331,00000000,00000619,00000555,00000407,                                                                                                    
R032,42ND STREET/TIMES SQUARE      ,00079046,00004891,00000492,00001205,00000075,00033501,00062934,00000264,00001345,00000620,00000100,00007990,00003340,00001958,00000000,00001371,00000000,00000000,00000000,00001627,00000000,00000246,00000000,00000624,00000500,00000571,                                                                                                    
R033,42ND STREET/TIMES SQUARE      ,00134083,00008339,00000768,00001531,00000223,00067362,00062352,00000864,00001358,00002108,00000304,00009499,00003649,00002065,00000000,00003268,00000000,00000000,00000000,00005232,00000000,00000723,00000000,00001170,00000953,00000861,                                                                                                    
R034,125TH STREET & BROADWAY       ,00013077,00001461,00000156,00000312,00000018,00007678,00011048,00000024,00000076,00000372,00000025,00000812,00000357,00000315,00000000,00000261,00000000,00000000,00000000,00000873,00000000,00000112,00000000,00000275,00000265,00000210,                                                                                                    
R035,168TH STREET & BROADWAY       ,00040857,00004001,00000451,00000820,00000031,00026559,00036050,00000090,00000278,00001197,00000075,00003317,00001176,00001130,00000000,00000575,00000000,00000000,00000000,00002824,00000000,00000392,00000000,00000982,00000844,00000630,                                                                                                    
R036,DYCKMAN STREET                ,00007042,00001038,00000148,00000256,00000000,00006372,00004922,00000005,00000039,00000500,00000000,00000506,00000060,00000078,00000000,00000035,00000000,00000000,00000000,00001358,00000000,00000140,00000000,00000424,00000351,00000242,                                                                                                    
R037,207TH STREET                  ,00004681,00000620,00000127,00000154,00000001,00007081,00004278,00000012,00000022,00000271,00000004,00000409,00000056,00000058,00000000,00000030,00000000,00000000,00000000,00000940,00000000,00000234,00000000,00000199,00000368,00000224,                                                                                                    
R038,215TH STREET                  ,00002316,00000355,00000042,00000106,00000001,00001630,00002088,00000006,00000023,00000069,00000001,00000236,00000078,00000084,00000000,00000026,00000000,00000000,00000000,00000294,00000000,00000031,00000000,00000073,00000063,00000042,                                                                                                    
R039,225TH STREET                  ,00006849,00000654,00000102,00000119,00000023,00005367,00003822,00000006,00000026,00000288,00000026,00000443,00000135,00000117,00000000,00000034,00000000,00000000,00000000,00000883,00000000,00000144,00000000,00000277,00000250,00000146,                                                                                                    
R040,231ST STREET                  ,00011310,00001556,00000251,00000515,00000000,00009131,00009024,00000048,00000050,00000654,00000006,00000970,00000209,00000162,00000000,00000065,00000000,00000000,00000000,00001383,00000000,00000246,00000000,00000343,00000408,00000309,                                                                                                    
R041,BOWLING GREEN & BATTERY PL    ,00033969,00002614,00000256,00000580,00000141,00015976,00023587,00001500,00000430,00000445,00000452,00003685,00001206,00000579,00000000,00000577,00000000,00000000,00000000,00001317,00000000,00000185,00000000,00000447,00000338,00000304,                                                                                                    
R042,BOWLING GREEN & BROADWAY      ,00007235,00000295,00000037,00000067,00000031,00005495,00003087,00000184,00000068,00000059,00000069,00000438,00000188,00000096,00000000,00000311,00000000,00000000,00000000,00000346,00000000,00000089,00000000,00000075,00000078,00000058,                                                                                                    
R043,WALL STREET                   ,00033616,00001921,00000126,00000333,00000141,00013439,00026105,00000426,00000471,00000229,00000560,00003236,00001329,00000724,00000000,00000571,00000000,00000000,00000000,00000967,00000000,00000098,00000000,00000317,00000232,00000177,                                                                                                    
R044,BROOKLYN BRIDGE               ,00055383,00004534,00000318,00001011,00000132,00024298,00035008,00000249,00000512,00000710,00000449,00002926,00001707,00001128,00000000,00001166,00000000,00000000,00000000,00002534,00000000,00001218,00000000,00000828,00000519,00000527,                                                                                                    
R045,42ND STREET & GRAND CENTRAL   ,00050430,00003857,00000136,00000373,00000516,00008515,00018138,00000147,00000573,00000323,00001094,00002566,00002292,00000761,00000000,00000519,00000000,00000000,00000000,00000723,00000000,00000064,00000000,00000172,00000137,00000122,                                                                                                    
R046,42ND STREET & GRAND CENTRAL   ,00167390,00009199,00000494,00001235,00001102,00045090,00075194,00000430,00001798,00001969,00002626,00011395,00006125,00002501,00000000,00002885,00000000,00000000,00000000,00002238,00000000,00000333,00000000,00000816,00000615,00000543,                                                                                                    
R047,42ND STREET & GRAND CENTRAL   ,00087240,00005839,00000426,00001003,00000374,00029490,00060253,00000330,00001341,00000537,00001100,00009101,00003934,00001933,00000000,00001363,00000000,00000000,00000000,00001637,00000000,00000263,00000000,00000624,00000513,00000406,                                                                                                    
R048,42ND STREET & 3RD AVENUE      ,00027638,00001620,00000072,00000243,00000150,00007284,00018451,00000054,00000422,00000181,00000245,00002029,00001388,00000580,00000000,00000281,00000000,00000000,00000000,00000427,00000000,00000064,00000000,00000140,00000104,00000096,                                                                                                    
R049,51ST STREET & LEXINGTON AVE   ,00043146,00002806,00000214,00000519,00000044,00019670,00028245,00000191,00000731,00000352,00000091,00004953,00001669,00000870,00000000,00001160,00000000,00000000,00000000,00000835,00000000,00000115,00000000,00000325,00000244,00000235,                                                                                                    
R050,59TH STREET & LEXINGTON AVE   ,00034991,00003275,00000291,00000654,00000104,00015518,00028282,00000206,00000645,00000481,00000210,00004145,00001627,00000833,00000000,00000466,00000000,00000000,00000000,00000699,00000000,00000130,00000000,00000217,00000231,00000252,                                                                                                    
R051,59TH STREET & LEXINGTON AVE   ,00054626,00005072,00000424,00001096,00000048,00035335,00045015,00000235,00000655,00000616,00000163,00005609,00002047,00001235,00000000,00000738,00000000,00000000,00000000,00001573,00000000,00000310,00000000,00000638,00000677,00000646,                                                                                                    
R052,WOODLAWN ROAD                 ,00007113,00000543,00000221,00000321,00000003,00008009,00004884,00000016,00000038,00000465,00000003,00000504,00000088,00000038,00000000,00000052,00000000,00000000,00000000,00000457,00000000,00000360,00000000,00000159,00000280,00000185,                                                                                                    
R053,149TH STREET & 3RD AVENUE     ,00029031,00002007,00000582,00000811,00000013,00032898,00016195,00000020,00000068,00001180,00000002,00002186,00000202,00000214,00000000,00000156,00000000,00000000,00000000,00004233,00000000,00000981,00000000,00001490,00001880,00001130,                                                                                                    
R054,FIFTH AVENUE & 42ND STREET    ,00027264,00001453,00000131,00000343,00000060,00012066,00020255,00000167,00000459,00000238,00000061,00002635,00000983,00000613,00000000,00000496,00000000,00000000,00000000,00001144,00000000,00000076,00000000,00000216,00000129,00000233,                                                                                                    
R055,MAIN STREET                   ,00046309,00005546,00000668,00003398,00000023,00032036,00055167,00000078,00000414,00001640,00000012,00002694,00000609,00000398,00000000,00000357,00000000,00000000,00000000,00004155,00000000,00001155,00000000,00000670,00000421,00001184,                                                                                                    
R056,NEVINS STREET                 ,00015027,00001506,00000312,00000394,00000004,00009187,00012565,00000059,00000127,00000431,00000023,00002090,00000368,00000417,00000000,00000169,00000000,00000000,00000000,00001281,00000000,00000137,00000000,00000458,00000332,00000197,                                                                                                    
R057,BARCLAYS CENTER               ,00076323,00006001,00000914,00001853,00000527,00038015,00055124,00000127,00000585,00001454,00001293,00007044,00002276,00001791,00000000,00001039,00000000,00000000,00000000,00006689,00000000,00000567,00000000,00001477,00001045,00000974,                                                                                                    
R058,BERGEN STREET                 ,00006992,00000553,00000077,00000128,00000003,00003082,00007755,00000003,00000107,00000092,00000003,00001230,00000317,00000291,00000000,00000189,00000000,00000000,00000000,00000441,00000000,00000022,00000000,00000071,00000050,00000045,                                                                                                    
R059,GRAND ARMY PLAZA              ,00012288,00002128,00000133,00000380,00000005,00004756,00012141,00000011,00000177,00000305,00000016,00002015,00000582,00000429,00000000,00000184,00000000,00000000,00000000,00001243,00000000,00000057,00000000,00000084,00000101,00000093,                                                                                                    
R060,EASTERN PARKWAY               ,00007572,00000938,00000088,00000188,00000000,00003743,00007448,00000011,00000060,00000165,00000001,00001284,00000211,00000310,00000000,00000156,00000000,00000000,00000000,00000619,00000000,00000062,00000000,00000095,00000053,00000043,                                                                                                    
R061,NOSTRAND AVENUE               ,00006060,00000475,00000148,00000102,00000001,00004905,00005785,00000006,00000032,00000249,00000002,00000796,00000072,00000145,00000000,00000116,00000000,00000000,00000000,00000660,00000000,00000180,00000000,00000159,00000135,00000102,                                                                                                    
R062,UTICA AVENUE                  ,00034375,00002589,00000943,00001164,00000001,00030239,00025949,00000039,00000200,00001068,00000017,00003379,00000391,00000623,00000000,00000252,00000000,00000000,00000000,00003356,00000000,00000787,00000000,00001088,00001027,00000660,                                                                                                    
R063,SUTTER AVENUE                 ,00010748,00000866,00000233,00000218,00000011,00008853,00005267,00000003,00000038,00000472,00000000,00000498,00000064,00000192,00000000,00000026,00000000,00000001,00000000,00001393,00000000,00000265,00000000,00000437,00000332,00000216,                                                                                                    
R064,SARATOGA AVENUE               ,00009125,00000614,00000137,00000169,00000001,00006345,00004183,00000000,00000041,00000303,00000000,00000431,00000041,00000192,00000000,00000050,00000001,00000000,00000000,00001330,00000000,00000193,00000000,00000361,00000273,00000171,                                                                                                    
R065,ROCKAWAY AVENUE               ,00007345,00000802,00000195,00000250,00000000,00005296,00003020,00000009,00000025,00000937,00000005,00000380,00000138,00000051,00000000,00000044,00000000,00000000,00000003,00001398,00000002,00000146,00000000,00000601,00000356,00000231,                                                                                                    
R066,JUNIUS STREET                 ,00002897,00000362,00000077,00000114,00000000,00002991,00001620,00000001,00000011,00000121,00000000,00000113,00000006,00000017,00000000,00000012,00000000,00000000,00000000,00000611,00000000,00000098,00000000,00000213,00000169,00000082,                                                                                                    
R067,PENNSYLVANIA AVENUE           ,00007063,00000561,00000166,00000154,00000000,00005716,00002795,00000020,00000015,00000321,00000000,00000360,00000023,00000042,00000000,00000039,00000000,00000000,00000000,00001140,00000000,00000201,00000000,00000351,00000291,00000139,                                                                                                    
R068,VAN SICLEN AVENUE             ,00004458,00000360,00000053,00000114,00000001,00003211,00001911,00000002,00000028,00000215,00000000,00000281,00000007,00000028,00000000,00000020,00000001,00000000,00000000,00000696,00000000,00000115,00000000,00000173,00000174,00000121,                                                                                                    
R069,NEW LOTS AVENUE               ,00007924,00000590,00000202,00000233,00000002,00006949,00003954,00000012,00000024,00000288,00000000,00000474,00000058,00000070,00000000,00000047,00000000,00000000,00000000,00001008,00000000,00000185,00000000,00000316,00000280,00000175,                                                                                                    
R070,ST GEORGE TERMINAL            ,00020564,00001370,00000063,00000328,00000004,00002989,00006515,00000137,00000688,00000131,00000006,00000658,00001694,00000118,00000000,00000083,00000000,00000000,00000000,00000825,00000000,00000199,00000000,00000225,00000088,00000117,                                                                                                    
R072,34TH STREET - HUDSON YARDS    ,00050051,00001398,00000124,00000330,00000087,00021680,00023427,00000196,00000500,00000299,00000105,00004472,00001653,00000794,00000000,00001297,00000000,00000000,00000000,00001206,00000000,00000113,00000000,00000318,00000257,00000218,                                                                                                    
R079,FIFTH AVENUE & 60TH STREET    ,00034407,00002482,00000202,00000468,00000066,00014652,00018689,00000199,00000460,00000453,00000179,00003278,00001473,00000543,00000000,00000655,00000000,00000000,00000000,00000856,00000000,00000073,00000000,00000179,00000123,00000164,                                                                                                    
R080,57TH STREET & 7TH AVENUE      ,00073182,00007406,00000391,00001369,00000062,00032069,00056696,00000257,00000963,00000853,00000146,00008507,00003302,00001933,00000000,00001573,00000000,00000000,00000000,00001659,00000000,00000346,00000000,00000491,00000398,00000481,                                                                                                    
R081,49TH STREET & 7TH AVENUE      ,00042999,00002111,00000246,00000610,00000032,00021512,00028710,00000188,00000748,00000377,00000044,00005345,00001662,00000852,00000000,00001132,00000000,00000000,00000000,00000982,00000000,00000088,00000000,00000197,00000156,00000248,                                                                                                    
R082,28TH STREET & BROADWAY        ,00025103,00001085,00000138,00000275,00000023,00012037,00019750,00000103,00000305,00000284,00000016,00002274,00000872,00000693,00000000,00000605,00000000,00000000,00000000,00000503,00000000,00000041,00000000,00000155,00000131,00000134,                                                                                                    
R083,23RD STREET & 5TH AVENUE      ,00043002,00002246,00000203,00000518,00000070,00018491,00032745,00000324,00000631,00000344,00000058,00004393,00001912,00001078,00000001,00000793,00000000,00000000,00000000,00001272,00000000,00000120,00000000,00000351,00000251,00000478,                                                                                                    
R084,59TH STREET/COLUMBUS CIRCLE   ,00136021,00012542,00000984,00002881,00000172,00071125,00103320,00000396,00001253,00001933,00000535,00011532,00005077,00003364,00000000,00002902,00000000,00000000,00000000,00005951,00000000,00002355,00000000,00002040,00001606,00001583,                                                                                                    
R085,8TH STREET & BROADWAY         ,00040165,00002614,00000123,00000474,00000039,00012790,00028762,00000121,00000425,00000307,00000065,00004183,00001467,00000803,00000000,00000915,00000000,00000000,00000000,00001325,00000000,00000074,00000000,00000127,00000117,00000195,                                                                                                    
R086,PRINCE STREET & BROADWAY      ,00029219,00001208,00000098,00000166,00000027,00011931,00017058,00000086,00000370,00000194,00000053,00002208,00000844,00000575,00000000,00000713,00000000,00000000,00000000,00001298,00000000,00000099,00000000,00000127,00000091,00000144,                                                                                                    
R087,CITY HALL                     ,00011228,00000952,00000077,00000205,00000008,00004361,00008342,00000112,00000156,00000160,00000012,00000704,00000454,00000307,00000000,00000206,00000000,00000000,00000000,00000811,00000000,00000232,00000000,00000090,00000044,00000072,                                                                                                    
R088,CORTLANDT STREET              ,00045452,00001551,00000166,00000359,00000023,00016656,00024853,00000199,00000727,00000262,00000042,00004327,00001571,00000885,00000000,00001239,00000000,00000000,00000000,00001047,00000000,00000343,00000000,00000179,00000126,00000183,                                                                                                    
R089,JAY ST-METROTECH              ,00007336,00000420,00000036,00000093,00000007,00002675,00005797,00000064,00000098,00000125,00000006,00000648,00000305,00000179,00000000,00000121,00000000,00000000,00000000,00000499,00000000,00000098,00000000,00000107,00000048,00000095,                                                                                                    
R090,39TH AVENUE & 31ST STREET     ,00005861,00000358,00000054,00000109,00000001,00004896,00004190,00000006,00000043,00000174,00000001,00000528,00000129,00000146,00000000,00000181,00000000,00000000,00000000,00000179,00000000,00000012,00000000,00000076,00000044,00000079,                                                                                                    
R091,36TH AVENUE & 31ST STREET     ,00011394,00000893,00000100,00000158,00000002,00007084,00011233,00000006,00000088,00000365,00000005,00001140,00000276,00000367,00000000,00000164,00000000,00000000,00000000,00000742,00000000,00000097,00000000,00000174,00000092,00000179,                                                                                                    
R092,BROADWAY & 31ST STREET        ,00020406,00001488,00000139,00000429,00000004,00010299,00023723,00000009,00000207,00000597,00000006,00002969,00000657,00000829,00000000,00000284,00000000,00000000,00000000,00000851,00000000,00000080,00000000,00000142,00000103,00000151,                                                                                                    
R093,30TH AVENUE & 31ST STREET     ,00025292,00001494,00000164,00000398,00000005,00013716,00026418,00000015,00000191,00000626,00000013,00003430,00000735,00000871,00000000,00000332,00000000,00000000,00000000,00001096,00000000,00000112,00000000,00000248,00000135,00000189,                                                                                                    
R094,ASTORIA BLVD & 31ST STREET    ,00014698,00000781,00000097,00000207,00000006,00008235,00014701,00000014,00000157,00000274,00000001,00001865,00000473,00000516,00000000,00000171,00000000,00000000,00000000,00000698,00000000,00000078,00000000,00000099,00000114,00000150,                                                                                                    
R095,DITMARS BLVD & 31ST STREET    ,00030780,00001856,00000193,00000412,00000017,00015091,00028679,00000011,00000293,00000851,00000012,00003442,00000867,00000962,00000000,00000267,00000000,00000000,00000000,00001332,00000000,00000083,00000000,00000281,00000115,00000177,                                                                                                    
R096,82ND STREET-JACKSON HEIGHTS   ,00027239,00002881,00000468,00000774,00000003,00026363,00017767,00000015,00000098,00001096,00000015,00001266,00000229,00000306,00000000,00000324,00000000,00000000,00000000,00002834,00000000,00000369,00000000,00000313,00000301,00000268,                                                                                                    
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00042251,00001689,00000311,00000506,00000004,00044513,00017761,00000021,00000081,00000867,00000000,00000903,00000466,00000292,00000000,00000259,00000000,00000000,00000000,00003567,00000000,00000542,00000000,00000497,00000275,00000358,                                                                                                    
R098,CHURCH AVENUE                 ,00023864,00002034,00000537,00000730,00000005,00019399,00022146,00000022,00000135,00000746,00000007,00002888,00000287,00000559,00000000,00000189,00000000,00000000,00000000,00002328,00000000,00000257,00000000,00000487,00000498,00000421,                                                                                                    
R099,DEKALB AVENUE                 ,00034934,00002396,00000346,00001108,00000020,00016311,00035989,00000099,00000382,00000566,00000036,00005246,00001426,00001068,00000000,00000598,00000000,00000000,00000000,00003030,00000000,00000222,00000000,00000680,00000428,00001101,                                                                                                    
R100,METROPOLITAN AVENUE           ,00005125,00000294,00000064,00000163,00000000,00003408,00003793,00000004,00000057,00000149,00000000,00000355,00000108,00000041,00000000,00000045,00000000,00000000,00000000,00000548,00000000,00000118,00000000,00000053,00000077,00000066,                                                                                                    
R101,145TH STREET                  ,00032320,00002151,00000418,00000830,00000007,00036136,00040298,00000049,00000163,00000733,00000022,00003859,00000612,00001061,00000000,00000543,00000000,00000000,00000000,00003629,00000000,00000548,00000000,00001388,00001202,00001379,                                                                                                    
R102,125TH STREET                  ,00041610,00003282,00000880,00001349,00000029,00038301,00039121,00000076,00000188,00001575,00000046,00004421,00000937,00001034,00000000,00000632,00000000,00000000,00000000,00004008,00000000,00000690,00000000,00001420,00001648,00001214,                                                                                                    
R103,BROADWAY-EAST NEW YORK        ,00015004,00000877,00000372,00000446,00000001,00014662,00007749,00000019,00000030,00000571,00000004,00000772,00000095,00000102,00000000,00000169,00000000,00000000,00000000,00001290,00000000,00000253,00000000,00000518,00000661,00000311,                                                                                                    
R104,167TH ST-GRAND CONCOURSE      ,00014391,00000957,00000221,00000272,00000006,00016707,00008158,00000003,00000030,00000722,00000004,00000915,00000095,00000198,00000000,00000134,00000000,00000000,00000000,00002101,00000000,00000522,00000000,00000678,00000903,00000535,                                                                                                    
R105,14TH STREET & 7TH AVENUE      ,00043154,00005807,00000476,00001315,00000019,00022448,00034372,00000154,00000508,00000570,00000139,00004613,00001803,00001096,00000000,00000910,00000000,00000000,00000000,00001674,00000000,00000191,00000000,00000310,00000388,00000336,                                                                                                    
R106,CASTLE HILL AVENUE            ,00010707,00000680,00000124,00000188,00000000,00008442,00005675,00000018,00000063,00000314,00000001,00000798,00000075,00000059,00000000,00000062,00000000,00000000,00000000,00001497,00000000,00000313,00000000,00000380,00000347,00000301,                                                                                                    
R107,WESTCHESTER SQUARE            ,00007975,00000580,00000145,00000234,00000000,00006496,00004819,00000062,00000019,00000280,00000004,00000570,00000107,00000083,00000000,00000045,00000000,00000000,00000000,00000834,00000000,00000192,00000000,00000294,00000267,00000173,                                                                                                    
R108,BOROUGH HALL - COURT STREET   ,00056580,00006576,00000573,00001456,00000112,00022397,00044139,00000294,00000646,00001105,00000279,00005826,00002068,00001388,00000000,00000568,00000000,00000000,00000000,00005660,00000000,00000974,00000000,00001076,00000698,00000618,                                                                                                    
R109,CHURCH AVENUE & NOSTRAND AV   ,00015986,00001244,00000373,00000500,00000001,00012014,00010137,00000015,00000057,00000693,00000006,00001301,00000122,00000228,00000000,00000114,00000000,00000000,00000000,00001567,00000000,00000298,00000000,00000339,00000267,00000194,                                                                                                    
