     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/07/2019-12/13/2019,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,FF VALUE,FF 7-DAY,FF 30-DAY,                                                                     
R132,125TH STREET-LEXINGTON AVE    ,00051079,00004039,00000952,00001626,00000198,00040157,00028441,00000190,00000298,00002014,00000506,00003969,00001647,00000686,00000000,00000533,00000002,00000004,00000000,00008948,00000004,00000705,00000000,00001242,00001605,00000988,                                                                                                    
R133,MOSHOLU PARKWAY-JEROME AVE    ,00015337,00001222,00000223,00000270,00000003,00012588,00007639,00000027,00000078,00000498,00000000,00001415,00000188,00000131,00000000,00000080,00000000,00000000,00000000,00004762,00000000,00000559,00000000,00000396,00000401,00000244,                                                                                                    
R134,HUNTERS PT AVE-49TH AVE       ,00019003,00000943,00000125,00000224,00000373,00005705,00006995,00000122,00000124,00000190,00000650,00001920,00001220,00000228,00000000,00000245,00000000,00000000,00000000,00000296,00000000,00000027,00000000,00000077,00000070,00000075,                                                                                                    
R135,NEWKIRK AVE-NOSTRAND AVE      ,00013884,00001168,00000353,00000355,00000004,00011435,00007605,00000012,00000056,00000399,00000001,00001072,00000080,00000142,00000000,00000111,00000000,00000000,00000000,00003378,00000000,00000415,00000000,00000239,00000256,00000162,                                                                                                    
R136,SHEEPSHEAD BAY ROAD           ,00028550,00003386,00000267,00001122,00000018,00009879,00018710,00000023,00000491,00000741,00000012,00001694,00000923,00000301,00000000,00000190,00000000,00000000,00000000,00004857,00000000,00000517,00000000,00000386,00000195,00000379,                                                                                                    
R137,MYRTLE AVE-GATES AVENUE       ,00035046,00001466,00000239,00000490,00000012,00033068,00026006,00000033,00000137,00000908,00000001,00002477,00000298,00000541,00000000,00000407,00000000,00000000,00000000,00006676,00000000,00000655,00000000,00000478,00000539,00000479,                                                                                                    
R138,WEST 4TH ST-WASHINGTON SQ     ,00122658,00007857,00000553,00001330,00000107,00057077,00068814,00000558,00001512,00001084,00000195,00009017,00004621,00002605,00000000,00003203,00000000,00000000,00000000,00004183,00000000,00000317,00000000,00000481,00000371,00000447,                                                                                                    
R139,CANAL STREET-LISPENARD ST     ,00060155,00002460,00000226,00000460,00000183,00022995,00028779,00000129,00000618,00000464,00000505,00003909,00002511,00001218,00000000,00001380,00000000,00000000,00000000,00002023,00000000,00000210,00000000,00000238,00000181,00000190,                                                                                                    
R140,QUEENS PLAZA-JACKSON AVE      ,00030122,00000954,00000156,00000427,00000036,00018055,00025035,00000114,00000195,00000292,00000032,00002830,00000735,00000675,00000000,00000932,00000000,00000000,00000000,00004160,00000000,00001508,00000000,00000294,00000199,00000253,                                                                                                    
R141,71ST AVE-CONTINENTAL AVE      ,00051672,00007240,00000591,00001964,00000024,00022562,00038716,00000119,00001017,00001527,00000046,00004103,00002225,00000920,00000000,00000494,00000000,00000000,00000000,00006608,00000000,00000584,00000000,00000428,00000407,00000462,                                                                                                    
R142,ESSEX ST-DELANCEY ST          ,00065383,00003626,00000423,00001141,00000040,00039924,00042819,00000127,00000557,00001183,00000024,00005433,00001651,00001123,00000000,00001776,00000000,00000000,00000000,00011722,00000000,00000569,00000000,00000986,00000697,00000931,                                                                                                    
R143,28TH STREET-PARK AVE SOUTH    ,00056493,00003298,00000221,00000588,00000119,00023201,00030614,00000161,00000814,00000606,00000149,00006143,00001919,00001057,00000000,00000920,00000000,00000002,00000000,00001977,00000000,00000237,00000000,00000450,00000334,00000316,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00039964,00004158,00000318,00000751,00000045,00019335,00025502,00000205,00000374,00000908,00000095,00003198,00001625,00000972,00000000,00000497,00000000,00000000,00000000,00005862,00000000,00000181,00000000,00000369,00000371,00000378,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00010572,00000589,00000131,00000102,00000006,00006994,00002953,00000009,00000029,00000475,00000005,00000383,00000053,00000062,00000000,00000052,00000000,00000000,00000000,00002017,00000000,00000171,00000000,00000144,00000235,00000102,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00015974,00001077,00000219,00000398,00000008,00019961,00008840,00000038,00000054,00000861,00000000,00001192,00000086,00000271,00000000,00000082,00000000,00000000,00000000,00005955,00000004,00000458,00000000,00000512,00000705,00000396,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00036183,00002878,00000441,00000994,00000148,00022618,00026405,00000015,00000243,00001067,00000288,00001815,00000825,00000618,00000000,00000487,00000000,00000000,00000000,00005079,00000000,00000560,00000000,00000269,00000173,00000310,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00011053,00000790,00000182,00000331,00000001,00009460,00010205,00000009,00000072,00000366,00000000,00001515,00000218,00000303,00000000,00000161,00000000,00000000,00000000,00001463,00000000,00000151,00000000,00000119,00000131,00000113,                                                                                                    
R149,NEWKIRK PLAZA                 ,00019291,00002227,00000277,00000608,00000004,00012877,00015342,00000017,00000226,00000600,00000005,00001745,00000397,00000415,00000000,00000154,00000000,00000000,00000000,00004073,00000000,00000421,00000000,00000398,00000182,00000371,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00012917,00001734,00000147,00000977,00000004,00006085,00012346,00000012,00000173,00000406,00000004,00000545,00000347,00000178,00000000,00000083,00000000,00000000,00000000,00002981,00000000,00000229,00000000,00000282,00000103,00000382,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00017522,00001645,00000310,00001190,00000006,00013591,00011349,00000012,00000073,00000735,00000005,00000467,00000131,00000104,00000000,00000167,00000000,00000000,00000000,00004060,00000000,00000618,00000000,00000581,00000490,00000618,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00015505,00001001,00000291,00000520,00000010,00015400,00010270,00000039,00000126,00000345,00000000,00001668,00000175,00000160,00000000,00000082,00000000,00000000,00000000,00002641,00000000,00000383,00000001,00000291,00000371,00000211,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00026423,00001415,00000508,00000607,00000001,00027646,00021174,00000015,00000162,00000652,00000004,00002489,00000332,00000517,00000000,00000497,00000000,00000002,00000000,00005729,00000000,00000453,00000000,00000571,00000701,00000427,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00015919,00000914,00000298,00000397,00000005,00019550,00008638,00000014,00000062,00000600,00000000,00001014,00000090,00000139,00000000,00000104,00000000,00000000,00000000,00004420,00000000,00000620,00000000,00000622,00000930,00000519,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00014236,00000835,00000199,00000277,00000002,00015254,00007518,00000008,00000041,00000457,00000007,00000851,00000112,00000182,00000000,00000100,00000001,00000000,00000000,00004607,00000000,00000575,00000000,00000505,00000623,00000456,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00011647,00000870,00000183,00000293,00000006,00011325,00007716,00000021,00000062,00000432,00000000,00001071,00000179,00000191,00000000,00000109,00000000,00000000,00000000,00004094,00000000,00000334,00000000,00000314,00000434,00000272,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00015741,00000920,00000220,00000313,00000000,00014121,00008836,00000037,00000089,00000472,00000010,00001287,00000202,00000180,00000000,00000105,00000000,00000000,00000000,00003881,00000000,00000514,00000000,00000456,00000543,00000385,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00034486,00003542,00000643,00001827,00000035,00025911,00033475,00000122,00000448,00001026,00000032,00003309,00001055,00000542,00000000,00000384,00000000,00000000,00000000,00003791,00000000,00000644,00000000,00000327,00000367,00000414,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00048026,00003113,00000246,00000546,00000067,00014424,00021925,00000083,00000299,00000408,00000100,00001701,00001762,00000868,00000000,00000906,00000000,00000000,00000000,00001450,00000000,00000070,00000000,00000137,00000108,00000184,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00045378,00003291,00000214,00000511,00000048,00020417,00026947,00000106,00000542,00000422,00000131,00004224,00001609,00000815,00000000,00000950,00000000,00000000,00000000,00002706,00000000,00000181,00000000,00000214,00000230,00000207,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00015968,00001020,00000228,00000289,00000007,00015902,00007577,00000029,00000039,00000579,00000003,00000782,00000114,00000270,00000000,00000088,00000000,00000000,00000000,00006036,00000000,00000678,00000000,00000625,00000707,00000476,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00012563,00000689,00000086,00000140,00000000,00014145,00004658,00000002,00000050,00000503,00000000,00000366,00000057,00000132,00000000,00000036,00000000,00000000,00000000,00004432,00000000,00000235,00000000,00000321,00000382,00000167,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00063111,00003920,00000327,00000844,00000033,00028751,00039119,00000180,00000868,00000502,00000050,00006074,00002495,00001399,00000000,00001255,00000000,00000000,00000000,00004163,00000000,00000224,00000000,00000279,00000270,00000229,                                                                                                    
R164,66TH STREET-BROADWAY          ,00061759,00009698,00000576,00001473,00000136,00026386,00034309,00000164,00000785,00001173,00000385,00004372,00002819,00001216,00000000,00001164,00000000,00000000,00000000,00013629,00000000,00000277,00000000,00000384,00000418,00000348,                                                                                                    
R165,TOMPKINSVILLE                 ,00001431,00000063,00000001,00000013,00000000,00000557,00000177,00000010,00000003,00000000,00000000,00000007,00000014,00000000,00000000,00000000,00000000,00000000,00000000,00000406,00000000,00000003,00000000,00000017,00000004,00000010,                                                                                                    
R166,79TH STREET-BROADWAY          ,00036959,00006181,00000370,00000976,00000040,00019681,00024271,00000082,00000479,00000698,00000038,00002969,00001495,00000882,00000000,00000882,00000000,00000000,00000000,00003124,00000000,00000123,00000000,00000175,00000223,00000159,                                                                                                    
R167,86TH STREET-BROADWAY          ,00040480,00008060,00000586,00001103,00000027,00022616,00029929,00000112,00000549,00001000,00000043,00003542,00001957,00001163,00000000,00000709,00000000,00000000,00000000,00004986,00000000,00000162,00000000,00000262,00000313,00000243,                                                                                                    
R168,96TH STREET-BROADWAY          ,00075810,00014268,00001095,00002846,00000056,00044351,00059094,00000181,00001012,00002320,00000115,00007436,00003341,00002133,00000000,00001210,00000000,00000000,00000000,00008970,00000000,00000463,00000000,00000687,00000807,00000605,                                                                                                    
R169,137TH STREET-BROADWAY         ,00023036,00001991,00000326,00000497,00000028,00023518,00019532,00000033,00000082,00000954,00000012,00001660,00000459,00000566,00000000,00000268,00000000,00000000,00000000,00005004,00000000,00000365,00000000,00000596,00000668,00000521,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00241770,00017991,00001828,00004203,00000352,00125896,00163929,00000823,00002799,00002893,00000602,00023418,00008953,00005367,00000000,00004526,00000000,00000000,00000000,00023181,00000000,00001252,00000000,00001518,00001840,00001558,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00021474,00001978,00000131,00000345,00000004,00008921,00018012,00000018,00000280,00000240,00000006,00003435,00001112,00000730,00000000,00000396,00000000,00000000,00000000,00002632,00000000,00000082,00000000,00000084,00000069,00000067,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00024261,00003320,00000216,00000904,00000007,00011312,00015150,00000026,00000144,00000817,00000007,00000502,00000387,00000210,00000000,00000177,00000000,00000000,00000000,00004622,00000000,00002222,00000000,00000341,00000210,00000370,                                                                                                    
R173,207TH STREET-BROADWAY         ,00015816,00001815,00000305,00000658,00000012,00013569,00014169,00000048,00000126,00000896,00000010,00001937,00000328,00000404,00000000,00000187,00000000,00000000,00000000,00002637,00000000,00000288,00000000,00000260,00000405,00000263,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00019507,00002963,00000238,00000602,00000006,00014027,00018724,00000004,00000189,00000441,00000012,00002200,00000614,00000602,00000000,00000275,00000000,00000000,00000000,00003104,00000000,00000214,00000000,00000176,00000231,00000206,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00121342,00005687,00000567,00001386,00000196,00062263,00062163,00000325,00001343,00001192,00000276,00012611,00004943,00002250,00000000,00003576,00000000,00000000,00000000,00010098,00000000,00000363,00000000,00000547,00000609,00000545,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00074228,00005597,00000349,00000849,00000085,00030737,00041128,00000662,00001148,00000777,00000122,00007141,00002641,00001325,00000000,00001324,00000000,00000000,00000000,00005061,00000000,00000328,00000000,00000461,00000396,00000376,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00060111,00006399,00000351,00000865,00000137,00025744,00036261,00000399,00000590,00001003,00000299,00003304,00002329,00001019,00000000,00000635,00000000,00000000,00000000,00005719,00000000,00000382,00000000,00001234,00000772,00001433,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00068351,00007845,00000449,00001087,00000070,00028533,00035343,00000261,00000849,00001401,00000185,00003964,00002543,00001075,00000000,00001074,00000000,00000000,00000000,00004781,00000000,00000200,00000000,00000401,00000347,00000330,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00102237,00011931,00000817,00001789,00000129,00054617,00062420,00000359,00001342,00001596,00000410,00008247,00004524,00002203,00000000,00001664,00000000,00000000,00000000,00007843,00000000,00000629,00000000,00000761,00000769,00000627,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00025927,00002232,00000272,00000654,00000014,00019706,00016687,00000061,00000122,00000900,00000043,00001548,00000527,00000470,00000000,00000292,00000000,00000000,00000000,00008102,00000000,00000453,00000000,00000742,00000669,00000621,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00019364,00001882,00000253,00000671,00000016,00017304,00014503,00000068,00000093,00000681,00000013,00001546,00000374,00000386,00000002,00000273,00000000,00000000,00000000,00005269,00000000,00000366,00000000,00000629,00000625,00000456,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00023597,00002106,00000438,00000914,00000006,00025334,00018899,00000074,00000120,00001110,00000006,00001889,00000394,00000505,00000000,00000298,00000000,00000000,00000000,00007354,00000002,00000464,00000000,00000647,00000783,00000598,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00008392,00000523,00000114,00000166,00000005,00007290,00004499,00000004,00000050,00000252,00000000,00000528,00000080,00000082,00000000,00000036,00000000,00000000,00000000,00006231,00000000,00000499,00000000,00000316,00000365,00000236,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00012856,00001177,00000163,00000200,00000002,00008281,00010171,00000031,00000117,00000269,00000000,00001264,00000305,00000268,00000000,00000111,00000000,00000000,00000000,00002829,00000000,00000270,00000000,00000227,00000101,00000134,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00012890,00001216,00000142,00000291,00000009,00010614,00010711,00000017,00000089,00000557,00000004,00001264,00000240,00000318,00000000,00000197,00000000,00000000,00000000,00003135,00000000,00000241,00000000,00000291,00000270,00000197,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00022487,00003294,00000217,00000603,00000038,00012329,00016654,00000043,00000375,00000340,00000041,00002290,00001266,00000683,00000000,00000502,00000000,00000000,00000000,00003907,00000000,00000093,00000000,00000096,00000157,00000153,                                                                                                    
R187,81ST STREET-MUSEUM            ,00030878,00002881,00000179,00000441,00000025,00019835,00015064,00000086,00000197,00000418,00000047,00002081,00001041,00000574,00000000,00001388,00000000,00000000,00000000,00002445,00000000,00000084,00000000,00000108,00000129,00000102,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00063505,00003067,00000319,00000856,00000162,00029352,00029194,00000178,00000637,00000875,00000163,00004282,00002309,00001160,00000000,00002483,00000000,00000000,00000000,00008592,00000000,00000242,00000000,00000227,00000308,00000261,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00033805,00003068,00000156,00000464,00000028,00013909,00014354,00000057,00000295,00000412,00000067,00002067,00001276,00000561,00000000,00000941,00000000,00000000,00000000,00001175,00000000,00000052,00000000,00000082,00000087,00000099,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00036624,00003801,00000401,00000915,00000053,00018085,00021787,00000113,00000469,00000607,00000068,00002995,00001476,00000774,00000001,00000803,00000000,00000000,00000000,00003609,00000000,00000116,00000000,00000174,00000267,00000211,                                                                                                    
R191,103RD STREET-BROADWAY         ,00025113,00005879,00000332,00001060,00000008,00016899,00019739,00000031,00000206,00000977,00000011,00002018,00000916,00000622,00000000,00000689,00000000,00000000,00000000,00003737,00000000,00000125,00000000,00000249,00000297,00000229,                                                                                                    
R192,110TH STREET-BROADWAY         ,00029819,00004595,00000345,00000837,00000018,00014278,00019517,00000053,00000272,00000686,00000039,00001830,00001079,00000740,00000000,00000595,00000000,00000000,00000000,00003299,00000000,00000116,00000000,00000157,00000167,00000208,                                                                                                    
R193,157TH STREET-BROADWAY         ,00019767,00002393,00000418,00000684,00000011,00023269,00018852,00000025,00000070,00000937,00000008,00001769,00000338,00000455,00000000,00000237,00000000,00000000,00000000,00003523,00000000,00000335,00000000,00000290,00000476,00000385,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00040486,00002231,00000149,00000427,00000032,00021815,00024770,00000064,00000510,00000340,00000109,00003752,00001511,00000843,00000000,00000911,00000000,00000000,00000000,00001578,00000000,00000186,00000000,00000201,00000230,00000204,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00037642,00002825,00000589,00001027,00000019,00037780,00021563,00000105,00000184,00001461,00000062,00002971,00000349,00000414,00000000,00000358,00000000,00000000,00000000,00009969,00000000,00001295,00000000,00001165,00001496,00000924,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00017356,00001342,00000301,00000430,00000002,00013662,00016876,00000011,00000096,00000396,00000008,00002433,00000375,00000501,00000000,00000226,00000000,00000000,00000000,00003210,00000000,00000291,00000000,00000191,00000225,00000196,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00029859,00001687,00000200,00000723,00000017,00019315,00021284,00000046,00000229,00000499,00000024,00001877,00000661,00000692,00000000,00000344,00000000,00000000,00000000,00005248,00000000,00000355,00000000,00000413,00000225,00000398,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00030764,00001676,00000568,00000532,00000013,00028561,00027197,00000027,00000209,00000792,00000007,00003976,00000508,00000807,00000000,00000896,00000000,00000000,00000000,00004288,00000000,00000323,00000000,00000483,00000555,00000332,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00013250,00000494,00000167,00000148,00000007,00011687,00009697,00000008,00000115,00000279,00000002,00001556,00000186,00000260,00000000,00000308,00000000,00000000,00000000,00002733,00000000,00000186,00000000,00000217,00000187,00000147,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00025450,00001684,00000422,00000659,00000002,00020961,00013325,00000020,00000116,00000927,00000000,00001098,00000273,00000181,00000000,00000239,00000000,00000000,00000000,00005944,00000002,00000633,00000000,00000937,00000791,00000664,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00037706,00003805,00000480,00001109,00000005,00026474,00027781,00000084,00000284,00001187,00000026,00002188,00000574,00000564,00000000,00000477,00000000,00000000,00000000,00006864,00000000,00001104,00000000,00000510,00000329,00000520,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00032406,00005481,00000441,00001436,00000024,00014916,00024556,00000034,00000492,00001150,00000021,00002167,00000861,00000673,00000000,00000293,00000000,00000000,00000000,00003434,00000000,00000377,00000000,00000336,00000168,00000249,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00048504,00002498,00000267,00000642,00000053,00018004,00026046,00000179,00000823,00000472,00000032,00003694,00001938,00001029,00000000,00000848,00000000,00000000,00000000,00001406,00000000,00000176,00000000,00000208,00000215,00000201,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00018049,00001935,00000260,00000684,00000011,00011754,00015057,00000013,00000174,00000474,00000008,00001245,00000400,00000271,00000000,00000165,00000000,00000000,00000000,00004278,00000000,00000337,00000000,00000386,00000232,00000358,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00023117,00001379,00000461,00000507,00000010,00020996,00012119,00000050,00000075,00000624,00000017,00003318,00000249,00000245,00000000,00000180,00000000,00000000,00000000,00007919,00000000,00002884,00000000,00000955,00001131,00000721,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00025959,00002282,00000676,00000937,00000035,00024832,00019482,00000083,00000121,00000952,00000041,00002623,00000514,00000530,00000000,00000396,00000000,00000000,00000000,00004958,00000002,00000413,00000000,00000500,00000863,00000530,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00023242,00002693,00000564,00000986,00000015,00022195,00019046,00000041,00000077,00001016,00000024,00004179,00000334,00000630,00000000,00000318,00000000,00000000,00000000,00005963,00000000,00000384,00000000,00000597,00000740,00000456,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00037092,00001427,00000283,00000419,00000011,00052063,00015460,00000050,00000103,00001192,00000001,00000813,00001037,00000438,00000000,00000199,00000000,00000000,00000000,00010042,00000000,00000909,00000000,00000377,00000317,00000282,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00010940,00001090,00000247,00000287,00000006,00008559,00008257,00000003,00000114,00000361,00000000,00001191,00000142,00000235,00000000,00000118,00000000,00000000,00000000,00001700,00000000,00000165,00000000,00000200,00000142,00000086,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00009042,00000711,00000141,00000171,00000000,00006698,00004780,00000000,00000055,00000385,00000000,00000665,00000085,00000119,00000000,00000075,00000000,00000000,00000000,00002243,00000000,00000208,00000000,00000186,00000165,00000080,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00035882,00004444,00000400,00001539,00000017,00017236,00027099,00000052,00000532,00000877,00000013,00001748,00001240,00000414,00000000,00000221,00000000,00000000,00000000,00006954,00000000,00000704,00000000,00000586,00000242,00000471,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00023643,00001612,00000180,00000789,00000006,00016247,00017590,00000023,00000144,00000583,00000026,00001208,00000346,00000232,00000000,00000189,00000000,00000000,00000000,00006655,00000000,00000482,00000000,00000491,00000333,00000496,                                                                                                    
R213,BAY RIDGE AVE-4TH AVENUE      ,00016440,00001487,00000146,00000435,00000002,00008457,00012205,00000065,00000183,00000506,00000013,00001001,00000483,00000243,00000000,00000093,00000000,00000000,00000000,00004543,00000000,00000257,00000000,00000296,00000194,00000262,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00013732,00001262,00000095,00000286,00000002,00005251,00008271,00000032,00000243,00000372,00000002,00000867,00000395,00000272,00000000,00000125,00000000,00000000,00000000,00001913,00000000,00000156,00000000,00000146,00000091,00000070,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00019755,00001578,00000220,00000752,00000006,00014718,00015983,00000152,00000238,00000499,00000004,00001118,00000594,00000339,00000000,00000367,00000000,00000000,00000000,00005826,00000000,00000667,00000000,00000322,00000175,00000352,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00014632,00001618,00000150,00000295,00000001,00005102,00008192,00000058,00000207,00000305,00000006,00000869,00000610,00000293,00000000,00000111,00000000,00000000,00000000,00001584,00000000,00000098,00000000,00000158,00000095,00000116,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00026003,00001310,00000207,00000338,00000003,00015787,00016620,00000023,00000209,00000438,00000007,00002723,00000664,00000638,00000000,00000677,00000000,00000000,00000000,00002611,00000000,00000198,00000000,00000455,00000373,00000207,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00021827,00002666,00000277,00000978,00000000,00014371,00024679,00000012,00000164,00000929,00000010,00001336,00000236,00000388,00000000,00000239,00000000,00000000,00000000,00004532,00000000,00000394,00000000,00000254,00000092,00000304,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00018428,00003018,00000132,00000685,00000013,00005738,00014817,00000045,00000335,00000682,00000014,00001638,00000661,00000452,00000000,00000165,00000000,00000000,00000000,00005308,00000000,00000121,00000000,00000181,00000066,00000064,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00029889,00001806,00000180,00000355,00000006,00012243,00020288,00000016,00000483,00000326,00000012,00003642,00001223,00000952,00000000,00000549,00000000,00000000,00000000,00004843,00000000,00000106,00000000,00000140,00000130,00000147,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00015078,00000781,00000195,00000179,00000000,00016812,00007111,00000007,00000030,00000540,00000000,00000982,00000053,00000087,00000000,00000120,00000000,00000000,00000000,00004450,00000000,00000646,00000000,00000577,00000637,00000403,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00028730,00002247,00000374,00000663,00000005,00021708,00017134,00000100,00000212,00000916,00000017,00002126,00000200,00000225,00000000,00000159,00000000,00000000,00000000,00008404,00000000,00000654,00000000,00000733,00000630,00000628,                                                                                                    
R223,46TH ST-BLISS ST              ,00025157,00002344,00000339,00000542,00000002,00018888,00022207,00000020,00000206,00000761,00000024,00002019,00000372,00000578,00000000,00000352,00000000,00000000,00000000,00003909,00000000,00000408,00000000,00000227,00000192,00000252,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00013314,00002008,00000077,00000354,00000036,00006567,00009051,00000016,00000128,00000296,00000027,00001328,00000525,00000365,00000000,00000314,00000000,00000000,00000000,00000786,00000000,00000024,00000000,00000025,00000032,00000035,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00009187,00000923,00000181,00000201,00000013,00006746,00006510,00000009,00000066,00000254,00000027,00000905,00000195,00000205,00000000,00000089,00000000,00000000,00000000,00002472,00000000,00000152,00000000,00000210,00000184,00000118,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00004710,00000355,00000076,00000051,00000001,00002348,00001430,00000010,00000035,00000162,00000000,00000296,00000043,00000031,00000000,00000015,00000000,00000000,00000000,00001305,00000000,00000111,00000000,00000094,00000094,00000034,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00017586,00000883,00000066,00000173,00000013,00007073,00010614,00001142,00000271,00000123,00000012,00001440,00000678,00000390,00000000,00000482,00000000,00000000,00000000,00000880,00000000,00000034,00000000,00000069,00000030,00000041,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00010393,00001287,00000148,00000462,00000001,00006889,00008403,00000012,00000129,00000338,00000007,00000483,00000344,00000120,00000000,00000069,00000000,00000000,00000000,00002744,00000000,00000293,00000000,00000181,00000161,00000187,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00011718,00001330,00000124,00000433,00000000,00005772,00007481,00000004,00000148,00000363,00000001,00000408,00000443,00000161,00000000,00000062,00000000,00000000,00000000,00004318,00000000,00000148,00000000,00000158,00000082,00000233,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00009918,00001470,00000040,00000351,00000003,00003013,00007767,00000011,00000180,00000295,00000001,00000435,00000333,00000122,00000000,00000052,00000000,00000000,00000000,00002134,00000000,00000086,00000000,00000212,00000070,00000159,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00018776,00001126,00000073,00000210,00000005,00009352,00012850,00000028,00000314,00000231,00000005,00002339,00000869,00000601,00000000,00000456,00000000,00000000,00000000,00001690,00000000,00000080,00000000,00000149,00000107,00000123,                                                                                                    
