     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/15/2018-12/21/2018,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R014,FULTON STREET                 ,00180906,00005705,00000499,00001179,00000823,00057648,00073580,00000000,00000000,00000000,00000605,00002643,00001099,00001442,00013271,00005377,00002484,00000000,00002927,00000000,00000000,00000000,00006609,00000000,00001773,00000000,                                                                                                    
R015,FIFTH AVENUE                  ,00098383,00004221,00000190,00000645,00000782,00022437,00032941,00000000,00000000,00000000,00000225,00002356,00000654,00000994,00006285,00004916,00001225,00000000,00001860,00000000,00000000,00000000,00000730,00000000,00000319,00000000,                                                                                                    
R016,LEXINGTON AVENUE              ,00020217,00001176,00000059,00000169,00000057,00006158,00009491,00000000,00000000,00000000,00000081,00000416,00000117,00000096,00001469,00000934,00000339,00000000,00000276,00000000,00000000,00000000,00000278,00000000,00000096,00000000,                                                                                                    
R017,LEXINGTON AVENUE              ,00102595,00006199,00000357,00001004,00000603,00027284,00047198,00000000,00000000,00000000,00000251,00002018,00001154,00000897,00007259,00004737,00001532,00000000,00001825,00000000,00000000,00000000,00004206,00000000,00000211,00000000,                                                                                                    
R018,ROOSEVELT AVE/JACKSON HTS     ,00091857,00007768,00001333,00003399,00000033,00075655,00088918,00000000,00000000,00000000,00000064,00000638,00002642,00000038,00007038,00001349,00001375,00000000,00001239,00000000,00000000,00000000,00009662,00000000,00001717,00000000,                                                                                                    
R019,179TH STREET & HILLSIDE AVE   ,00030994,00002200,00000471,00001113,00000010,00021435,00023715,00000000,00000000,00000000,00000057,00000609,00001033,00000013,00002711,00000653,00000303,00000000,00000191,00000000,00000000,00000000,00004098,00000000,00000708,00000000,                                                                                                    
R020,47-50 STREETS/ROCKEFELLER     ,00213690,00011414,00000707,00001593,00000686,00069222,00087990,00000000,00000000,00000000,00000566,00004363,00002107,00000653,00017107,00007306,00002967,00000000,00003655,00000000,00000000,00000000,00003491,00000000,00000766,00000000,                                                                                                    
R021,42ND STREET & 6TH AVENUE      ,00112640,00005305,00000493,00001213,00000131,00044037,00066446,00000000,00000000,00000001,00000540,00002838,00001000,00000106,00011167,00003986,00002081,00000000,00001791,00000000,00000000,00000000,00002496,00000000,00000507,00000000,                                                                                                    
R022,34TH STREET & 6TH AVENUE      ,00220969,00011905,00001140,00002457,00000785,00095116,00112110,00000000,00000000,00000000,00000864,00002826,00002991,00000820,00015041,00005808,00003057,00000000,00003898,00000001,00000000,00000000,00005368,00000000,00001631,00000000,                                                                                                    
R023,34TH STREET & 6TH AVENUE      ,00158177,00007535,00000668,00001485,00000517,00047805,00076778,00000000,00000000,00000000,00000281,00003041,00001819,00000605,00009588,00005614,00002522,00000000,00002104,00000000,00000000,00000000,00002934,00000000,00000586,00000000,                                                                                                    
R024,SUTPHIN BOULEVARD             ,00040099,00002262,00000418,00000672,00000289,00029209,00017342,00000000,00000000,00000000,00000033,00000300,00001011,00000337,00001698,00000742,00000228,00000000,00010073,00000000,00000000,00000000,00002936,00000000,00000708,00000000,                                                                                                    
R025,JAMAICA CENTER-PARSONS BLVD   ,00043146,00002011,00000790,00001420,00000026,00047952,00027841,00000000,00000000,00000000,00000051,00000291,00001583,00000024,00004218,00000533,00000411,00000000,00000384,00000000,00000000,00000000,00006862,00000002,00001498,00000000,                                                                                                    
R027,WALL STREET                   ,00060272,00002727,00000132,00000439,00000780,00015713,00030347,00000000,00000000,00000000,00000135,00001033,00000302,00001429,00005168,00002629,00001088,00000000,00000953,00000000,00000000,00000000,00001547,00000000,00000109,00000000,                                                                                                    
R028,FULTON & WILLIAM STREETS      ,00066465,00004104,00000420,00001172,00000400,00024310,00040303,00000000,00000000,00000000,00000181,00001102,00000604,00000554,00007741,00002200,00001269,00000000,00001258,00000000,00000000,00000000,00002891,00000000,00000296,00000000,                                                                                                    
R029,PARK PLACE                    ,00129167,00005896,00000485,00001301,00000684,00036677,00056747,00000000,00000000,00000000,00001325,00001924,00001205,00001231,00009455,00004412,00002285,00000000,00002322,00000000,00000000,00000000,00006745,00000000,00004117,00000000,                                                                                                    
R030,CHAMBERS STREET               ,00047360,00003137,00000236,00000605,00000422,00016302,00024391,00000000,00000000,00000000,00000218,00000818,00000500,00000711,00003948,00002111,00000805,00000000,00000595,00000000,00000000,00000000,00010088,00000000,00003382,00000000,                                                                                                    
R031,34TH STREET & 7TH AVENUE      ,00137759,00007389,00000599,00001078,00002025,00035553,00039146,00000000,00000000,00000001,00000238,00001572,00001708,00003031,00005970,00005447,00001296,00000000,00001738,00000000,00000000,00000000,00003516,00000000,00000787,00000000,                                                                                                    
R032,42ND STREET/TIMES SQUARE      ,00106330,00005505,00000426,00001221,00000177,00039431,00063526,00000000,00000000,00000001,00000327,00002141,00000720,00000131,00008468,00004115,00002159,00000000,00001562,00000000,00000000,00000000,00001526,00000000,00000322,00000000,                                                                                                    
R033,42ND STREET/TIMES SQUARE      ,00182224,00008922,00000856,00001539,00000467,00075904,00065677,00000000,00000000,00000000,00001245,00002248,00002696,00000405,00011291,00004987,00002125,00000000,00003779,00000001,00000000,00000000,00006197,00000000,00001368,00000000,                                                                                                    
R034,125TH STREET & BROADWAY       ,00017559,00001731,00000149,00000350,00000051,00010599,00010969,00000000,00000000,00000000,00000023,00000136,00000490,00000028,00001252,00000488,00000309,00000000,00000303,00000000,00000000,00000000,00002032,00000000,00000137,00000000,                                                                                                    
R035,168TH STREET & BROADWAY       ,00055450,00004887,00000599,00000850,00000069,00032356,00037039,00000000,00000000,00000000,00000090,00000400,00001377,00000122,00003909,00001479,00001202,00000000,00000729,00000000,00000000,00000000,00007040,00000000,00000484,00000000,                                                                                                    
R036,DYCKMAN STREET                ,00013924,00001619,00000225,00000337,00000008,00013731,00008594,00000000,00000000,00000000,00000018,00000092,00000960,00000000,00000968,00000089,00000140,00000000,00000111,00000000,00000000,00000000,00003543,00000000,00000348,00000000,                                                                                                    
R037,207TH STREET                  ,00009342,00000971,00000239,00000196,00000000,00013724,00006820,00000000,00000000,00000000,00000013,00000029,00000531,00000007,00000791,00000070,00000100,00000000,00000068,00000000,00000000,00000000,00002439,00000000,00000329,00000000,                                                                                                    
R038,215TH STREET                  ,00003496,00000460,00000055,00000120,00000003,00002110,00002469,00000000,00000000,00000000,00000007,00000052,00000164,00000003,00000304,00000100,00000090,00000000,00000042,00000000,00000000,00000000,00000556,00000000,00000042,00000000,                                                                                                    
R039,225TH STREET                  ,00012038,00000928,00000120,00000161,00000052,00010377,00005598,00000000,00000000,00000000,00000011,00000059,00000361,00000032,00000721,00000166,00000138,00000000,00000087,00000000,00000000,00000000,00002680,00000000,00000327,00000000,                                                                                                    
R040,231ST STREET                  ,00020582,00002429,00000367,00000728,00000001,00016823,00014055,00000001,00000000,00000000,00000090,00000148,00000904,00000008,00001933,00000378,00000267,00000000,00000111,00000000,00000000,00000000,00003065,00000000,00000481,00000000,                                                                                                    
R041,BOWLING GREEN & BATTERY PL    ,00046573,00002729,00000313,00000687,00000428,00018243,00026271,00000000,00000000,00000000,00001505,00000786,00000605,00000724,00005009,00001929,00000789,00000000,00000681,00000000,00000000,00000000,00003861,00000000,00000257,00000000,                                                                                                    
R042,BOWLING GREEN & BROADWAY      ,00008590,00000380,00000054,00000086,00000048,00005417,00003266,00000000,00000000,00000000,00000204,00000105,00000058,00000106,00000531,00000260,00000094,00000000,00000256,00000000,00000000,00000000,00000407,00000000,00000091,00000000,                                                                                                    
R043,WALL STREET                   ,00046962,00002431,00000119,00000340,00000336,00015637,00024802,00000000,00000000,00000000,00000906,00000828,00000334,00000811,00003449,00001694,00000842,00000000,00000736,00000000,00000001,00000000,00001771,00000000,00000152,00000000,                                                                                                    
R044,BROOKLYN BRIDGE               ,00072813,00005099,00000299,00001119,00000260,00027706,00037757,00000000,00000000,00000000,00000357,00000930,00000805,00000730,00006154,00002362,00001217,00000000,00001202,00000000,00000000,00000000,00005137,00000000,00001152,00000000,                                                                                                    
R045,42ND STREET & GRAND CENTRAL   ,00087256,00004837,00000203,00000397,00001464,00012400,00022598,00000000,00000000,00000000,00000184,00001192,00000445,00001949,00003678,00003967,00000977,00000000,00000749,00000000,00000000,00000000,00000824,00000000,00000131,00000000,                                                                                                    
R046,42ND STREET & GRAND CENTRAL   ,00253883,00011870,00000676,00001382,00002587,00057693,00081148,00000000,00000000,00000000,00000589,00003358,00002694,00003733,00013627,00008993,00002819,00000000,00003625,00000000,00000000,00000000,00002379,00000000,00000589,00000000,                                                                                                    
R047,42ND STREET & GRAND CENTRAL   ,00110259,00005869,00000349,00000867,00000913,00032623,00057642,00000000,00000000,00000000,00000536,00002230,00000550,00001547,00009833,00004870,00001755,00000000,00001323,00000000,00000000,00000000,00001686,00000000,00000390,00000000,                                                                                                    
R048,42ND STREET & 3RD AVENUE      ,00034334,00001700,00000099,00000301,00000272,00008225,00017611,00000000,00000000,00000000,00000059,00000692,00000142,00000303,00002091,00001641,00000530,00000000,00000331,00000000,00000000,00000000,00000440,00000000,00000095,00000000,                                                                                                    
R049,51ST STREET & LEXINGTON AVE   ,00062929,00003518,00000257,00000538,00000118,00021832,00028796,00000000,00000000,00000000,00000275,00001228,00000509,00000139,00005551,00002339,00000913,00000000,00001274,00000000,00000000,00000000,00000933,00000000,00000175,00000000,                                                                                                    
R050,59TH STREET & LEXINGTON AVE   ,00062105,00004628,00000304,00000743,00000243,00023874,00034441,00000000,00000000,00000000,00000338,00001324,00000685,00000368,00005880,00002600,00000956,00000000,00000837,00000000,00000000,00000000,00001684,00000000,00000268,00000000,                                                                                                    
R051,59TH STREET & LEXINGTON AVE   ,00072500,00005843,00000464,00001095,00000152,00042107,00046414,00000000,00000000,00000000,00000301,00001218,00000772,00000223,00007195,00002536,00001348,00000000,00000757,00000000,00000000,00000000,00004116,00000000,00000539,00000000,                                                                                                    
R052,WOODLAWN ROAD                 ,00008627,00000563,00000168,00000508,00000008,00009676,00005401,00000000,00000000,00000000,00000023,00000075,00000551,00000003,00000684,00000108,00000039,00000000,00000036,00000000,00000000,00000000,00001101,00000000,00000347,00000000,                                                                                                    
R053,149TH STREET & 3RD AVENUE     ,00035066,00002021,00000649,00000888,00000024,00040955,00018783,00000000,00000000,00000000,00000047,00000164,00001528,00000012,00002956,00000183,00000255,00000000,00000184,00000000,00000000,00000000,00008727,00000000,00001160,00000000,                                                                                                    
R054,FIFTH AVENUE & 42ND STREET    ,00037345,00001999,00000162,00000403,00000116,00013805,00020390,00000000,00000000,00000000,00000158,00000730,00000459,00000083,00003053,00001147,00000615,00000000,00000610,00000000,00000000,00000000,00000759,00000000,00000208,00000000,                                                                                                    
R055,MAIN STREET                   ,00084897,00009182,00001065,00005410,00000037,00057958,00087764,00000000,00000000,00000000,00000136,00000711,00002660,00000033,00004576,00001003,00000700,00000000,00000853,00000000,00000000,00000000,00010973,00000000,00002041,00000000,                                                                                                    
R056,NEVINS STREET                 ,00021556,00001736,00000384,00000477,00000019,00013446,00013104,00000000,00000000,00000000,00000071,00000174,00000455,00000034,00002537,00000490,00000470,00000000,00000262,00000000,00000000,00000000,00003817,00000000,00000230,00000000,                                                                                                    
R057,BARCLAYS CENTER               ,00116925,00006969,00001008,00001876,00001378,00052663,00062804,00000000,00000000,00000000,00000205,00001163,00001705,00001879,00009703,00003691,00001929,00000000,00001921,00000000,00000000,00000000,00018971,00000000,00001083,00000000,                                                                                                    
R058,BERGEN STREET                 ,00008604,00000660,00000064,00000171,00000003,00003890,00007174,00000000,00000000,00000000,00000008,00000134,00000129,00000000,00001458,00000386,00000276,00000000,00000167,00000000,00000000,00000000,00000801,00000000,00000040,00000000,                                                                                                    
R059,GRAND ARMY PLAZA              ,00015848,00002404,00000161,00000389,00000013,00005910,00011683,00000000,00000000,00000000,00000013,00000302,00000405,00000017,00002243,00000599,00000469,00000000,00000168,00000000,00000000,00000000,00002546,00000000,00000059,00000000,                                                                                                    
R060,EASTERN PARKWAY               ,00009115,00000929,00000135,00000208,00000000,00005091,00007317,00000000,00000000,00000000,00000025,00000113,00000231,00000004,00001656,00000232,00000288,00000000,00000183,00000000,00000000,00000000,00001442,00000000,00000055,00000000,                                                                                                    
R061,NOSTRAND AVENUE               ,00006950,00000566,00000145,00000154,00000000,00006106,00005537,00000000,00000000,00000000,00000002,00000043,00000282,00000007,00000942,00000066,00000153,00000000,00000070,00000000,00000000,00000000,00001843,00000000,00000127,00000000,                                                                                                    
R062,UTICA AVENUE                  ,00043106,00002743,00000989,00001165,00000009,00040024,00028506,00000000,00000000,00000000,00000068,00000317,00001128,00000022,00004689,00000346,00000697,00000000,00000280,00000000,00000000,00000000,00007657,00000000,00001007,00000000,                                                                                                    
R063,SUTTER AVENUE                 ,00012593,00000892,00000218,00000268,00000010,00010979,00005893,00000000,00000000,00000000,00000005,00000104,00000674,00000000,00000778,00000228,00000227,00000000,00000052,00000002,00000003,00000000,00003805,00000002,00000274,00000000,                                                                                                    
R064,SARATOGA AVENUE               ,00010928,00000606,00000152,00000152,00000001,00008175,00004976,00000000,00000000,00000000,00000003,00000070,00000301,00000000,00000664,00000031,00000112,00000000,00000050,00000000,00000002,00000000,00003031,00000000,00000315,00000000,                                                                                                    
R065,ROCKAWAY AVENUE               ,00008889,00000705,00000217,00000221,00000002,00007375,00003336,00000000,00000000,00000000,00000013,00000029,00000721,00000006,00000542,00000020,00000052,00000000,00000035,00000000,00000002,00000000,00004780,00000006,00000250,00000000,                                                                                                    
R066,JUNIUS STREET                 ,00003779,00000383,00000070,00000107,00000006,00004061,00001761,00000000,00000000,00000000,00000001,00000021,00000218,00000001,00000177,00000005,00000018,00000000,00000006,00000000,00000000,00000000,00001686,00000000,00000135,00000000,                                                                                                    
R067,PENNSYLVANIA AVENUE           ,00008656,00000549,00000212,00000165,00000000,00007207,00003229,00000000,00000000,00000000,00000011,00000029,00000421,00000000,00000600,00000018,00000042,00000000,00000040,00000000,00000000,00000000,00003212,00000000,00000162,00000000,                                                                                                    
R068,VAN SICLEN AVENUE             ,00005610,00000423,00000086,00000111,00000000,00004558,00002239,00000000,00000000,00000000,00000002,00000034,00000254,00000000,00000382,00000023,00000066,00000000,00000021,00000000,00000000,00000000,00001440,00000000,00000132,00000000,                                                                                                    
R069,NEW LOTS AVENUE               ,00009592,00000651,00000242,00000215,00000000,00009555,00004419,00000000,00000000,00000000,00000016,00000028,00000459,00000000,00000697,00000075,00000050,00000000,00000057,00000000,00000000,00000000,00002341,00000000,00000263,00000000,                                                                                                    
R070,ST GEORGE TERMINAL            ,00030040,00001845,00000140,00000361,00000009,00005322,00008737,00000000,00000000,00000000,00000224,00000955,00000208,00000001,00001109,00001893,00000163,00000000,00000094,00000000,00000000,00000000,00003024,00000000,00000208,00000000,                                                                                                    
R072,34TH STREET - HUDSON YARDS    ,00028315,00000681,00000098,00000173,00000124,00011116,00011068,00000000,00000000,00000000,00000173,00000325,00000170,00000062,00001728,00000808,00000356,00000000,00000374,00000000,00000000,00000000,00000314,00000000,00000081,00000000,                                                                                                    
R079,FIFTH AVENUE & 60TH STREET    ,00050741,00003071,00000248,00000482,00000177,00018526,00022739,00000000,00000000,00000000,00000299,00000972,00000541,00000288,00004451,00001989,00000797,00000000,00000881,00000000,00000000,00000000,00000639,00000000,00000179,00000000,                                                                                                    
R080,57TH STREET & 7TH AVENUE      ,00102354,00008452,00000489,00001567,00000199,00041155,00060660,00000000,00000000,00000000,00000319,00001717,00001204,00000249,00010882,00004348,00002030,00000000,00001765,00000001,00000000,00000000,00002771,00000000,00000468,00000000,                                                                                                    
R081,49TH STREET & 7TH AVENUE      ,00074373,00003216,00000357,00000781,00000089,00032137,00036571,00000000,00000000,00000000,00000311,00001344,00000597,00000107,00006946,00002355,00001158,00000000,00001709,00000000,00000000,00000000,00002247,00000000,00000229,00000000,                                                                                                    
R082,28TH STREET & BROADWAY        ,00039024,00001557,00000201,00000332,00000041,00017671,00023659,00000000,00000000,00000000,00000130,00000607,00000403,00000048,00003350,00001299,00000958,00000000,00000714,00000000,00000000,00000000,00000563,00000000,00000145,00000000,                                                                                                    
R083,23RD STREET & 5TH AVENUE      ,00064987,00002852,00000318,00000617,00000127,00026865,00040323,00000000,00000000,00000000,00000425,00001034,00000455,00000116,00005814,00002540,00001403,00000000,00001213,00000000,00000000,00000000,00002050,00000000,00000203,00000000,                                                                                                    
R084,59TH STREET/COLUMBUS CIRCLE   ,00193590,00014910,00001040,00002911,00000442,00086491,00103070,00000000,00000000,00000000,00000499,00002374,00002381,00000689,00014473,00006833,00003436,00000000,00003912,00000000,00000000,00000000,00013867,00000000,00001974,00000000,                                                                                                    
R085,8TH STREET & BROADWAY         ,00050387,00003067,00000179,00000483,00000060,00017100,00027990,00000000,00000000,00000000,00000128,00000715,00000376,00000079,00004735,00001817,00000847,00000000,00001057,00000000,00000000,00000000,00001584,00000000,00000151,00000000,                                                                                                    
R086,PRINCE STREET & BROADWAY      ,00048612,00001596,00000163,00000299,00000047,00019811,00024671,00000000,00000000,00000000,00000148,00000529,00000212,00000068,00003483,00001260,00000828,00000000,00000984,00000000,00000000,00000000,00000950,00000000,00000229,00000000,                                                                                                    
R087,CITY HALL                     ,00014084,00001081,00000093,00000233,00000011,00004795,00009168,00000000,00000000,00000000,00000170,00000263,00000165,00000025,00001264,00000541,00000344,00000000,00000162,00000000,00000000,00000000,00001407,00000000,00000278,00000000,                                                                                                    
R088,CORTLANDT STREET              ,00062750,00001777,00000174,00000334,00000062,00017635,00024851,00000000,00000001,00000000,00000286,00001048,00000346,00000071,00004429,00002038,00000941,00000000,00001285,00000000,00000000,00000000,00001152,00000000,00000387,00000000,                                                                                                    
R089,JAY ST-METROTECH              ,00009472,00000488,00000036,00000097,00000009,00003393,00006197,00000000,00000000,00000000,00000080,00000169,00000103,00000010,00000881,00000363,00000182,00000000,00000147,00000000,00000000,00000000,00000895,00000000,00000092,00000000,                                                                                                    
R091,36TH AVENUE & 31ST STREET     ,00019515,00001445,00000134,00000292,00000013,00010408,00016345,00000000,00000000,00000000,00000022,00000260,00000602,00000013,00001991,00000463,00000569,00000000,00000318,00000000,00000000,00000000,00003545,00000000,00000145,00000000,                                                                                                    
R093,30TH AVENUE & 31ST STREET     ,00033403,00001897,00000218,00000436,00000011,00016279,00029979,00000000,00000000,00000000,00000019,00000349,00000731,00000021,00004738,00000900,00001162,00000000,00000396,00000000,00000000,00000000,00002565,00000000,00000246,00000000,                                                                                                    
R094,ASTORIA BLVD & 31ST STREET    ,00024692,00001137,00000138,00000262,00000023,00012632,00019547,00000000,00000000,00000000,00000007,00000351,00000502,00000011,00003023,00000596,00000633,00000000,00000303,00000000,00000000,00000000,00001784,00000000,00000196,00000000,                                                                                                    
R095,DITMARS BLVD & 31ST STREET    ,00034277,00001857,00000178,00000295,00000016,00015662,00026719,00000000,00000000,00000000,00000033,00000426,00000933,00000009,00003716,00000859,00000780,00000000,00000294,00000000,00000000,00000000,00003305,00000000,00000273,00000000,                                                                                                    
R096,82ND STREET-JACKSON HEIGHTS   ,00031676,00003206,00000496,00000775,00000024,00028134,00018560,00000000,00000000,00000000,00000023,00000175,00001262,00000017,00001341,00000257,00000341,00000000,00000273,00000000,00000000,00000000,00004660,00000000,00000701,00000000,                                                                                                    
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00048701,00001795,00000316,00000544,00000022,00046465,00019068,00000000,00000000,00000000,00000016,00000144,00000924,00000011,00001198,00000151,00000295,00000000,00000256,00000000,00000000,00000000,00008005,00000000,00000779,00000000,                                                                                                    
R098,CHURCH AVENUE                 ,00030006,00002230,00000607,00000813,00000019,00025449,00022847,00000000,00000000,00000000,00000025,00000286,00000944,00000015,00003407,00000313,00000518,00000000,00000262,00000000,00000000,00000000,00005716,00000000,00000627,00000000,                                                                                                    
R099,DEKALB AVENUE                 ,00044629,00002601,00000370,00001126,00000053,00021305,00036910,00000000,00000000,00000000,00000062,00000639,00000593,00000037,00005924,00001500,00001094,00000000,00000606,00000000,00000000,00000000,00011302,00000000,00000454,00000000,                                                                                                    
R100,METROPOLITAN AVENUE           ,00005174,00000296,00000052,00000113,00000003,00003266,00003438,00000000,00000000,00000000,00000003,00000100,00000107,00000000,00000359,00000134,00000029,00000000,00000016,00000000,00000000,00000000,00001720,00000000,00000113,00000000,                                                                                                    
R101,145TH STREET                  ,00040259,00002128,00000429,00000827,00000010,00040838,00037729,00000000,00000000,00000000,00000041,00000219,00000889,00000024,00004440,00000644,00000943,00000000,00000551,00000000,00000000,00000000,00006709,00000000,00000619,00000000,                                                                                                    
R102,125TH STREET                  ,00052267,00003467,00000835,00001259,00000046,00046133,00039326,00000000,00000000,00000000,00000096,00000351,00001706,00000054,00005358,00001052,00000970,00000000,00000764,00000000,00000000,00000000,00008528,00000000,00000743,00000000,                                                                                                    
R103,BROADWAY-EAST NEW YORK        ,00014348,00000677,00000282,00000350,00000006,00014110,00007120,00000000,00000000,00000000,00000018,00000067,00000534,00000010,00000917,00000067,00000082,00000000,00000120,00000000,00000000,00000000,00002604,00000000,00000329,00000000,                                                                                                    
R105,14TH STREET & 7TH AVENUE      ,00059857,00006051,00000416,00001193,00000105,00027163,00032934,00000000,00000000,00000000,00000156,00001049,00000632,00000165,00005380,00002543,00001130,00000000,00001109,00000000,00000000,00000000,00003890,00000000,00000258,00000000,                                                                                                    
R106,CASTLE HILL AVENUE            ,00012762,00000682,00000134,00000181,00000004,00010595,00006707,00000000,00000000,00000000,00000024,00000113,00000363,00000002,00000957,00000115,00000077,00000000,00000049,00000000,00000000,00000000,00003053,00000000,00000336,00000000,                                                                                                    
R107,WESTCHESTER SQUARE            ,00009633,00000684,00000148,00000299,00000001,00008620,00005552,00000000,00000000,00000000,00000095,00000048,00000422,00000005,00000708,00000135,00000081,00000000,00000039,00000000,00000000,00000000,00003086,00000000,00000180,00000000,                                                                                                    
R108,BOROUGH HALL - COURT STREET   ,00078756,00007579,00000693,00001554,00000238,00030861,00048260,00000000,00000000,00000000,00000346,00001088,00001373,00000377,00008031,00002663,00001501,00000000,00000902,00000000,00000000,00000000,00007581,00000000,00001232,00000000,                                                                                                    
R109,CHURCH AVENUE & NOSTRAND AV   ,00018656,00001461,00000403,00000489,00000009,00014582,00009682,00000000,00000000,00000000,00000009,00000087,00000774,00000005,00001597,00000177,00000224,00000000,00000090,00000000,00000000,00000000,00003464,00000000,00000366,00000000,                                                                                                    
R110,FLATBUSH AVE & NOSTRAND AV    ,00032557,00002350,00000863,00000970,00000024,00026168,00022371,00000000,00000000,00000000,00000092,00000357,00000780,00000011,00003402,00000546,00000357,00000000,00000172,00000000,00000000,00000000,00005619,00000000,00000864,00000000,                                                                                                    
R111,23RD STREET & 8TH AVENUE      ,00055345,00005325,00000400,00001251,00000047,00025180,00034508,00000000,00000000,00000000,00000148,00000997,00000689,00000047,00004582,00002062,00001126,00000000,00001179,00000000,00000000,00000000,00005941,00000000,00000281,00000000,                                                                                                    
R112,FORDHAM RD/GRAND CONCOURSE    ,00020860,00001081,00000266,00000345,00000018,00022358,00010214,00000000,00000000,00000000,00000024,00000094,00000708,00000016,00001072,00000098,00000185,00000000,00000148,00000000,00000000,00000000,00004159,00000000,00000579,00000000,                                                                                                    
