     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/15/2018-12/21/2018,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,                                                                   
R143,28TH STREET-PARK AVE SOUTH    ,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00039072,00003787,00000279,00000701,00000060,00017904,00025038,00000000,00000000,00000000,00000202,00000488,00000811,00000094,00002946,00001497,00000843,00000000,00000427,00000000,00000000,00000000,00004776,00000000,00000212,00000000,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00011014,00000567,00000118,00000100,00000002,00007979,00003040,00000000,00000000,00000000,00000004,00000049,00000413,00000000,00000401,00000032,00000067,00000000,00000046,00000000,00000000,00000000,00002108,00000000,00000179,00000000,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00015983,00000846,00000172,00000358,00000007,00020130,00008751,00000000,00000000,00000000,00000035,00000073,00000692,00000001,00001297,00000079,00000078,00000000,00000067,00000000,00000000,00000000,00004666,00000000,00000429,00000000,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00035303,00002644,00000300,00000843,00000235,00022246,00026092,00000000,00000000,00000000,00000021,00000283,00000927,00000287,00001853,00000670,00000504,00000000,00000538,00000000,00000000,00000000,00004412,00000000,00000438,00000000,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00011812,00000753,00000175,00000288,00000001,00009271,00010159,00000000,00000000,00000000,00000001,00000087,00000449,00000002,00001527,00000197,00000274,00000000,00000174,00000000,00000000,00000000,00001426,00000000,00000119,00000000,                                                                                                    
R149,NEWKIRK PLAZA                 ,00020743,00001983,00000275,00000648,00000007,00013290,00015340,00000000,00000000,00000000,00000013,00000267,00000659,00000006,00001808,00000360,00000363,00000000,00000115,00000000,00000000,00000000,00003785,00000000,00000464,00000000,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00014010,00001823,00000143,00000915,00000005,00006558,00013412,00000000,00000000,00000000,00000018,00000211,00000410,00000000,00000669,00000299,00000166,00000000,00000059,00000000,00000000,00000000,00002692,00000000,00000214,00000000,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00020384,00001673,00000304,00001284,00000001,00014754,00012536,00000000,00000000,00000000,00000011,00000084,00000688,00000005,00000590,00000133,00000126,00000000,00000140,00000000,00000000,00000000,00004119,00000000,00000454,00000000,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00019053,00000994,00000345,00000515,00000010,00017444,00011064,00000000,00000000,00000000,00000023,00000154,00000611,00000000,00002204,00000167,00000151,00000000,00000117,00000000,00000000,00000000,00003104,00000000,00000407,00000000,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00027400,00001377,00000471,00000516,00000004,00027499,00020488,00000000,00000000,00000000,00000020,00000193,00000679,00000007,00002862,00000244,00000460,00000000,00000470,00000000,00000002,00000000,00005719,00000000,00000470,00000000,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00019391,00001075,00000313,00000375,00000008,00024329,00010409,00000000,00000000,00000000,00000011,00000121,00000677,00000003,00001340,00000105,00000177,00000000,00000097,00000000,00000000,00000000,00004921,00000000,00000795,00000000,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00014559,00000756,00000153,00000280,00000001,00015070,00007447,00000000,00000000,00000000,00000013,00000079,00000370,00000008,00000829,00000082,00000135,00000000,00000065,00000000,00000000,00000000,00003644,00000000,00000524,00000000,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00012195,00000766,00000159,00000216,00000006,00011558,00007951,00000000,00000000,00000000,00000010,00000078,00000447,00000005,00001116,00000142,00000129,00000000,00000094,00000000,00000000,00000000,00003725,00000000,00000256,00000000,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00015889,00000924,00000177,00000271,00000006,00014471,00009096,00000000,00000000,00000000,00000010,00000100,00000422,00000006,00001351,00000114,00000148,00000000,00000112,00000000,00000000,00000000,00003332,00000000,00000555,00000000,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00039322,00003654,00000733,00001799,00000051,00029759,00036681,00000000,00000000,00000000,00000112,00000553,00001219,00000032,00004017,00001027,00000443,00000000,00001204,00000000,00000000,00000000,00003459,00000000,00000716,00000000,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00040547,00002473,00000150,00000435,00000083,00010402,00017876,00000000,00000000,00000000,00000073,00000272,00000370,00000101,00001148,00001349,00000728,00000000,00000797,00000000,00000000,00000000,00001258,00000000,00000055,00000000,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00046563,00002925,00000179,00000489,00000101,00017553,00024818,00000000,00000000,00000000,00000107,00000647,00000388,00000145,00003790,00001502,00000752,00000000,00000877,00000000,00000000,00000000,00002295,00000000,00000176,00000000,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00015999,00000855,00000220,00000265,00000002,00017177,00007432,00000000,00000000,00000000,00000030,00000038,00000650,00000006,00000900,00000113,00000199,00000000,00000082,00000000,00000000,00000000,00005298,00000000,00000518,00000000,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00012586,00000636,00000097,00000134,00000002,00014892,00004825,00000000,00000000,00000000,00000008,00000073,00000366,00000001,00000376,00000058,00000099,00000000,00000075,00000000,00000000,00000000,00003606,00000000,00000314,00000000,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00061808,00003484,00000305,00000734,00000043,00025393,00036978,00000000,00000000,00000000,00000180,00001069,00000413,00000031,00006223,00002110,00001231,00000000,00001014,00000000,00000000,00000000,00003992,00000000,00000277,00000000,                                                                                                    
R164,66TH STREET-BROADWAY          ,00059826,00008501,00000437,00001404,00000138,00024554,00033538,00000000,00000000,00000000,00000141,00000909,00000968,00000429,00004456,00002406,00000975,00000000,00001026,00000000,00000000,00000000,00011648,00000000,00000290,00000000,                                                                                                    
R165,TOMPKINSVILLE                 ,00002258,00000073,00000004,00000032,00000000,00000734,00000212,00000000,00000000,00000000,00000011,00000006,00000001,00000000,00000006,00000029,00000008,00000000,00000004,00000000,00000000,00000000,00000520,00000000,00000010,00000000,                                                                                                    
R166,79TH STREET-BROADWAY          ,00041151,00005963,00000401,00000952,00000042,00019900,00025255,00000000,00000000,00000000,00000078,00000546,00000829,00000050,00003114,00001526,00000881,00000000,00000870,00000000,00000000,00000000,00002574,00000000,00000134,00000000,                                                                                                    
R167,86TH STREET-BROADWAY          ,00045273,00007593,00000519,00001176,00000040,00023455,00031698,00000000,00000000,00000000,00000106,00000649,00001082,00000061,00003721,00001937,00001091,00000000,00000749,00000000,00000000,00000000,00004519,00000000,00000239,00000000,                                                                                                    
R168,96TH STREET-BROADWAY          ,00078782,00013527,00000960,00002744,00000098,00043772,00060200,00000000,00000000,00000000,00000132,00001380,00002068,00000125,00008059,00003115,00001963,00000001,00001137,00000000,00000000,00000000,00007822,00000000,00000509,00000000,                                                                                                    
R169,137TH STREET-BROADWAY         ,00023719,00001930,00000332,00000485,00000018,00024032,00019645,00000000,00000000,00000000,00000030,00000083,00000942,00000017,00001924,00000381,00000521,00000000,00000239,00000000,00000000,00000000,00004823,00000000,00000379,00000000,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00269656,00017315,00001731,00003909,00000477,00123345,00168908,00000000,00000000,00000000,00000858,00003755,00002780,00000744,00025097,00009633,00005211,00000000,00004211,00000000,00000000,00000000,00021321,00000000,00001741,00000000,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00022688,00001915,00000108,00000330,00000004,00008331,00018335,00000000,00000000,00000000,00000009,00000368,00000302,00000004,00003642,00001148,00000684,00000000,00000364,00000000,00000000,00000000,00002430,00000000,00000068,00000000,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00025118,00003101,00000274,00000868,00000006,00010818,00015400,00000000,00000000,00000000,00000012,00000273,00000765,00000009,00000570,00000351,00000201,00000000,00000162,00000000,00000000,00000000,00003802,00000000,00001516,00000000,                                                                                                    
R173,207TH STREET-BROADWAY         ,00014877,00001777,00000256,00000501,00000005,00012055,00013327,00000000,00000000,00000000,00000047,00000141,00000668,00000011,00001810,00000268,00000353,00000000,00000158,00000000,00000000,00000000,00002407,00000000,00000202,00000000,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00023278,00003243,00000217,00000547,00000005,00013443,00019539,00000000,00000000,00000000,00000013,00000303,00000614,00000012,00002465,00000634,00000544,00000000,00000323,00000000,00000000,00000000,00003060,00000000,00000223,00000000,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00117372,00005355,00000564,00001338,00000223,00056819,00061855,00000000,00000000,00000000,00000262,00001622,00001061,00000305,00011673,00004210,00001993,00000000,00002876,00000000,00000000,00000000,00010329,00000000,00000462,00000000,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00096051,00006249,00000482,00000916,00000194,00036103,00050029,00000000,00000000,00000000,00000704,00001724,00001038,00000185,00008779,00003005,00001514,00000000,00001434,00000000,00000000,00000000,00004968,00000000,00000345,00000000,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00056415,00005301,00000315,00000755,00000170,00021491,00031288,00000000,00000000,00000000,00000258,00000694,00000863,00000267,00003079,00001955,00000816,00000000,00000459,00000000,00000000,00000000,00003933,00000000,00000368,00000000,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00068509,00007207,00000426,00001062,00000107,00027073,00033801,00000000,00000000,00000000,00000258,00001235,00001283,00000195,00004341,00002378,00001020,00000000,00000988,00000000,00000000,00000000,00004040,00000000,00000264,00000000,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00107529,00011234,00000762,00001763,00000185,00053678,00062899,00000000,00000000,00000000,00000393,00001936,00001523,00000406,00008310,00004249,00001996,00000000,00001743,00000000,00000000,00000000,00007003,00000000,00000696,00000000,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00026732,00002125,00000295,00000564,00000025,00020229,00016080,00000000,00000000,00000000,00000063,00000199,00000925,00000036,00001710,00000452,00000472,00000000,00000266,00000000,00000000,00000000,00006955,00000000,00000338,00000000,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00020883,00001740,00000259,00000558,00000011,00017390,00014676,00000000,00000000,00000000,00000048,00000147,00000693,00000009,00001794,00000323,00000438,00000000,00000210,00000000,00000000,00000000,00005132,00000000,00000413,00000000,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00025577,00001892,00000369,00000813,00000008,00026180,00019207,00000000,00000000,00000000,00000065,00000172,00000925,00000008,00002190,00000367,00000369,00000000,00000282,00000000,00000000,00000000,00006923,00000002,00000504,00000000,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00008910,00000470,00000135,00000156,00000005,00007661,00004600,00000000,00000000,00000000,00000011,00000064,00000280,00000000,00000559,00000095,00000077,00000000,00000052,00000000,00000000,00000000,00005790,00000000,00000282,00000000,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00014069,00001080,00000138,00000165,00000002,00008384,00009997,00000000,00000000,00000000,00000044,00000128,00000371,00000000,00001356,00000274,00000272,00000000,00000116,00000000,00000000,00000000,00002811,00000000,00000229,00000000,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00012630,00001088,00000113,00000277,00000002,00009813,00010051,00000000,00000000,00000000,00000017,00000111,00000523,00000004,00001247,00000226,00000240,00000000,00000174,00000000,00000000,00000000,00002672,00000000,00000205,00000000,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00018105,00002340,00000152,00000429,00000032,00008335,00012141,00000000,00000000,00000000,00000054,00000369,00000250,00000047,00001728,00000894,00000442,00000000,00000268,00000000,00000000,00000000,00002833,00000000,00000079,00000000,                                                                                                    
R187,81ST STREET-MUSEUM            ,00029252,00002325,00000137,00000328,00000044,00015898,00012660,00000000,00000000,00000000,00000057,00000270,00000351,00000061,00001856,00000765,00000415,00000000,00001111,00000000,00000000,00000000,00002307,00000000,00000075,00000000,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00056276,00002836,00000303,00000702,00000213,00023761,00026226,00000000,00000000,00000000,00000139,00000710,00000696,00000181,00003963,00001847,00000852,00000000,00001865,00000000,00000000,00000000,00006422,00000000,00000209,00000000,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00029988,00002884,00000191,00000418,00000042,00010725,00012790,00000000,00000000,00000000,00000043,00000376,00000372,00000061,00001847,00001130,00000528,00000000,00000740,00000000,00000000,00000000,00000862,00000000,00000079,00000000,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00035897,00003506,00000297,00000812,00000067,00015823,00020525,00000000,00000000,00000000,00000134,00000605,00000596,00000084,00003086,00001377,00000706,00000000,00000649,00000000,00000000,00000000,00003723,00000000,00000158,00000000,                                                                                                    
R191,103RD STREET-BROADWAY         ,00028461,00005575,00000383,00001138,00000009,00017954,00020411,00000000,00000000,00000000,00000029,00000311,00001018,00000015,00002192,00000788,00000654,00000000,00000688,00000000,00000000,00000000,00003509,00000000,00000185,00000000,                                                                                                    
R192,110TH STREET-BROADWAY         ,00032828,00004466,00000297,00000879,00000019,00014561,00019674,00000000,00000000,00000000,00000051,00000324,00000768,00000049,00002022,00000993,00000601,00000000,00000541,00000000,00000000,00000000,00003119,00000000,00000159,00000000,                                                                                                    
R193,157TH STREET-BROADWAY         ,00018645,00001979,00000367,00000654,00000001,00022247,00016587,00000000,00000000,00000000,00000004,00000095,00000806,00000001,00001574,00000247,00000346,00000000,00000251,00000000,00000000,00000000,00003102,00000000,00000308,00000000,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00046485,00002192,00000168,00000411,00000069,00020482,00025337,00000000,00000000,00000000,00000072,00000785,00000323,00000143,00003662,00001584,00000805,00000000,00000889,00000000,00000000,00000000,00001338,00000000,00000221,00000000,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00039767,00002704,00000534,00001013,00000047,00042520,00023444,00000000,00000000,00000000,00000065,00000238,00001472,00000058,00003698,00000286,00000414,00000000,00000308,00000000,00000000,00000000,00008801,00000000,00001117,00000000,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00018610,00001189,00000253,00000384,00000000,00013528,00016597,00000000,00000000,00000000,00000012,00000133,00000482,00000007,00002433,00000338,00000442,00000000,00000235,00000000,00000000,00000000,00002757,00000000,00000327,00000000,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00035486,00002136,00000268,00001066,00000035,00021042,00025732,00000000,00000000,00000000,00000051,00000340,00000755,00000032,00002016,00000642,00000640,00000000,00000301,00000000,00000000,00000000,00004685,00000000,00000407,00000000,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00032474,00001544,00000489,00000515,00000010,00028226,00025881,00000000,00000000,00000000,00000030,00000262,00000743,00000005,00004272,00000466,00000642,00000000,00000707,00000000,00000000,00000000,00004183,00000000,00000353,00000000,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00013158,00000555,00000122,00000202,00000003,00010025,00008769,00000000,00000000,00000000,00000011,00000073,00000303,00000003,00001363,00000177,00000268,00000000,00000257,00000000,00000000,00000000,00002931,00000000,00000085,00000000,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00021016,00001107,00000319,00000435,00000004,00017223,00009708,00000000,00000000,00000000,00000021,00000096,00000758,00000003,00000981,00000097,00000132,00000000,00000139,00000000,00000000,00000000,00005419,00000000,00000493,00000000,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00045118,00003808,00000537,00001109,00000019,00030234,00031851,00000000,00000000,00000000,00000089,00000402,00001143,00000036,00002984,00000666,00000474,00000000,00000384,00000000,00000000,00000000,00007229,00000000,00001417,00000000,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00035124,00005648,00000443,00001308,00000032,00016148,00026865,00000000,00000000,00000000,00000070,00000612,00001162,00000034,00002779,00000871,00000607,00000000,00000337,00000000,00000000,00000000,00002664,00000000,00000418,00000000,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00030616,00001642,00000186,00000410,00000040,00012006,00017881,00000000,00000000,00000000,00000093,00000634,00000307,00000024,00002547,00001154,00000628,00000000,00000532,00000000,00000000,00000000,00000911,00000000,00000139,00000000,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00022315,00002167,00000293,00000883,00000010,00014256,00017716,00000000,00000000,00000000,00000023,00000223,00000671,00000007,00001432,00000422,00000320,00000000,00000179,00000000,00000000,00000000,00004301,00000000,00000297,00000000,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00021541,00001214,00000379,00000479,00000015,00021244,00012001,00000000,00000000,00000000,00000030,00000088,00000518,00000015,00003372,00000231,00000186,00000000,00000138,00000000,00000000,00000000,00007595,00000000,00002278,00000000,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00024376,00001980,00000595,00000890,00000052,00023886,00018824,00000000,00000000,00000000,00000086,00000177,00001071,00000033,00002986,00000575,00000478,00000000,00000356,00000000,00000000,00000000,00004168,00000000,00000449,00000000,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00023429,00002442,00000512,00000876,00000016,00022031,00018808,00000000,00000000,00000000,00000043,00000108,00001126,00000020,00004249,00000341,00000482,00000000,00000271,00000000,00000000,00000000,00005119,00000002,00000354,00000000,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00040468,00001288,00000224,00000501,00000008,00049236,00015832,00000000,00000000,00000000,00000012,00000097,00001335,00000010,00000952,00000134,00000901,00000000,00000201,00000000,00000000,00000000,00007423,00000000,00000910,00000000,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00012064,00001127,00000188,00000257,00000006,00008560,00008557,00000000,00000000,00000000,00000005,00000122,00000502,00000001,00001338,00000154,00000237,00000000,00000098,00000000,00000002,00000000,00001840,00000000,00000127,00000000,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00009330,00000720,00000155,00000158,00000000,00006603,00004695,00000000,00000000,00000000,00000009,00000063,00000319,00000001,00000692,00000082,00000107,00000000,00000067,00000000,00000000,00000000,00002175,00000000,00000114,00000000,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00037314,00004308,00000399,00001493,00000021,00017140,00028305,00000000,00000000,00000000,00000055,00000616,00000990,00000006,00001924,00001133,00000331,00000000,00000159,00000000,00000000,00000000,00005809,00000000,00000613,00000000,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00026268,00001603,00000194,00000705,00000018,00016130,00017446,00000000,00000000,00000000,00000041,00000164,00000610,00000007,00001227,00000242,00000233,00000000,00000142,00000000,00000000,00000000,00005303,00000000,00000417,00000000,                                                                                                    
R213,BAY RIDGE AVE-4TH AVENUE      ,00016587,00001354,00000118,00000385,00000002,00008173,00012014,00000000,00000000,00000000,00000082,00000165,00000448,00000015,00001088,00000405,00000213,00000000,00000129,00000000,00000000,00000000,00003117,00000000,00000278,00000000,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00013981,00001185,00000100,00000257,00000000,00004953,00008435,00000000,00000000,00000000,00000025,00000302,00000345,00000001,00000988,00000379,00000222,00000000,00000092,00000000,00000000,00000000,00001524,00000000,00000138,00000000,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00020905,00001515,00000197,00000721,00000008,00013380,00016414,00000000,00000000,00000000,00000149,00000208,00000457,00000006,00001276,00000544,00000318,00000000,00000242,00000000,00000000,00000000,00005202,00000000,00000506,00000000,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00014133,00001518,00000110,00000277,00000000,00005095,00008305,00000000,00000000,00000000,00000037,00000200,00000395,00000013,00000901,00000547,00000240,00000000,00000074,00000000,00000000,00000000,00001497,00000000,00000088,00000000,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00025412,00001380,00000171,00000330,00000003,00014369,00014837,00000000,00000000,00000000,00000014,00000235,00000448,00000001,00002636,00000512,00000438,00000000,00000540,00000000,00000000,00000000,00002424,00000000,00000244,00000000,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00023798,00002762,00000302,00000958,00000008,00015697,00026832,00000000,00000000,00000000,00000019,00000196,00000957,00000022,00001457,00000246,00000388,00000000,00000283,00000000,00000000,00000000,00004459,00000000,00000412,00000000,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00019293,00002858,00000144,00000735,00000010,00005782,00014939,00000000,00000000,00000000,00000026,00000358,00000711,00000028,00001782,00000666,00000381,00000000,00000177,00000000,00000000,00000000,00004681,00000000,00000123,00000000,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00028658,00001671,00000110,00000330,00000003,00010722,00018740,00000000,00000000,00000000,00000026,00000513,00000322,00000010,00003567,00001027,00000763,00000000,00000495,00000000,00000000,00000000,00004074,00000000,00000081,00000000,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00020048,00000871,00000237,00000286,00000001,00023245,00009694,00000000,00000000,00000000,00000005,00000041,00000751,00000004,00001403,00000098,00000130,00000000,00000083,00000000,00000000,00000000,00004828,00000000,00000726,00000000,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00029525,00002162,00000353,00000678,00000006,00023427,00018517,00000000,00000000,00000000,00000114,00000254,00000979,00000018,00002571,00000286,00000266,00000000,00000135,00000000,00000000,00000000,00006586,00000000,00000655,00000000,                                                                                                    
R223,46TH ST-BLISS ST              ,00025761,00002117,00000305,00000494,00000013,00017895,00022340,00000000,00000000,00000000,00000016,00000238,00000809,00000022,00001983,00000340,00000519,00000000,00000287,00000000,00000000,00000000,00003303,00000000,00000402,00000000,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00013057,00001864,00000083,00000306,00000015,00005039,00008517,00000000,00000000,00000000,00000021,00000190,00000231,00000024,00001330,00000490,00000324,00000000,00000297,00000000,00000000,00000000,00000640,00000000,00000042,00000000,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00009299,00000931,00000184,00000184,00000023,00006700,00006272,00000000,00000000,00000000,00000009,00000069,00000220,00000034,00001099,00000173,00000177,00000000,00000089,00000000,00000000,00000000,00002449,00000000,00000165,00000000,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00011578,00000627,00000177,00000133,00000002,00007293,00003948,00000000,00000000,00000000,00000041,00000117,00000349,00000000,00000829,00000111,00000106,00000000,00000025,00000000,00000002,00000000,00002371,00000000,00000240,00000000,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00015060,00000778,00000052,00000153,00000010,00005468,00009169,00000000,00000000,00000000,00000852,00000304,00000069,00000011,00001320,00000562,00000240,00000000,00000339,00000000,00000000,00000000,00000738,00000000,00000035,00000000,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00011187,00001244,00000162,00000425,00000002,00007593,00009155,00000000,00000000,00000000,00000011,00000217,00000325,00000007,00000517,00000296,00000106,00000000,00000076,00000000,00000000,00000000,00002151,00000000,00000258,00000000,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00012381,00001350,00000152,00000359,00000003,00006142,00007749,00000000,00000000,00000000,00000020,00000202,00000344,00000012,00000445,00000410,00000171,00000000,00000045,00000000,00000000,00000000,00003478,00000000,00000182,00000000,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00009833,00001424,00000058,00000409,00000002,00002738,00008424,00000000,00000000,00000000,00000002,00000231,00000288,00000000,00000547,00000290,00000132,00000000,00000039,00000000,00000000,00000000,00001922,00000000,00000109,00000000,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00017269,00001058,00000112,00000198,00000015,00007270,00011754,00000000,00000000,00000000,00000011,00000317,00000278,00000000,00002097,00000706,00000476,00000000,00000270,00000000,00000000,00000000,00001332,00000000,00000094,00000000,                                                                                                    
R232,45TH STREET-4TH AVENUE        ,00018768,00001085,00000124,00000348,00000015,00011703,00009837,00000000,00000000,00000000,00000015,00000120,00000436,00000016,00000827,00000144,00000209,00000000,00000168,00000000,00000000,00000000,00003907,00000000,00000275,00000000,                                                                                                    
R233,53RD STREET-4TH AVENUE        ,00020028,00001260,00000134,00000302,00000015,00012723,00011860,00000000,00000000,00000000,00000018,00000107,00000514,00000013,00000769,00000162,00000246,00000000,00000174,00000000,00000000,00000000,00004277,00000000,00000347,00000000,                                                                                                    
R234,50TH STREET-NEW UTRECHT AVE   ,00006417,00000709,00000071,00000190,00000002,00002970,00003215,00000000,00000000,00000000,00000001,00000062,00000292,00000000,00000080,00000101,00000047,00000000,00000025,00000000,00000000,00000000,00001212,00000000,00000086,00000000,                                                                                                    
R235,BEDFORD AVE-NORTH 7TH ST      ,00073667,00001338,00000153,00000379,00000042,00033418,00041602,00000000,00000000,00000000,00000080,00000743,00000413,00000032,00006579,00002168,00001319,00000000,00001697,00000000,00000000,00000000,00003450,00000000,00000269,00000000,                                                                                                    
R236,DEKALB AVE-WYCKOFF AVE        ,00024591,00000895,00000120,00000241,00000004,00019930,00018786,00000000,00000000,00000000,00000014,00000156,00000493,00000014,00002255,00000247,00000396,00000000,00000250,00000000,00000000,00000000,00003030,00000000,00000319,00000000,                                                                                                    
R237,182ND STREET-183RD STREET     ,00009552,00000449,00000062,00000106,00000005,00009557,00003833,00000000,00000000,00000000,00000004,00000028,00000357,00000000,00000439,00000075,00000048,00000000,00000062,00000000,00000000,00000000,00002512,00000000,00000309,00000000,                                                                                                    
R238,STEINWAY ST-BROADWAY          ,00033410,00002020,00000314,00000626,00000027,00021498,00028359,00000000,00000000,00000000,00000031,00000303,00000813,00000026,00003378,00000660,00000691,00000000,00000409,00000000,00000000,00000000,00004719,00000000,00000401,00000000,                                                                                                    
R239,GREENPOINT AVE                ,00013323,00000948,00000103,00000244,00000005,00006102,00007787,00000000,00000000,00000000,00000011,00000116,00000230,00000006,00001130,00000347,00000200,00000000,00000161,00000000,00000000,00000000,00000577,00000000,00000061,00000000,                                                                                                    
R240,GRAND ST-CHRISTIE ST          ,00050038,00010110,00000330,00005136,00000055,00016598,00049830,00000000,00000000,00000000,00000151,00000598,00001797,00000072,00002664,00000990,00000722,00000000,00001030,00000000,00000000,00000000,00006859,00000000,00000312,00000000,                                                                                                    
R241,15TH ST-PROSPECT PARK WEST    ,00013675,00001342,00000085,00000317,00000006,00005362,00010386,00000000,00000000,00000000,00000016,00000345,00000213,00000009,00001818,00000571,00000382,00000000,00000165,00000000,00000000,00000000,00002473,00000000,00000063,00000000,                                                                                                    
R242,18TH AVE-MCDONALD AVE         ,00006871,00000705,00000057,00000209,00000007,00003805,00003785,00000000,00000000,00000000,00000004,00000085,00000222,00000000,00000235,00000093,00000055,00000000,00000058,00000000,00000000,00000000,00001661,00000000,00000114,00000000,                                                                                                    
R243,170TH STREET-JEROME AVENUE    ,00014261,00000813,00000177,00000244,00000001,00017125,00006558,00000000,00000000,00000000,00000009,00000039,00000609,00000001,00000913,00000052,00000115,00000000,00000063,00000000,00000000,00000000,00004037,00000000,00000518,00000000,                                                                                                    
