     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/08/2019-06/14/2019,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,FF VALUE,FF 7-DAY,FF 30-DAY,                                                                     
R132,125TH STREET-LEXINGTON AVE    ,00053147,00003984,00000988,00001666,00000214,00040506,00031021,00000168,00000312,00002277,00000423,00004641,00001330,00000641,00000000,00000460,00000000,00000002,00000000,00007107,00000006,00000066,00000000,00000574,00001081,00000696,                                                                                                    
R133,MOSHOLU PARKWAY-JEROME AVE    ,00015748,00001306,00000179,00000304,00000015,00012960,00008110,00000032,00000097,00000602,00000002,00001515,00000234,00000135,00000000,00000119,00000000,00000000,00000000,00003738,00000000,00000032,00000000,00000166,00000288,00000210,                                                                                                    
R134,HUNTERS PT AVE-49TH AVE       ,00017775,00000888,00000117,00000240,00000409,00005365,00007131,00000075,00000159,00000203,00000690,00002235,00001188,00000249,00000000,00000182,00000000,00000000,00000000,00000194,00000000,00000028,00000000,00000031,00000058,00000030,                                                                                                    
R135,NEWKIRK AVE-NOSTRAND AVE      ,00014761,00001231,00000380,00000370,00000004,00011519,00007811,00000017,00000110,00000429,00000002,00001192,00000070,00000139,00000000,00000112,00000000,00000000,00000000,00003045,00000000,00000071,00000000,00000091,00000162,00000078,                                                                                                    
R136,SHEEPSHEAD BAY ROAD           ,00030535,00003340,00000264,00001139,00000009,00010001,00020634,00000038,00000617,00000783,00000006,00001910,00000898,00000357,00000000,00000183,00000000,00000000,00000000,00004206,00000000,00000281,00000000,00000173,00000086,00000254,                                                                                                    
R137,MYRTLE AVE-GATES AVENUE       ,00035066,00001492,00000287,00000474,00000010,00031283,00027219,00000048,00000153,00001009,00000003,00002552,00000282,00000501,00000000,00000373,00000000,00000000,00000000,00005745,00000000,00000110,00000000,00000268,00000301,00000307,                                                                                                    
R138,WEST 4TH ST-WASHINGTON SQ     ,00111519,00007052,00000515,00001278,00000096,00052051,00073278,00000526,00001468,00001148,00000163,00008861,00003903,00002206,00000000,00002821,00000000,00000000,00000000,00003397,00000000,00000087,00000000,00000233,00000224,00000273,                                                                                                    
R139,CANAL STREET-LISPENARD ST     ,00055852,00002412,00000169,00000438,00000221,00020769,00032715,00000117,00000570,00000519,00000498,00004054,00002271,00001113,00000000,00001096,00000000,00000000,00000000,00001934,00000000,00000035,00000000,00000093,00000103,00000116,                                                                                                    
R140,QUEENS PLAZA-JACKSON AVE      ,00025440,00001049,00000151,00000425,00000035,00014672,00025824,00000079,00000227,00000294,00000029,00003641,00000676,00000658,00000000,00000743,00000000,00000000,00000000,00003511,00000000,00000569,00000000,00000062,00000081,00000080,                                                                                                    
R141,71ST AVE-CONTINENTAL AVE      ,00051640,00006942,00000626,00001876,00000044,00021690,00040943,00000107,00001135,00001424,00000052,00004499,00002011,00000845,00000000,00000467,00000000,00000000,00000000,00005881,00000000,00000142,00000000,00000165,00000221,00000217,                                                                                                    
R142,ESSEX ST-DELANCEY ST          ,00064117,00003673,00000438,00001193,00000039,00034887,00044665,00000113,00000641,00001165,00000032,00005327,00001334,00001002,00000000,00001509,00000000,00000000,00000000,00010239,00000000,00000078,00000000,00000425,00000412,00000529,                                                                                                    
R143,28TH STREET-PARK AVE SOUTH    ,00051392,00002806,00000201,00000516,00000101,00019733,00030160,00000123,00000810,00000550,00000098,00005504,00001596,00000923,00000000,00000760,00000000,00000000,00000000,00001545,00000000,00000048,00000000,00000180,00000175,00000154,                                                                                                    
R144,96TH STREET-LEXINGTON AVE     ,00038101,00003809,00000238,00000722,00000045,00016286,00025624,00000194,00000431,00000838,00000081,00002897,00001398,00000798,00000000,00000503,00000000,00000000,00000000,00004325,00000000,00000032,00000000,00000191,00000165,00000193,                                                                                                    
R145,241ST ST-WHITE PLAINS RD      ,00011180,00000684,00000175,00000123,00000008,00007292,00003145,00000012,00000022,00000465,00000001,00000421,00000046,00000050,00000000,00000051,00000000,00000000,00000000,00001759,00000000,00000016,00000000,00000084,00000132,00000054,                                                                                                    
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00016466,00001227,00000224,00000402,00000002,00018616,00008956,00000040,00000064,00000713,00000000,00001352,00000100,00000088,00000000,00000059,00000001,00000000,00000000,00003994,00000002,00000039,00000000,00000219,00000499,00000287,                                                                                                    
R147,61ST STREET-ROOSEVELT AVE     ,00038000,00003133,00000313,00000929,00000187,00023441,00028773,00000035,00000308,00001166,00000311,00001977,00000820,00000592,00000000,00000625,00000000,00000000,00000000,00004323,00000000,00000176,00000000,00000119,00000098,00000129,                                                                                                    
R148,PARKSIDE AVE-OCEAN AVE        ,00010609,00000795,00000188,00000300,00000002,00008333,00009705,00000008,00000071,00000383,00000001,00001492,00000171,00000279,00000000,00000165,00000000,00000000,00000000,00001492,00000000,00000065,00000000,00000048,00000093,00000058,                                                                                                    
R149,NEWKIRK PLAZA                 ,00022363,00002220,00000277,00000683,00000003,00013834,00017890,00000023,00000212,00000742,00000004,00001924,00000419,00000457,00000000,00000166,00000000,00000000,00000000,00003550,00000000,00000179,00000000,00000136,00000107,00000193,                                                                                                    
R150,AVENUE U-EAST 16TH STREET     ,00013531,00001922,00000180,00000986,00000001,00006241,00013227,00000012,00000226,00000411,00000003,00000609,00000315,00000155,00000000,00000076,00000000,00000000,00000000,00002521,00000000,00000113,00000000,00000092,00000041,00000176,                                                                                                    
R151,STILLWELL AVE-CONEY ISLAND    ,00040264,00002812,00000416,00001574,00000007,00025236,00018009,00000030,00000159,00001062,00000007,00001085,00000397,00000223,00000000,00000759,00000000,00000000,00000000,00004578,00000000,00000349,00000000,00000451,00000360,00000435,                                                                                                    
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00019632,00001171,00000337,00000544,00000006,00017417,00011853,00000039,00000167,00000470,00000000,00002175,00000142,00000162,00000000,00000105,00000000,00000000,00000001,00003656,00000000,00000134,00000000,00000165,00000298,00000170,                                                                                                    
R153,UTICA AVE-STUYVESANT AVE      ,00028259,00001461,00000530,00000591,00000006,00027894,00022343,00000024,00000166,00000882,00000006,00002905,00000282,00000522,00000000,00000520,00000000,00000000,00000000,00005093,00000002,00000067,00000000,00000284,00000470,00000180,                                                                                                    
R154,TREMONT AVE-179TH ST          ,00015881,00000981,00000256,00000413,00000000,00019458,00008896,00000014,00000076,00000681,00000000,00001175,00000091,00000142,00000000,00000064,00000000,00000000,00000000,00003697,00000000,00000034,00000000,00000235,00000513,00000275,                                                                                                    
R155,KINGSBRIDGE RD-196TH ST       ,00014323,00000898,00000158,00000296,00000002,00015045,00007778,00000012,00000046,00000563,00000007,00000866,00000096,00000166,00000000,00000078,00000000,00000000,00000000,00003809,00000000,00000029,00000000,00000272,00000311,00000274,                                                                                                    
R156,BEDFORD PARK BLVD-203RD ST    ,00011545,00000882,00000155,00000263,00000007,00010330,00007577,00000010,00000079,00000455,00000006,00001135,00000127,00000108,00000000,00000088,00000000,00000000,00000000,00003327,00000000,00000017,00000000,00000140,00000220,00000180,                                                                                                    
R157,205TH ST-BAINBRIDGE AVE       ,00016142,00000954,00000183,00000358,00000003,00013863,00009111,00000020,00000099,00000514,00000007,00001421,00000132,00000146,00000000,00000104,00000000,00000000,00000000,00003273,00000000,00000016,00000000,00000231,00000319,00000233,                                                                                                    
R158,UNION TURNPIKE-KEW GARDENS    ,00039379,00003972,00000820,00002003,00000056,00029988,00038075,00000121,00000488,00001267,00000020,00003891,00001036,00000500,00000000,00001063,00000000,00000000,00000000,00003080,00000000,00000302,00000000,00000166,00000274,00000225,                                                                                                    
R159,116TH STREET-COLUMBIA         ,00029790,00002382,00000171,00000419,00000055,00009304,00018935,00000083,00000212,00000440,00000107,00001043,00001123,00000598,00000000,00000604,00000000,00000000,00000000,00001165,00000000,00000020,00000000,00000039,00000051,00000048,                                                                                                    
R160,ASTOR PLACE-4 AVENUE          ,00043181,00002684,00000153,00000524,00000066,00017622,00028712,00000094,00000552,00000516,00000135,00003849,00001288,00000696,00000000,00000920,00000000,00000000,00000000,00001936,00000000,00000054,00000000,00000106,00000118,00000111,                                                                                                    
R161,KINGSBRIDGE RD-JEROME AVE     ,00015969,00000968,00000229,00000306,00000007,00015870,00007303,00000051,00000046,00000738,00000003,00000874,00000138,00000237,00000000,00000089,00000000,00000000,00000000,00004531,00000000,00000013,00000000,00000265,00000363,00000283,                                                                                                    
R162,ELDER AVE-WESTCHESTER AVE     ,00013033,00000651,00000123,00000145,00000000,00014140,00004841,00000006,00000054,00000526,00000000,00000417,00000054,00000110,00000000,00000054,00000000,00000000,00000000,00003375,00000000,00000031,00000000,00000179,00000271,00000143,                                                                                                    
R163,14TH STREET-6TH AVENUE        ,00056007,00003398,00000301,00000740,00000033,00023846,00038991,00000162,00000900,00000448,00000043,00005671,00001981,00001303,00000000,00001051,00000000,00000000,00000000,00003041,00000000,00000054,00000000,00000127,00000161,00000126,                                                                                                    
R164,66TH STREET-BROADWAY          ,00052611,00008113,00000502,00001250,00000126,00021919,00031684,00000128,00000697,00001186,00000324,00004071,00002214,00000971,00000000,00000878,00000000,00000000,00000000,00010946,00000000,00000042,00000000,00000166,00000245,00000170,                                                                                                    
R165,TOMPKINSVILLE                 ,00002272,00000081,00000008,00000029,00000000,00000880,00000197,00000009,00000001,00000001,00000000,00000004,00000033,00000003,00000000,00000000,00000000,00000000,00000000,00000335,00000000,00000000,00000000,00000009,00000005,00000007,                                                                                                    
R166,79TH STREET-BROADWAY          ,00034229,00005183,00000346,00000862,00000042,00017878,00024476,00000097,00000452,00000802,00000036,00002947,00001333,00000835,00000000,00000675,00000000,00000000,00000000,00002078,00000000,00000009,00000000,00000079,00000110,00000099,                                                                                                    
R167,86TH STREET-BROADWAY          ,00037773,00006984,00000541,00001183,00000023,00019637,00029771,00000112,00000581,00001074,00000045,00003419,00001654,00000949,00000000,00000558,00000000,00000000,00000000,00004103,00000000,00000031,00000000,00000117,00000174,00000159,                                                                                                    
R168,96TH STREET-BROADWAY          ,00074356,00013116,00001022,00002838,00000057,00042357,00062985,00000168,00001047,00002403,00000112,00007625,00002920,00001992,00000000,00001345,00000000,00000000,00000000,00006847,00000000,00000065,00000000,00000309,00000499,00000359,                                                                                                    
R169,137TH STREET-BROADWAY         ,00020580,00002003,00000320,00000477,00000008,00020547,00019116,00000029,00000077,00000973,00000021,00001777,00000310,00000497,00000000,00000308,00000000,00000000,00000000,00004138,00000000,00000035,00000000,00000214,00000331,00000221,                                                                                                    
R170,14TH STREET-UNION SQUARE      ,00226495,00016181,00001610,00004171,00000363,00111074,00175956,00000895,00002943,00002917,00000603,00023153,00008138,00004772,00000000,00003754,00000000,00000000,00000000,00019890,00000000,00000348,00000000,00000796,00001027,00000853,                                                                                                    
R171,7TH AVENUE-PARK PLACE         ,00021792,00001957,00000141,00000394,00000001,00008383,00020420,00000010,00000319,00000315,00000001,00003635,00001122,00000724,00000000,00000395,00000000,00000000,00000000,00002148,00000000,00000037,00000000,00000060,00000039,00000038,                                                                                                    
R172,BRIGHTON BEACH-CONEY ISLAND   ,00026741,00003558,00000300,00001016,00000009,00011664,00016219,00000013,00000212,00000977,00000015,00000612,00000422,00000228,00000000,00000198,00000000,00000000,00000000,00003866,00000000,00000976,00000000,00000163,00000104,00000149,                                                                                                    
R173,207TH STREET-BROADWAY         ,00013852,00001679,00000260,00000507,00000011,00012098,00013760,00000037,00000121,00000726,00000011,00001885,00000303,00000389,00000000,00000148,00000000,00000000,00000000,00002462,00000000,00000014,00000000,00000135,00000243,00000156,                                                                                                    
R174,181ST STREET-FT WASH AVE      ,00021574,00003286,00000251,00000589,00000006,00014553,00021789,00000013,00000261,00000621,00000020,00002520,00000585,00000642,00000000,00000259,00000000,00000000,00000000,00002904,00000000,00000017,00000000,00000106,00000169,00000139,                                                                                                    
R175,8TH AVENUE-14TH STREET        ,00110169,00005204,00000511,00001385,00000178,00058199,00067487,00000302,00001332,00001338,00000289,00011692,00004250,00002227,00000000,00003148,00000000,00000000,00000000,00008725,00000000,00000101,00000000,00000248,00000340,00000332,                                                                                                    
R176,33RD STREET-PARK AVENUE       ,00070742,00004835,00000345,00000792,00000084,00027875,00043771,00000658,00001153,00000876,00000116,00006571,00002343,00001189,00000000,00001163,00000000,00000000,00000000,00004047,00000000,00000040,00000000,00000200,00000186,00000171,                                                                                                    
R177,68TH STREET-HUNTER COLLEGE    ,00050372,00005033,00000308,00000793,00000150,00018462,00027056,00000239,00000563,00001152,00000250,00002818,00001729,00000707,00000000,00000582,00000000,00000000,00000000,00003852,00000000,00000053,00000000,00000205,00000207,00000194,                                                                                                    
R178,77TH STREET-LEXINGTON AVE     ,00067200,00006883,00000419,00000961,00000105,00026724,00034953,00000223,00000912,00001500,00000169,00003523,00002245,00001132,00000000,00001086,00000000,00000000,00000000,00003158,00000000,00000048,00000000,00000199,00000189,00000185,                                                                                                    
R179,86TH STREET-LEXINGTON AVE     ,00103490,00010490,00000786,00001718,00000116,00052911,00066971,00000331,00001549,00001637,00000282,00008304,00003832,00002044,00000000,00001849,00000000,00000000,00000000,00004815,00000000,00000119,00000000,00000412,00000429,00000373,                                                                                                    
R180,103RD STREET-LEXINGTON AVE    ,00027779,00002521,00000270,00000655,00000020,00018884,00017465,00000083,00000140,00001178,00000035,00001634,00000583,00000406,00000000,00000320,00000000,00000000,00000000,00006552,00000000,00000044,00000000,00000366,00000430,00000355,                                                                                                    
R181,110TH STREET-LEXINGTON AVE    ,00022775,00002192,00000249,00000627,00000008,00017160,00015765,00000063,00000136,00000903,00000010,00001898,00000381,00000418,00000000,00000279,00000000,00000000,00000000,00004333,00000000,00000058,00000000,00000280,00000392,00000240,                                                                                                    
R182,116TH STREET-LEXINGTON AVE    ,00025076,00002220,00000422,00000863,00000003,00023949,00018344,00000054,00000148,00001017,00000002,00002077,00000277,00000357,00000000,00000283,00000000,00000002,00000001,00006432,00000000,00000099,00000000,00000274,00000470,00000355,                                                                                                    
R183,BEDFORD PARK BLVD-JEROME AV   ,00008121,00000542,00000132,00000159,00000005,00006909,00004198,00000013,00000042,00000349,00000000,00000503,00000074,00000066,00000000,00000038,00000000,00000000,00000000,00005416,00000000,00000007,00000000,00000104,00000136,00000077,                                                                                                    
R184,CORTELYOU RD-EAST 16TH ST     ,00012780,00001029,00000132,00000183,00000001,00007390,00010167,00000025,00000109,00000403,00000000,00001340,00000247,00000240,00000000,00000098,00000000,00000000,00000000,00002722,00000000,00000109,00000000,00000093,00000039,00000075,                                                                                                    
R185,DYCKMAN STREET-BROADWAY       ,00012637,00001103,00000143,00000248,00000003,00009691,00010184,00000023,00000093,00000602,00000007,00001275,00000206,00000249,00000000,00000183,00000000,00000000,00000000,00002768,00000000,00000015,00000000,00000119,00000143,00000140,                                                                                                    
R186,86TH ST-CENTRAL PARK WEST     ,00023716,00002923,00000172,00000533,00000022,00011486,00017324,00000032,00000405,00000391,00000039,00002151,00001111,00000617,00000000,00000551,00000000,00000000,00000000,00002349,00000000,00000011,00000000,00000073,00000098,00000068,                                                                                                    
R187,81ST STREET-MUSEUM            ,00038402,00002828,00000183,00000451,00000042,00023858,00018731,00000068,00000266,00000444,00000053,00002451,00001169,00000573,00000000,00001508,00000000,00000000,00000000,00001743,00000000,00000015,00000000,00000061,00000065,00000058,                                                                                                    
R188,50TH STREET-8TH AVENUE        ,00056854,00002998,00000290,00000795,00000141,00028190,00030352,00000176,00000634,00000758,00000168,00003960,00001893,00000995,00000000,00002087,00000000,00000000,00000000,00007276,00000000,00000069,00000000,00000145,00000178,00000163,                                                                                                    
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00028521,00002742,00000158,00000501,00000030,00012054,00014465,00000058,00000318,00000455,00000050,00001745,00000963,00000551,00000000,00000738,00000000,00000000,00000000,00000816,00000000,00000012,00000000,00000037,00000067,00000040,                                                                                                    
R190,23RD STREET-7TH AVENUE        ,00031830,00003449,00000285,00000880,00000057,00015684,00022256,00000115,00000447,00000602,00000071,00002846,00001214,00000740,00000000,00000602,00000000,00000000,00000000,00003544,00000000,00000021,00000000,00000094,00000134,00000115,                                                                                                    
R191,103RD STREET-BROADWAY         ,00023274,00005043,00000285,00000996,00000007,00015742,00020404,00000035,00000215,00000948,00000013,00002001,00000756,00000569,00000000,00000831,00000000,00000000,00000000,00003036,00000000,00000013,00000000,00000131,00000164,00000121,                                                                                                    
R192,110TH STREET-BROADWAY         ,00026381,00003847,00000227,00000862,00000010,00012377,00021290,00000054,00000242,00000640,00000037,00001718,00000865,00000616,00000000,00000556,00000000,00000000,00000000,00002813,00000000,00000013,00000000,00000092,00000085,00000099,                                                                                                    
R193,157TH STREET-BROADWAY         ,00018748,00002286,00000423,00000652,00000009,00020761,00018912,00000008,00000091,00001006,00000004,00001668,00000313,00000425,00000000,00000205,00000000,00000000,00000000,00002883,00000000,00000033,00000000,00000170,00000302,00000284,                                                                                                    
R194,BLEECKER ST-LAFAYETTE ST      ,00039112,00001969,00000160,00000439,00000060,00019331,00026987,00000068,00000610,00000316,00000109,00003487,00001359,00000796,00000000,00000793,00000000,00000000,00000000,00001314,00000000,00000048,00000000,00000106,00000111,00000155,                                                                                                    
R195,161ST STREET-YANKEE STADIUM   ,00062828,00003670,00000625,00001084,00000072,00045338,00026206,00000138,00000369,00001776,00000082,00004086,00000964,00000653,00000000,00000993,00000001,00000000,00000000,00007759,00000002,00000120,00000000,00000647,00001030,00000604,                                                                                                    
R196,PROSPECT PARK-EMPIRE BLVD     ,00021581,00001549,00000301,00000480,00000008,00015262,00020705,00000011,00000173,00000571,00000006,00002890,00000410,00000550,00000000,00000367,00000000,00000000,00000000,00002812,00000000,00000074,00000000,00000120,00000123,00000121,                                                                                                    
R197,36TH STREET-4TH AVENUE        ,00035122,00002335,00000228,00001022,00000006,00019796,00026999,00000054,00000262,00000872,00000026,00002084,00000646,00000665,00000000,00000331,00000000,00000000,00000000,00003988,00000000,00000110,00000000,00000217,00000163,00000251,                                                                                                    
R198,NOSTRAND AVE-FULTON ST        ,00031115,00001650,00000589,00000587,00000007,00027701,00028753,00000047,00000185,00000983,00000009,00004359,00000521,00000879,00000000,00000712,00000000,00000000,00000000,00003897,00000000,00000060,00000000,00000273,00000289,00000216,                                                                                                    
R199,KINGSTON AVE-THROOP AVE       ,00012769,00000632,00000154,00000192,00000001,00010303,00010244,00000011,00000084,00000300,00000000,00001422,00000203,00000283,00000000,00000295,00000000,00000000,00000000,00002672,00000000,00000042,00000000,00000113,00000116,00000094,                                                                                                    
R200,EUCLID AVE-PITKIN AVE         ,00020346,00001220,00000322,00000450,00000002,00015483,00009315,00000014,00000094,00000858,00000000,00001011,00000119,00000124,00000000,00000143,00000000,00000000,00000000,00005146,00000000,00000081,00000000,00000384,00000387,00000365,                                                                                                    
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00037527,00003458,00000398,00001077,00000018,00025346,00028221,00000072,00000333,00001135,00000030,00002602,00000558,00000482,00000000,00000402,00000000,00000000,00000000,00006290,00000000,00000381,00000000,00000189,00000208,00000217,                                                                                                    
R202,63RD DRIVE-REGO PARK          ,00032507,00005192,00000429,00001327,00000015,00013787,00025485,00000043,00000484,00001285,00000026,00002455,00000825,00000578,00000000,00000335,00000000,00000000,00000000,00002491,00000000,00000108,00000000,00000178,00000088,00000115,                                                                                                    
R203,23RD STREET-6TH AVENUE        ,00039203,00002041,00000264,00000600,00000042,00014898,00025354,00000165,00000835,00000432,00000031,00003190,00001611,00000844,00000000,00000663,00000000,00000000,00000000,00001181,00000000,00000032,00000000,00000089,00000103,00000087,                                                                                                    
R204,CHURCH AVE-MCDONALD AVE       ,00018720,00001970,00000216,00000799,00000010,00011243,00015362,00000020,00000158,00000536,00000007,00001473,00000389,00000262,00000000,00000156,00000000,00000000,00000000,00004090,00000000,00000080,00000000,00000153,00000099,00000139,                                                                                                    
R205,149TH ST-GRAND CONCOURSE      ,00021928,00001254,00000477,00000505,00000016,00019475,00011603,00000027,00000090,00000625,00000017,00003196,00000230,00000263,00000000,00000139,00000000,00000000,00000000,00006102,00000000,00000023,00000000,00000387,00000585,00000321,                                                                                                    
R206,125TH STREET-LENOX AVENUE     ,00027520,00002257,00000668,00001026,00000034,00025781,00020836,00000061,00000149,00001111,00000038,00003109,00000527,00000518,00000000,00000391,00000000,00000000,00000000,00004229,00000000,00000023,00000000,00000237,00000585,00000337,                                                                                                    
R207,135TH STREET-LENOX AVENUE     ,00024474,00002707,00000579,00001026,00000014,00022251,00020715,00000048,00000081,00001062,00000022,00004569,00000306,00000556,00000000,00000303,00000000,00000000,00000000,00004923,00000000,00000038,00000000,00000337,00000457,00000280,                                                                                                    
R208,103RD ST-ROOSEVELT AVE        ,00040950,00001464,00000314,00000446,00000008,00049341,00016176,00000017,00000111,00001292,00000000,00000911,00000273,00000381,00000000,00000231,00000000,00000000,00000000,00006987,00000000,00000311,00000000,00000249,00000152,00000105,                                                                                                    
R209,STERLING ST-NOSTRAND AVE      ,00011843,00001199,00000226,00000283,00000006,00008496,00009170,00000005,00000097,00000453,00000004,00001292,00000165,00000268,00000000,00000138,00000000,00000000,00000000,00002138,00000000,00000034,00000000,00000073,00000107,00000046,                                                                                                    
R210,BEVERLY RD-NOSTRAND AVE       ,00009433,00000744,00000175,00000192,00000001,00006411,00005023,00000001,00000070,00000391,00000002,00000747,00000083,00000151,00000000,00000059,00000000,00000000,00000000,00001987,00000000,00000046,00000000,00000087,00000114,00000048,                                                                                                    
R211,KINGS HIGHWAY-EAST 16TH ST    ,00036512,00004464,00000416,00001671,00000009,00016911,00027985,00000059,00000613,00000973,00000012,00001915,00001079,00000453,00000000,00000175,00000000,00000000,00000000,00005415,00000000,00000445,00000000,00000307,00000169,00000268,                                                                                                    
R212,59TH STREET-4TH AVENUE        ,00023734,00001696,00000150,00000742,00000007,00013484,00016405,00000035,00000131,00000467,00000018,00001173,00000246,00000206,00000000,00000134,00000000,00000000,00000000,00005026,00000000,00000097,00000000,00000215,00000164,00000198,                                                                                                    
R213,BAY RIDGE AVE-4TH AVENUE      ,00015919,00001330,00000113,00000367,00000005,00008052,00012347,00000061,00000155,00000495,00000016,00001075,00000370,00000217,00000000,00000099,00000000,00000000,00000000,00003597,00000000,00000065,00000000,00000122,00000122,00000093,                                                                                                    
R214,77TH STREET-4TH AVENUE        ,00013353,00001229,00000094,00000279,00000001,00004529,00008579,00000022,00000284,00000315,00000003,00000962,00000374,00000238,00000000,00000107,00000000,00000000,00000000,00001564,00000000,00000033,00000000,00000052,00000020,00000063,                                                                                                    
R215,86TH STREET-4TH AVENUE        ,00017628,00001551,00000204,00000793,00000007,00011267,00015400,00000140,00000204,00000508,00000004,00001216,00000522,00000314,00000000,00000111,00000000,00000000,00000000,00004540,00000000,00000109,00000000,00000109,00000115,00000193,                                                                                                    
R216,BAY RIDGE - 95TH STREET       ,00013988,00001580,00000154,00000286,00000001,00004915,00008778,00000043,00000192,00000356,00000005,00001015,00000554,00000284,00000000,00000117,00000000,00000000,00000000,00001317,00000000,00000018,00000000,00000094,00000055,00000043,                                                                                                    
R217,HOYT ST-SCHERMERHORN ST       ,00025306,00001337,00000220,00000332,00000004,00014301,00017659,00000019,00000214,00000502,00000004,00002891,00000624,00000549,00000000,00000598,00000000,00000000,00000000,00002442,00000000,00000068,00000000,00000257,00000210,00000184,                                                                                                    
R218,ELMHURST AVE-BROADWAY         ,00022119,00002767,00000304,00000968,00000003,00014249,00025660,00000015,00000166,00001032,00000019,00001396,00000241,00000380,00000000,00000208,00000000,00000000,00000000,00004189,00000000,00000148,00000000,00000101,00000051,00000161,                                                                                                    
R219,67TH AVENUE-QUEENS BLVD       ,00018055,00002887,00000166,00000690,00000010,00005348,00015507,00000027,00000350,00000628,00000026,00001746,00000560,00000452,00000000,00000147,00000000,00000000,00000000,00003941,00000000,00000022,00000000,00000082,00000022,00000022,                                                                                                    
R220,CARROLL ST-PRESIDENT ST       ,00028380,00001735,00000137,00000341,00000008,00010757,00021519,00000014,00000453,00000290,00000008,00003704,00001127,00000831,00000000,00000480,00000000,00000000,00000000,00003701,00000000,00000030,00000000,00000081,00000065,00000110,                                                                                                    
R221,167TH STREET-RIVER AVENUE     ,00015854,00000831,00000215,00000230,00000003,00017837,00007738,00000007,00000045,00000669,00000003,00001118,00000090,00000087,00000000,00000116,00000000,00000000,00000000,00003485,00000000,00000021,00000000,00000301,00000393,00000330,                                                                                                    
R222,177TH STREET-PARKCHESTER      ,00030026,00002430,00000378,00000665,00000004,00021749,00018168,00000125,00000226,00000921,00000020,00002529,00000266,00000213,00000000,00000136,00000000,00000000,00000000,00006363,00000000,00000055,00000000,00000319,00000371,00000368,                                                                                                    
R223,46TH ST-BLISS ST              ,00024976,00002241,00000313,00000508,00000013,00017553,00022539,00000020,00000202,00000888,00000022,00001943,00000361,00000524,00000000,00000274,00000000,00000000,00000000,00003389,00000000,00000145,00000000,00000081,00000122,00000073,                                                                                                    
R224,CLARK STREET-HENRY STREET     ,00013679,00001795,00000057,00000339,00000013,00006290,00011587,00000021,00000160,00000296,00000029,00001369,00000494,00000339,00000000,00000364,00000000,00000000,00000000,00000628,00000000,00000014,00000000,00000035,00000025,00000015,                                                                                                    
R225,HOYT STREET-HOYT STREET       ,00008760,00000872,00000167,00000228,00000016,00006144,00006457,00000007,00000060,00000226,00000043,00000990,00000139,00000186,00000000,00000115,00000000,00000000,00000000,00002161,00000000,00000054,00000000,00000135,00000119,00000076,                                                                                                    
R226,GUN HILL ROAD-SEYMOUR         ,00010623,00000629,00000151,00000160,00000006,00006300,00003773,00000036,00000105,00000376,00000000,00000779,00000093,00000099,00000000,00000065,00000000,00000000,00000000,00002042,00000000,00000014,00000000,00000129,00000134,00000061,                                                                                                    
R227,RECTOR STREET-CHURCH STREET   ,00014075,00000884,00000074,00000159,00000015,00005651,00010222,00000876,00000239,00000191,00000014,00001330,00000535,00000296,00000000,00000318,00000000,00000000,00000000,00000727,00000000,00000009,00000000,00000035,00000022,00000011,                                                                                                    
R228,AVENUE J-EAST 16TH STREET     ,00009785,00001093,00000134,00000466,00000000,00006742,00008078,00000006,00000139,00000277,00000007,00000554,00000269,00000108,00000000,00000053,00000000,00000000,00000000,00001720,00000000,00000148,00000000,00000034,00000062,00000072,                                                                                                    
R229,AVENUE M-EAST 16TH STREET     ,00010828,00001246,00000157,00000346,00000005,00005232,00007288,00000003,00000151,00000296,00000001,00000405,00000375,00000134,00000000,00000049,00000000,00000000,00000000,00003950,00000000,00000086,00000000,00000072,00000046,00000076,                                                                                                    
R230,NECK ROAD-EAST 16TH STREET    ,00009936,00001451,00000041,00000367,00000000,00002664,00008533,00000010,00000212,00000378,00000000,00000534,00000305,00000121,00000000,00000036,00000000,00000000,00000000,00001876,00000000,00000053,00000000,00000091,00000016,00000117,                                                                                                    
R231,UNION STREET-4TH AVENUE       ,00017969,00001094,00000104,00000243,00000007,00007785,00013519,00000031,00000311,00000276,00000001,00002444,00000750,00000516,00000000,00000350,00000000,00000000,00000000,00001218,00000000,00000024,00000000,00000062,00000071,00000063,                                                                                                    
