     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/08/2019-06/14/2019,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,FF VALUE,FF 7-DAY,FF 30-DAY,                                                                     
R045,42ND STREET & GRAND CENTRAL   ,00077690,00004673,00000163,00000402,00001039,00011668,00025173,00000196,00001034,00000402,00001801,00003558,00003747,00000988,00000000,00000742,00000000,00000000,00000000,00000840,00000000,00000014,00000000,00000080,00000082,00000055,                                                                                                    
R046,42ND STREET & GRAND CENTRAL   ,00234294,00011087,00000581,00001412,00001957,00056778,00091631,00000668,00002711,00002865,00003447,00013343,00008498,00002902,00000000,00003648,00000000,00000000,00000000,00002453,00000000,00000107,00000000,00000319,00000324,00000282,                                                                                                    
R047,42ND STREET & GRAND CENTRAL   ,00107337,00005915,00000390,00001068,00000646,00032141,00066295,00000536,00001823,00000549,00001441,00010055,00004664,00001948,00000000,00001473,00000000,00000000,00000000,00001739,00000000,00000079,00000000,00000263,00000271,00000218,                                                                                                    
R048,42ND STREET & 3RD AVENUE      ,00034750,00001712,00000086,00000280,00000249,00008531,00020498,00000069,00000551,00000193,00000303,00002283,00001647,00000615,00000000,00000313,00000000,00000000,00000000,00000541,00000000,00000032,00000000,00000057,00000030,00000054,                                                                                                    
R049,51ST STREET & LEXINGTON AVE   ,00055264,00003107,00000211,00000526,00000089,00020722,00031055,00000263,00001072,00000503,00000089,00005295,00002209,00000984,00000000,00001185,00000000,00000000,00000000,00000824,00000000,00000035,00000000,00000146,00000143,00000121,                                                                                                    
R050,59TH STREET & LEXINGTON AVE   ,00056029,00004235,00000302,00000721,00000174,00021935,00036236,00000290,00001069,00000671,00000338,00005783,00002342,00001019,00000000,00000747,00000000,00000000,00000000,00001502,00000000,00000043,00000000,00000127,00000134,00000108,                                                                                                    
R051,59TH STREET & LEXINGTON AVE   ,00064913,00005288,00000489,00001067,00000080,00037998,00047698,00000235,00001056,00000774,00000220,00006790,00002385,00001271,00000000,00000713,00000000,00000000,00000000,00003791,00000000,00000099,00000000,00000301,00000314,00000264,                                                                                                    
R052,WOODLAWN ROAD                 ,00009506,00000633,00000216,00000355,00000008,00010108,00005689,00000024,00000056,00000653,00000003,00000715,00000095,00000050,00000000,00000045,00000000,00000000,00000000,00001038,00000000,00000011,00000000,00000083,00000186,00000114,                                                                                                    
R053,149TH STREET & 3RD AVENUE     ,00036446,00002207,00000620,00000959,00000023,00039367,00019338,00000052,00000124,00001624,00000009,00003087,00000254,00000257,00000000,00000194,00000000,00000002,00000000,00008091,00000000,00000053,00000000,00000662,00001202,00000691,                                                                                                    
R054,FIFTH AVENUE & 42ND STREET    ,00032970,00001668,00000141,00000376,00000091,00013828,00021476,00000167,00000616,00000321,00000075,00002890,00001184,00000644,00000000,00000534,00000000,00000000,00000000,00000695,00000000,00000037,00000000,00000073,00000045,00000059,                                                                                                    
R055,MAIN STREET                   ,00086115,00009810,00001208,00005999,00000061,00058393,00092323,00000170,00000670,00003112,00000037,00004661,00001111,00000726,00000000,00000890,00000000,00000000,00000000,00010900,00000000,00000502,00000000,00000345,00000295,00000576,                                                                                                    
R056,NEVINS STREET                 ,00019756,00001733,00000370,00000515,00000015,00012240,00014132,00000104,00000168,00000531,00000027,00002497,00000461,00000429,00000000,00000269,00000000,00000000,00000000,00003400,00000000,00000044,00000000,00000171,00000209,00000092,                                                                                                    
R057,BARCLAYS CENTER               ,00099920,00006934,00001023,00001966,00000917,00045373,00062128,00000217,00000857,00001842,00001718,00008895,00003190,00001888,00000000,00001655,00000000,00000000,00000000,00018161,00000000,00000473,00000000,00000576,00000608,00000425,                                                                                                    
R058,BERGEN STREET                 ,00007987,00000674,00000068,00000152,00000004,00003631,00007704,00000008,00000138,00000103,00000003,00001395,00000347,00000295,00000000,00000176,00000000,00000000,00000000,00000709,00000000,00000011,00000000,00000038,00000021,00000022,                                                                                                    
R059,GRAND ARMY PLAZA              ,00016089,00002294,00000176,00000378,00000007,00006184,00013437,00000015,00000274,00000455,00000016,00002366,00000692,00000513,00000000,00000254,00000000,00000000,00000000,00001979,00000000,00000021,00000000,00000057,00000049,00000053,                                                                                                    
R060,EASTERN PARKWAY               ,00008625,00001028,00000134,00000231,00000005,00004963,00007725,00000006,00000113,00000171,00000004,00001463,00000263,00000246,00000000,00000207,00000000,00000000,00000000,00001245,00000000,00000007,00000000,00000062,00000033,00000026,                                                                                                    
R061,NOSTRAND AVENUE               ,00007071,00000576,00000200,00000171,00000004,00005924,00006055,00000005,00000038,00000283,00000002,00001024,00000071,00000120,00000000,00000087,00000000,00000000,00000000,00001893,00000000,00000013,00000000,00000079,00000097,00000069,                                                                                                    
R062,UTICA AVENUE                  ,00048017,00003508,00001193,00001678,00000010,00043648,00032735,00000042,00000339,00001446,00000036,00005114,00000405,00000737,00000000,00000347,00000000,00000000,00000000,00007343,00000002,00000305,00000000,00000655,00000738,00000429,                                                                                                    
R063,SUTTER AVENUE                 ,00011010,00000831,00000217,00000213,00000007,00008890,00005180,00000002,00000069,00000439,00000000,00000649,00000076,00000188,00000000,00000049,00000002,00000001,00000000,00003368,00000000,00000051,00000000,00000154,00000181,00000134,                                                                                                    
R064,SARATOGA AVENUE               ,00009201,00000635,00000123,00000144,00000001,00006742,00004300,00000002,00000040,00000295,00000000,00000579,00000051,00000083,00000002,00000031,00000000,00000000,00000000,00002719,00000000,00000028,00000000,00000107,00000126,00000054,                                                                                                    
R065,ROCKAWAY AVENUE               ,00007329,00000613,00000170,00000237,00000000,00005562,00002968,00000009,00000020,00000846,00000004,00000507,00000028,00000248,00000000,00000032,00000000,00000000,00000000,00003095,00000000,00000063,00000000,00000219,00000210,00000094,                                                                                                    
R066,JUNIUS STREET                 ,00002796,00000305,00000055,00000106,00000000,00003025,00001647,00000001,00000021,00000169,00000000,00000172,00000004,00000013,00000000,00000011,00000000,00000000,00000000,00001227,00000000,00000013,00000000,00000069,00000104,00000045,                                                                                                    
R067,PENNSYLVANIA AVENUE           ,00007063,00000533,00000147,00000152,00000000,00005655,00002847,00000012,00000043,00000386,00000000,00000520,00000031,00000051,00000000,00000029,00000000,00000000,00000000,00002755,00000000,00000034,00000000,00000145,00000165,00000109,                                                                                                    
R068,VAN SICLEN AVENUE             ,00004655,00000361,00000074,00000090,00000000,00003539,00002028,00000005,00000030,00000297,00000000,00000362,00000025,00000040,00000000,00000013,00000001,00000000,00000001,00001276,00000000,00000043,00000000,00000080,00000082,00000062,                                                                                                    
R069,NEW LOTS AVENUE               ,00008004,00000520,00000220,00000207,00000000,00007423,00003818,00000010,00000048,00000351,00000001,00000625,00000071,00000059,00000000,00000040,00000000,00000000,00000000,00002167,00000000,00000048,00000000,00000143,00000158,00000085,                                                                                                    
R070,ST GEORGE TERMINAL            ,00031812,00002055,00000097,00000531,00000002,00005428,00009103,00000263,00000938,00000148,00000003,00001206,00002219,00000202,00000000,00000099,00000000,00000000,00000000,00003091,00000000,00000007,00000000,00000073,00000068,00000044,                                                                                                    
R072,34TH STREET - HUDSON YARDS    ,00061466,00002437,00000163,00000417,00000140,00025101,00025521,00000210,00000617,00000773,00000122,00004210,00001725,00000800,00000000,00001364,00000000,00000000,00000000,00000839,00000000,00000059,00000000,00000147,00000124,00000118,                                                                                                    
R079,FIFTH AVENUE & 60TH STREET    ,00045479,00002885,00000204,00000479,00000116,00017701,00022910,00000296,00000718,00000626,00000271,00003975,00001848,00000735,00000000,00000889,00000000,00000000,00000000,00000668,00000000,00000048,00000000,00000102,00000077,00000066,                                                                                                    
R080,57TH STREET & 7TH AVENUE      ,00083786,00007368,00000430,00001371,00000129,00035969,00060232,00000360,00001391,00001167,00000213,00009342,00003661,00001924,00000000,00001531,00000000,00000000,00000000,00002459,00000000,00000092,00000000,00000126,00000187,00000193,                                                                                                    
R081,49TH STREET & 7TH AVENUE      ,00061358,00002799,00000296,00000727,00000080,00029702,00037569,00000298,00001046,00000676,00000081,00006343,00002086,00000998,00000000,00001621,00000000,00000000,00000000,00002021,00000000,00000067,00000000,00000109,00000101,00000095,                                                                                                    
R082,28TH STREET & BROADWAY        ,00029354,00001276,00000151,00000356,00000024,00015009,00021742,00000113,00000433,00000361,00000030,00002673,00001039,00000770,00000000,00000580,00000000,00000000,00000000,00000500,00000000,00000029,00000000,00000080,00000094,00000090,                                                                                                    
R083,23RD STREET & 5TH AVENUE      ,00052288,00002627,00000262,00000551,00000067,00023597,00037275,00000396,00000854,00000440,00000091,00005042,00002158,00001273,00000000,00001151,00000000,00000000,00000000,00001734,00000000,00000052,00000000,00000054,00000101,00000113,                                                                                                    
R084,59TH STREET/COLUMBUS CIRCLE   ,00173559,00013842,00001035,00002969,00000301,00083065,00106424,00000441,00001947,00002743,00000648,00013570,00006168,00003570,00000000,00003954,00000000,00000000,00000000,00013001,00000000,00000133,00000000,00000510,00000652,00000595,                                                                                                    
R085,8TH STREET & BROADWAY         ,00041764,00002732,00000138,00000479,00000043,00015131,00029409,00000132,00000631,00000416,00000064,00004210,00001626,00000725,00000000,00000925,00000000,00000000,00000000,00001400,00000000,00000033,00000000,00000041,00000058,00000082,                                                                                                    
R086,PRINCE STREET & BROADWAY      ,00035943,00001405,00000106,00000250,00000034,00015743,00021093,00000110,00000369,00000258,00000040,00002727,00001032,00000676,00000000,00000811,00000000,00000000,00000000,00000829,00000000,00000052,00000000,00000048,00000046,00000082,                                                                                                    
R087,CITY HALL                     ,00012836,00001098,00000084,00000257,00000012,00004650,00008909,00000133,00000211,00000146,00000010,00001238,00000569,00000305,00000000,00000193,00000000,00000000,00000000,00001452,00000000,00000016,00000000,00000047,00000016,00000022,                                                                                                    
R088,CORTLANDT STREET              ,00058924,00001716,00000160,00000365,00000030,00019287,00027944,00000233,00000851,00000417,00000062,00004747,00002012,00001022,00000000,00001229,00000000,00000000,00000000,00001190,00000000,00000038,00000000,00000070,00000039,00000062,                                                                                                    
R089,JAY ST-METROTECH              ,00009154,00000488,00000040,00000116,00000004,00002888,00005906,00000086,00000127,00000114,00000004,00000842,00000403,00000191,00000000,00000178,00000000,00000000,00000000,00000791,00000000,00000014,00000000,00000040,00000025,00000021,                                                                                                    
R090,39TH AVENUE & 31ST STREET     ,00004951,00000335,00000042,00000072,00000003,00004450,00003398,00000017,00000042,00000148,00000000,00000437,00000104,00000146,00000000,00000155,00000000,00000000,00000000,00000255,00000000,00000008,00000000,00000026,00000017,00000021,                                                                                                    
R091,36TH AVENUE & 31ST STREET     ,00011502,00000847,00000084,00000161,00000018,00006630,00010603,00000012,00000123,00000431,00000008,00001126,00000306,00000303,00000000,00000147,00000000,00000000,00000000,00002021,00000000,00000043,00000000,00000059,00000037,00000066,                                                                                                    
R092,BROADWAY & 31ST STREET        ,00020388,00001516,00000134,00000332,00000010,00010245,00020817,00000013,00000222,00000586,00000004,00002805,00000579,00000801,00000000,00000274,00000000,00000000,00000000,00002801,00000000,00000046,00000000,00000025,00000029,00000057,                                                                                                    
R093,30TH AVENUE & 31ST STREET     ,00037038,00002071,00000238,00000517,00000018,00018748,00035428,00000021,00000358,00000843,00000024,00005333,00001016,00001270,00000000,00000451,00000000,00000000,00000000,00002948,00000000,00000126,00000000,00000112,00000096,00000104,                                                                                                    
R095,DITMARS BLVD & 31ST STREET    ,00041098,00002406,00000240,00000424,00000015,00019054,00035738,00000045,00000555,00001060,00000009,00004772,00001115,00001126,00000000,00000430,00000000,00000000,00000000,00003475,00000000,00000140,00000000,00000091,00000055,00000079,                                                                                                    
R096,82ND STREET-JACKSON HEIGHTS   ,00032285,00003309,00000555,00000808,00000008,00028765,00019884,00000016,00000149,00001471,00000005,00001455,00000335,00000278,00000000,00000392,00000000,00000000,00000000,00004740,00000000,00000214,00000000,00000141,00000184,00000132,                                                                                                    
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00048633,00001863,00000364,00000596,00000010,00047846,00020493,00000023,00000149,00001001,00000014,00001148,00000158,00000354,00000000,00000236,00000000,00000000,00000000,00007675,00000000,00000300,00000000,00000174,00000151,00000131,                                                                                                    
R098,CHURCH AVENUE                 ,00030936,00002434,00000575,00000946,00000017,00026155,00026552,00000021,00000221,00001049,00000005,00003723,00000337,00000723,00000000,00000267,00000000,00000000,00000000,00005350,00000000,00000290,00000000,00000228,00000291,00000248,                                                                                                    
R099,DEKALB AVENUE                 ,00039668,00002493,00000400,00001180,00000037,00019392,00039541,00000089,00000522,00000604,00000050,00005986,00001461,00001096,00000000,00000678,00000000,00000000,00000000,00010473,00000000,00000154,00000000,00000231,00000252,00000406,                                                                                                    
R100,METROPOLITAN AVENUE           ,00006214,00000438,00000093,00000197,00000001,00004066,00004331,00000004,00000107,00000164,00000000,00000449,00000158,00000065,00000000,00000035,00000000,00000000,00000000,00001521,00000000,00000029,00000000,00000046,00000029,00000031,                                                                                                    
R101,145TH STREET                  ,00037294,00002379,00000383,00000904,00000011,00039862,00040300,00000062,00000168,00001098,00000030,00004368,00000649,00001003,00000000,00000573,00000000,00000000,00000000,00006096,00000000,00000068,00000000,00000417,00000602,00000549,                                                                                                    
R102,125TH STREET                  ,00051771,00003730,00000994,00001387,00000035,00045797,00042989,00000080,00000282,00001825,00000068,00005431,00000922,00001116,00000000,00000755,00000000,00000000,00000000,00007688,00000000,00000106,00000000,00000530,00001014,00000641,                                                                                                    
R103,BROADWAY-EAST NEW YORK        ,00015205,00000907,00000347,00000408,00000007,00014478,00007396,00000005,00000052,00000687,00000007,00001063,00000059,00000104,00000000,00000202,00000000,00000000,00000000,00002246,00000000,00000096,00000000,00000226,00000303,00000174,                                                                                                    
R104,167TH ST-GRAND CONCOURSE      ,00015817,00000950,00000226,00000268,00000003,00017935,00008961,00000014,00000040,00000704,00000005,00001242,00000086,00000174,00000000,00000113,00000000,00000000,00000000,00003308,00000000,00000041,00000000,00000289,00000547,00000385,                                                                                                    
R105,14TH STREET & 7TH AVENUE      ,00057523,00006054,00000486,00001274,00000060,00027281,00036613,00000167,00000876,00000778,00000144,00005734,00002588,00001210,00000000,00001227,00000000,00000000,00000000,00003365,00000000,00000045,00000000,00000120,00000226,00000176,                                                                                                    
R106,CASTLE HILL AVENUE            ,00013027,00000815,00000128,00000186,00000002,00010126,00006375,00000026,00000081,00000398,00000000,00000988,00000089,00000075,00000000,00000068,00000000,00000000,00000000,00002718,00000000,00000026,00000000,00000140,00000208,00000177,                                                                                                    
R107,WESTCHESTER SQUARE            ,00009918,00000742,00000159,00000252,00000002,00008185,00005650,00000094,00000081,00000443,00000005,00000753,00000126,00000096,00000000,00000064,00000000,00000000,00000000,00002531,00000000,00000012,00000000,00000108,00000190,00000114,                                                                                                    
R108,BOROUGH HALL - COURT STREET   ,00075397,00008063,00000736,00001617,00000186,00028822,00050955,00000363,00000882,00001388,00000337,00008105,00002509,00001505,00000000,00000815,00000000,00000000,00000000,00005995,00000000,00000168,00000000,00000372,00000337,00000266,                                                                                                    
R109,CHURCH AVENUE & NOSTRAND AV   ,00018540,00001336,00000421,00000590,00000001,00014740,00011244,00000023,00000100,00000604,00000006,00001868,00000143,00000260,00000000,00000131,00000000,00000000,00000000,00003066,00000000,00000089,00000000,00000148,00000176,00000103,                                                                                                    
R110,FLATBUSH AVE & NOSTRAND AV    ,00029485,00002394,00000771,00000941,00000015,00023831,00021586,00000072,00000313,00000878,00000005,00003323,00000474,00000353,00000000,00000164,00000000,00000000,00000000,00004992,00000000,00000197,00000000,00000189,00000250,00000187,                                                                                                    
